 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_T8	rel_flux_T9	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_T8	rel_flux_err_T9	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_T8	rel_flux_SNR_T9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_T8	Y(IJ)_T8	X(FITS)_T8	Y(FITS)_T8	RA_T8	DEC_T8	Source-Sky_T8	Source_Error_T8	Source_SNR_T8	Peak_T8	Mean_T8	Sky/Pixel_T8	FWHM_T8	Width_T8	X-Width_T8	Y-Width_T8	Angle_T8	Roundness_T8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9
32	TIC_99869022.01-S001-R034-C001-g_out_lin.fts	32.000000	0.000000	58884.510856	2458884.510856	2458884.509815	2458884.514544	2458884.515375	1.166080	58.998609	-19.977101	180.000000	11.104788	61.463477	9.493185	16.534651	1.200000	26.000000	44.000000	56.000000	0.691855	0.226627	0.175051	0.325856	0.419041	0.068743	0.064827	0.092884	0.083185	0.000841	0.000515	0.000455	0.000639	0.000766	0.000345	0.000341	0.000343	0.000336	822.924837	439.735483	384.368282	510.185775	546.910987	199.539625	190.180142	270.777952	247.425824	2145530.654706	1936.106927	1089.310682	734.106730	1089.810682	738.393270	11.125359	61.352584	1484396.767068	858.894711	1208.072927	1228.731092	16471.000000	1728.263951	324.589806	3243.000000	8.352858	13.346590	13.129820	13.563360	69.648158	0.998165	1243.088600	255.893790	1243.588600	1216.606210	11.122652	61.263017	396400.511592	808.495588	490.293970	4648.000000	461.523987	322.944307	8.315309	13.300655	13.161136	13.440174	57.328758	0.997472	1144.907766	261.800885	1145.407766	1210.699115	11.125113	61.265831	319626.629684	771.272226	414.414806	3783.000000	372.137150	322.724992	8.332952	13.552076	13.345147	13.759006	69.904406	0.998403	261.727216	1013.665135	262.227216	458.834865	11.145641	61.417639	527307.259375	865.933238	608.946783	5762.000000	613.937020	320.611739	8.579084	13.562291	13.116670	14.007912	76.314561	0.994536	1924.743921	575.968622	1925.243921	896.531378	11.104652	61.308745	633572.115378	910.739378	695.667861	6487.000000	737.659817	322.247503	8.963116	13.648622	13.414067	13.883176	64.041004	0.996897	556.307298	833.313876	556.807298	639.186124	11.138604	61.379875	138003.691085	680.292585	202.859320	1857.000000	160.675912	321.871100	8.463127	13.041409	12.120378	13.962439	84.992136	0.979631	740.261787	749.247713	740.761787	723.252287	11.134150	61.361439	130620.447591	676.682705	193.030569	1751.000000	152.079697	322.756527	8.309766	13.371438	12.564116	14.178759	74.911407	0.980630	1244.122243	477.639947	1244.622243	994.860053	11.122079	61.303265	199284.529855	713.661366	279.242424	2487.000000	232.024400	324.506687	8.208305	13.735585	13.548330	13.922840	72.686848	0.998903	1557.866095	754.052326	1558.366095	718.447674	11.113464	61.347807	178475.728125	703.120650	253.833717	2215.000000	207.796981	325.921369	8.568608	12.855646	12.419078	13.292215	76.610767	0.994226
33	TIC_99869022.01-S001-R035-C001-g_out_lin.fts	33.000000	0.000000	58884.513414	2458884.513414	2458884.512373	2458884.517102	2458884.517933	1.161428	59.384064	-20.417621	180.000000	11.104788	61.463477	9.578181	16.233711	1.200000	26.000000	44.000000	56.000000	0.689346	0.226033	0.176372	0.325109	0.417355	0.069230	0.065141	0.092023	0.082864	0.000825	0.000505	0.000448	0.000626	0.000750	0.000335	0.000331	0.000334	0.000327	835.322477	447.679425	393.718951	519.591409	556.519200	206.857392	196.534639	275.366021	253.054570	2160635.734081	1909.570297	1085.511818	731.197977	1086.011818	741.302023	11.125373	61.352678	1489425.622988	827.914543	1202.702900	1238.398629	16078.000000	1799.008890	323.042831	3257.000000	8.431238	13.242537	13.195629	13.289445	49.892304	0.998262	1239.279022	252.988731	1239.779022	1219.511269	11.122650	61.263287	398337.729341	798.755253	498.698103	4593.000000	481.133872	320.094405	8.350525	13.385713	13.245286	13.526139	56.410507	0.997074	1141.161251	258.929188	1141.661251	1213.570812	11.125110	61.266084	323941.926149	762.639752	424.764019	3786.000000	391.274593	320.224946	8.326786	13.276042	13.322047	13.230037	42.269108	0.994698	257.982275	1010.712554	258.482275	461.787446	11.145665	61.417472	530101.048079	856.103640	619.201955	5846.000000	640.284740	317.133934	8.774138	13.536320	13.184752	13.887887	70.211970	0.995464	1920.831349	573.185501	1921.331349	899.314499	11.104660	61.309082	636221.758690	901.931499	705.399201	6522.000000	768.463079	319.476799	8.935165	13.490985	13.281673	13.700297	59.020941	0.995645	552.435055	830.408259	552.935055	642.091741	11.138625	61.379833	139895.728589	664.838977	210.420468	1791.000000	168.973634	317.655141	8.510870	13.674967	14.015383	13.334552	23.024693	0.994860	736.470236	746.288066	736.970236	726.211934	11.134165	61.361448	132137.543232	662.136417	199.562416	1731.000000	159.602877	319.697907	8.480522	13.306731	13.350344	13.263117	39.918367	0.998620	1240.368513	474.703447	1240.868513	997.796553	11.122083	61.303462	198827.633290	700.339348	283.901846	2441.000000	240.154778	321.634485	8.434843	13.523172	13.252546	13.793799	57.189814	0.990606	1554.018909	751.209937	1554.518909	721.290063	11.113478	61.348004	179039.791610	689.592925	259.631132	2250.000000	216.253952	321.689592	8.466353	13.336128	12.944693	13.727562	63.074939	0.990114
34	TIC_99869022.01-S001-R036-C001-g_out_lin.fts	34.000000	0.000000	58884.515984	2458884.515984	2458884.514942	2458884.519671	2458884.520502	1.156898	59.766659	-19.977101	180.000000	11.104788	61.463477	9.867778	16.896569	1.200000	26.000000	44.000000	56.000000	0.691970	0.225971	0.175878	0.325457	0.417678	0.069009	0.065405	0.092731	0.082883	0.000844	0.000518	0.000460	0.000641	0.000768	0.000348	0.000345	0.000346	0.000340	819.492521	436.283891	382.325203	507.444954	544.103624	198.411196	189.837333	267.639778	243.837518	2158778.052817	1960.103728	1081.810471	728.016061	1082.310471	744.483939	11.125402	61.352439	1493808.902790	896.906021	1217.838782	1226.606448	15432.000000	1665.513295	321.023468	3171.000000	8.685498	13.653090	13.531301	13.774878	56.019767	0.997740	1235.545327	249.823647	1236.045327	1222.676353	11.122686	61.262328	397905.507234	818.428224	486.182533	4279.000000	443.642364	318.577785	8.674347	13.769760	13.616009	13.923511	56.066192	0.996487	1137.333246	255.749160	1137.833246	1216.750840	11.125155	61.265150	322891.559408	783.191339	412.276724	3587.000000	360.006012	318.479490	8.717276	14.144868	14.035089	14.254647	52.399195	0.996307	254.152825	1007.566827	254.652825	464.933173	11.145753	61.417792	530072.780421	874.802120	605.934495	5330.000000	591.001474	316.124007	8.997338	13.917873	13.518761	14.316985	74.506476	0.995532	1917.144511	569.976934	1917.644511	902.523066	11.104630	61.308459	636022.102462	918.294306	692.612487	6292.000000	709.129036	318.055308	9.090521	13.833761	13.703435	13.964087	54.257887	0.996480	548.669902	827.307192	549.169902	645.192808	11.138694	61.379847	139359.067006	690.874028	201.714149	1722.000000	155.377558	317.072660	8.800421	13.309357	12.739333	13.879381	76.527698	0.990801	732.696805	743.101698	733.196805	729.398302	11.134223	61.361292	132527.036286	687.708578	192.708133	1638.000000	147.760226	318.393262	8.695417	13.854748	13.567358	14.142138	73.552593	0.997561	1236.655144	471.623475	1237.155144	1000.876525	11.122110	61.302840	200186.567203	725.549096	275.910436	2357.000000	223.196815	319.403221	8.734231	14.337101	14.117596	14.556606	64.730627	0.997680	1550.329450	747.995537	1550.829450	724.504463	11.113470	61.347705	178925.788723	715.581128	250.042632	2095.000000	199.492237	321.150110	8.836769	13.599381	13.286724	13.912037	60.482441	0.992022
35	TIC_99869022.01-S001-R037-C001-g_out_lin.fts	35.000000	0.000000	58884.519248	2458884.519248	2458884.518206	2458884.522935	2458884.523766	1.151348	60.245618	-19.977101	180.000000	11.104788	61.463476	9.487068	16.697208	1.200000	26.000000	44.000000	56.000000	0.688349	0.226517	0.175366	0.325546	0.417015	0.070173	0.064576	0.093091	0.082898	0.000833	0.000511	0.000454	0.000634	0.000758	0.000343	0.000338	0.000341	0.000335	826.379596	442.848658	386.385765	513.310317	549.848035	204.866051	190.952916	272.691528	247.686738	2166841.885054	1942.385715	1088.398612	733.133219	1088.898612	739.366781	11.125384	61.352601	1491543.771872	875.865852	1212.451372	1230.188531	16615.000000	1702.936322	318.488524	3155.000000	8.373267	13.272687	13.001210	13.544164	67.378704	0.996627	1242.204481	254.913200	1242.704481	1217.586800	11.122657	61.262916	400179.112559	810.363017	493.826969	4691.000000	456.895439	315.528070	8.082586	13.702086	13.422865	13.981307	67.853759	0.996761	1144.023886	260.827188	1144.523886	1211.672812	11.125120	61.265705	323295.378497	776.272370	416.471577	3834.000000	369.115177	316.153870	8.194534	13.404294	13.052411	13.756178	70.743991	0.995504	260.803110	1012.742326	261.303110	459.757674	11.145684	61.417521	532163.570598	868.889459	612.464065	5980.000000	607.585705	314.111418	8.384037	13.551391	13.191145	13.911636	69.642962	0.995087	1923.681551	575.063894	1924.181551	897.436106	11.104667	61.308965	637682.615269	913.190728	698.301676	6504.000000	728.059684	316.001519	9.004641	13.592424	13.416912	13.767937	56.752749	0.995809	555.360538	832.312036	555.860538	640.187964	11.138638	61.379768	142083.533980	681.698246	208.425846	1807.000000	162.220657	314.035930	8.516551	13.749635	13.284382	14.214888	71.491489	0.992833	739.377019	748.174095	739.877019	724.325905	11.134178	61.361342	131437.674152	678.215714	193.799217	1764.000000	150.065988	316.032646	8.232678	13.612995	13.343996	13.881994	70.784758	0.997457	1243.320610	476.708560	1243.820610	995.791440	11.122090	61.303246	201713.581964	717.272980	281.222892	2632.000000	230.301914	317.744070	8.066927	13.945272	13.784863	14.105680	281.296039	0.999379	1556.923878	753.066092	1557.423878	719.433908	11.113486	61.347964	179625.867032	707.112502	254.027282	2164.000000	205.083766	318.554358	8.660612	13.479354	12.893429	14.065279	72.745415	0.988911
36	TIC_99869022.01-S001-R038-C001-g_out_lin.fts	36.000000	0.000000	58884.521829	2458884.521829	2458884.520787	2458884.525516	2458884.526347	1.147120	60.618475	-19.977101	180.000000	11.104788	61.463476	9.028242	15.907438	1.200000	26.000000	44.000000	56.000000	0.691535	0.226021	0.177065	0.324479	0.418095	0.069340	0.064462	0.092453	0.082546	0.000817	0.000496	0.000441	0.000615	0.000739	0.000328	0.000323	0.000327	0.000321	846.862400	455.915808	401.689136	527.636514	565.823575	211.648722	199.389630	282.746328	256.793114	2161558.618061	1876.753681	1084.760187	730.040598	1085.260187	742.459402	11.125401	61.352571	1494793.895808	794.969248	1196.316803	1249.496699	17780.000000	1880.316629	316.770476	3083.000000	8.009942	13.041472	13.012944	13.070000	49.315786	0.999150	1238.512761	251.783826	1239.012761	1220.716174	11.122674	61.262708	398490.562881	784.513030	507.946392	5155.000000	501.265381	314.011233	7.749790	13.213950	13.212775	13.215124	45.324248	0.999753	1140.372543	257.682417	1140.872543	1214.817583	11.125135	61.265488	325161.933001	749.983137	433.558992	4205.000000	409.024543	314.411728	7.720735	13.162443	13.319843	13.005042	27.364710	0.998285	257.218590	1009.563546	257.718590	462.936454	11.145700	61.417517	529551.748655	843.400912	627.876661	6374.000000	666.128596	312.396541	8.099532	13.267940	13.006464	13.529417	81.454113	0.998301	1920.104114	571.935969	1920.604114	900.564031	11.104683	61.308933	637289.778646	889.475543	716.478135	6936.000000	801.653373	313.338637	8.642582	13.472695	13.521984	13.423407	40.513669	0.997799	551.662131	829.227405	552.162131	643.272595	11.138657	61.379736	140163.485429	650.900690	215.337743	1976.000000	176.313091	312.424754	7.855233	13.225356	13.198666	13.252046	55.849120	0.999881	735.722356	745.130200	736.222356	727.369800	11.134195	61.361299	130901.109449	646.610725	202.441909	1877.000000	164.661853	314.033231	7.825710	12.436024	12.335083	12.536966	271.748119	0.999736	1239.586202	473.546623	1240.086202	998.953377	11.122109	61.303119	199843.559281	685.165656	291.671886	2722.000000	251.385270	315.150092	7.811281	13.503504	13.307831	13.699177	60.303005	0.996761	1553.365167	749.946085	1553.865167	722.553915	11.113502	61.347974	178427.066395	677.337857	263.424028	2387.000000	224.445244	316.811547	8.052305	13.254231	12.933859	13.574604	84.296168	0.997571
37	TIC_99869022.01-S001-R039-C001-g_out_lin.fts	37.000000	0.000000	58884.524387	2458884.524387	2458884.523345	2458884.528074	2458884.528905	1.143067	60.982566	-20.417621	180.000000	11.104788	61.463476	9.573184	15.894850	1.200000	26.000000	44.000000	56.000000	0.690238	0.225670	0.175743	0.324160	0.419505	0.069547	0.065017	0.091823	0.082453	0.000814	0.000495	0.000439	0.000613	0.000739	0.000326	0.000322	0.000325	0.000319	848.126842	456.304609	400.600036	528.404813	567.615367	213.213572	201.998792	282.465344	258.091130	2158038.540542	1868.905979	1081.044773	727.114227	1081.544773	745.385773	11.125378	61.352529	1489559.665557	793.711641	1191.844824	1249.793292	16217.000000	1876.701297	309.908591	3125.000000	8.490942	13.119258	13.009696	13.228820	59.319574	0.998786	1234.779559	248.773767	1235.279559	1223.726233	11.122658	61.262707	397337.420095	781.990125	508.110534	4656.000000	500.606769	308.530016	8.368554	13.151230	13.169132	13.133328	40.710868	0.999667	1136.604854	254.742660	1137.104854	1217.757340	11.125116	61.265501	322571.282001	746.811578	431.931282	3830.000000	406.408657	309.055485	8.285911	13.308811	13.338467	13.279155	42.722107	0.996852	253.380814	1006.671406	253.880814	465.828594	11.145649	61.417457	528297.302863	840.740318	628.371558	5685.000000	665.603571	305.475518	8.786908	13.362448	13.231652	13.493244	56.982851	0.997678	1916.481642	569.036917	1916.981642	903.463083	11.104688	61.308908	637763.306970	886.623435	719.316998	6601.000000	803.520163	306.325792	8.941331	13.456594	13.394836	13.518353	56.108853	0.999411	547.928144	826.274837	548.428144	646.225163	11.138615	61.379683	140326.016148	646.751514	216.970526	1779.000000	176.797226	306.034272	8.627910	13.253302	13.401492	13.105112	31.143458	0.997688	732.004876	742.186886	732.504876	730.313114	11.134160	61.361255	131743.212464	642.137488	205.163559	1695.000000	165.983722	307.083359	8.554419	13.380629	13.347494	13.413763	47.435153	0.996597	1235.910817	470.560914	1236.410817	1001.939086	11.122091	61.303094	198158.149209	680.217501	291.315864	2477.000000	249.660127	307.923266	8.283030	12.909332	12.938846	12.879817	5.767322	0.999978	1549.683885	747.069552	1550.183885	725.430448	11.113495	61.347934	177936.052971	671.989271	264.790021	2168.000000	224.182239	309.576960	8.791410	12.914771	12.669758	13.159783	275.562142	0.998506
38	TIC_99869022.01-S001-R040-C001-g_out_lin.fts	38.000000	0.000000	58884.527650	2458884.527650	2458884.526609	2458884.531338	2458884.532169	1.138092	61.438887	-19.977101	180.000000	11.104788	61.463476	10.260558	16.978314	1.200000	26.000000	44.000000	56.000000	0.691020	0.225764	0.175279	0.325329	0.420197	0.068681	0.065041	0.092734	0.082717	0.000843	0.000518	0.000459	0.000641	0.000772	0.000347	0.000344	0.000346	0.000340	819.450226	436.127531	381.888279	507.537839	544.536675	198.080307	189.333857	268.108758	243.157975	2157957.475721	1958.586312	1082.528872	737.763289	1083.028872	734.736711	11.125375	61.352630	1491192.843939	905.605424	1216.440670	1225.865660	14338.000000	1646.625345	313.538178	3074.000000	8.995541	14.078720	14.182920	13.974520	37.126956	0.997025	1236.337348	259.529246	1236.837348	1212.970754	11.122657	61.262728	397457.921625	817.992768	485.894176	4133.000000	438.886419	311.098874	8.854692	14.227163	14.365612	14.088714	37.710757	0.994022	1138.175459	265.444867	1138.675459	1207.055133	11.125119	61.265528	321833.789498	781.753123	411.682128	3403.000000	355.379706	311.374657	8.888729	14.100448	14.158991	14.041905	39.397406	0.998174	254.883867	1017.244297	255.383867	455.255703	11.145674	61.417715	529715.122669	874.171041	605.962790	5044.000000	584.929273	309.950183	9.366975	14.226338	14.241185	14.211492	43.703879	0.997870	1917.951270	579.686791	1918.451270	892.813209	11.104656	61.308852	638480.336634	920.351102	693.735614	5726.000000	705.031484	309.493367	9.749145	14.537931	14.515857	14.560004	46.485920	0.996569	549.464260	836.977196	549.964260	635.522804	11.138630	61.379891	138685.213881	688.728982	201.363987	1589.000000	153.140883	309.630049	9.326528	14.020545	13.737246	14.303844	75.486604	0.997866	733.567345	752.798816	734.067345	719.701184	11.134169	61.361405	131785.091413	685.741539	192.178953	1534.000000	145.521535	310.629675	9.067067	14.098491	14.085091	14.111891	46.371728	0.998423	1237.407793	481.204530	1237.907793	991.295470	11.122087	61.303130	200116.093718	723.963257	276.417473	2171.000000	220.974928	312.269363	8.994611	14.099795	14.345505	13.854086	16.442587	0.998279	1551.146373	757.764119	1551.646373	714.735881	11.113474	61.347972	178498.985156	715.986378	249.305002	1930.000000	197.104589	313.900130	9.528548	13.886248	13.581594	14.190902	61.518457	0.993528
39	TIC_99869022.01-S001-R041-C001-g_out_lin.fts	39.000000	0.000000	58884.530880	2458884.530880	2458884.529838	2458884.534567	2458884.535398	1.133385	61.880706	-20.417621	180.000000	11.104787	61.463476	10.183142	17.177350	1.200000	26.000000	44.000000	56.000000	0.690119	0.225585	0.175989	0.324939	0.419347	0.069332	0.064679	0.092676	0.083260	0.000844	0.000520	0.000462	0.000642	0.000773	0.000349	0.000346	0.000348	0.000342	817.239626	434.124300	380.939269	505.949336	542.783156	198.502971	187.182152	266.453961	243.427029	2167049.054713	1974.478676	1086.261833	738.610451	1086.761833	733.889549	11.125401	61.352586	1495522.289629	926.962611	1221.488265	1224.344377	14426.000000	1613.357726	312.414108	3124.000000	8.903004	14.549982	15.002162	14.097802	350.178802	0.995653	1240.106712	260.419167	1240.606712	1212.080833	11.122686	61.262598	398873.424650	824.880208	483.553152	4140.000000	430.301525	310.152228	8.869614	14.207191	14.325443	14.088939	36.489690	0.996766	1141.952109	266.350457	1142.452109	1206.149543	11.125148	61.265406	324303.411775	789.502204	410.769482	3365.000000	349.855979	309.545426	8.935798	14.137832	14.003889	14.271774	61.787411	0.998826	258.632611	1018.164774	259.132611	454.335226	11.145697	61.417771	531465.269693	879.453763	604.312918	5158.000000	573.340568	308.099819	9.154498	14.199706	13.921662	14.477750	69.149575	0.997251	1921.713433	580.540010	1922.213433	891.959990	11.104682	61.308744	640256.025961	925.443606	691.836890	5898.000000	690.703183	309.552125	9.495216	14.289297	14.159918	14.418677	57.695439	0.998217	553.174442	837.846500	553.674442	634.653500	11.138656	61.379892	140503.965209	696.129045	201.836091	1608.000000	151.574577	308.503939	9.019869	13.870426	13.389508	14.351344	69.441736	0.991548	737.236245	753.732213	737.736245	718.767787	11.134196	61.361396	131646.957424	693.068914	189.947861	1542.000000	142.019706	310.050260	9.138071	14.402784	14.434830	14.370739	42.797370	0.996644	1241.181235	482.093949	1241.681235	990.406051	11.122115	61.303040	200833.389615	731.176700	274.671485	2264.000000	216.657487	311.522827	8.849732	14.212163	14.201614	14.222713	45.971489	0.998083	1554.847810	758.521309	1555.347810	713.978691	11.113501	61.347896	180429.327136	722.743962	249.644876	1967.000000	194.645744	312.420935	9.021915	14.720485	15.391101	14.049869	351.336291	0.990928
40	TIC_99869022.01-S001-R042-C001-g_out_lin.fts	40.000000	0.000000	58884.533426	2458884.533426	2458884.532384	2458884.537113	2458884.537944	1.129821	62.221945	-20.417621	180.000000	11.104787	61.463476	10.586483	17.312102	1.200000	26.000000	44.000000	56.000000	0.687812	0.226282	0.176729	0.325163	0.416583	0.068990	0.065300	0.092956	0.082749	0.000844	0.000521	0.000465	0.000644	0.000770	0.000350	0.000348	0.000348	0.000343	814.878148	434.180493	380.344265	504.890516	541.161464	196.874709	187.818928	267.182651	241.548212	2170233.466476	1982.358543	1082.191755	735.917655	1082.691755	736.582345	11.125430	61.352686	1492713.509338	941.563248	1223.304014	1220.231024	13535.000000	1585.356600	310.148182	3165.000000	9.203794	14.283167	14.167429	14.398905	55.821310	0.998069	1236.076600	257.824912	1236.576600	1214.675088	11.122694	61.262784	400465.956023	827.383461	484.014940	3896.000000	425.320293	306.995071	9.256051	14.326876	14.366179	14.287574	41.754353	0.997645	1137.865386	263.767099	1138.365386	1208.732901	11.125164	61.265588	325940.798244	794.585164	410.202472	3253.000000	346.169839	306.900946	9.244233	14.679133	14.779209	14.579057	23.168239	0.999610	254.521363	1015.572492	255.021363	456.927508	11.145791	61.417801	532523.125655	882.814601	603.210601	4873.000000	565.573398	304.402200	9.639687	14.479790	14.131296	14.828284	68.821605	0.995762	1917.590550	577.877576	1918.090550	894.622424	11.104650	61.308920	638213.312049	926.131380	689.117468	5370.000000	677.823092	306.522585	9.968935	14.596524	14.623787	14.569260	42.839092	0.997543	549.131783	835.176593	549.631783	637.323407	11.138724	61.379949	140060.672853	699.818572	200.138548	1544.000000	148.753335	306.062671	9.531344	13.703093	13.510509	13.895677	61.452527	0.997324	733.203731	751.036124	733.703731	721.463876	11.134250	61.361470	133029.601653	697.846280	190.628804	1489.000000	141.285890	307.251005	9.330698	14.638627	14.930074	14.347180	15.983139	0.997799	1237.103236	479.485177	1237.603236	993.014823	11.122128	61.303197	201735.699793	732.216698	275.513656	2096.000000	214.256132	308.496112	9.171951	14.656347	14.713707	14.598986	36.712457	0.999247	1550.839571	755.872828	1551.339571	716.627172	11.113494	61.348029	179585.361662	725.153922	247.651369	1802.000000	190.731066	309.943128	9.748515	14.366635	14.618579	14.114690	26.018246	0.996751
41	TIC_99869022.01-S001-R043-C001-g_out_lin.fts	41.000000	0.000000	58884.536019	2458884.536019	2458884.534977	2458884.539706	2458884.540537	1.126326	62.562584	-20.417621	180.000000	11.104787	61.463476	11.049297	18.187698	1.200000	26.000000	44.000000	56.000000	0.687547	0.225649	0.176389	0.326340	0.418286	0.068700	0.064623	0.093074	0.083000	0.000857	0.000531	0.000474	0.000659	0.000787	0.000361	0.000358	0.000357	0.000352	801.838926	424.984907	372.048057	495.499817	531.192987	190.087596	180.633234	260.568169	235.670142	2183277.734291	2038.630051	1078.318740	733.491857	1078.818740	739.008143	11.125395	61.352779	1501105.438232	1039.214801	1240.985806	1209.607258	12296.000000	1444.461180	298.503343	3278.000000	9.770744	14.908192	14.879073	14.937311	48.064775	0.998662	1232.098013	255.218397	1232.598013	1217.281603	11.122680	61.262788	401953.595491	848.278332	473.846355	3472.000000	386.785865	290.576685	9.778677	15.217249	15.181106	15.253392	50.694747	0.999421	1133.888421	261.185738	1134.388421	1211.314262	11.125141	61.265597	327363.068139	815.853810	401.252116	2928.000000	315.010013	290.998441	9.606783	15.489134	15.414703	15.563565	51.493358	0.998171	250.593186	1013.009813	251.093186	459.490187	11.145681	61.417905	537185.843165	905.574333	593.199060	4481.000000	516.915119	291.632904	9.874212	15.052285	14.995541	15.109029	50.145466	0.998219	1913.629296	575.430637	1914.129296	897.069363	11.104692	61.308997	643900.250993	948.486482	678.871300	4972.000000	619.602656	291.017381	10.371931	15.215282	15.409527	15.021038	32.472361	0.996366	545.035111	832.741164	545.535111	639.758836	11.138646	61.380056	140348.948401	726.650178	193.145137	1399.000000	135.052877	294.222188	10.084232	14.840511	14.569959	15.111063	73.098139	0.998076	729.214054	748.625665	729.714054	723.874335	11.134186	61.361569	132526.028103	723.261334	183.233946	1396.000000	127.525154	296.067914	9.746731	14.808276	14.772218	14.844334	49.607614	0.999075	1233.183659	477.078498	1233.683659	995.421502	11.122109	61.303263	203205.790713	756.421745	268.640863	1961.000000	195.537814	293.115859	9.636847	15.780804	15.907606	15.654002	29.221843	0.999057	1546.867811	753.382792	1547.367811	719.117208	11.113503	61.348117	181211.717941	750.072540	241.592257	1708.000000	174.373688	298.390787	9.987034	15.048032	15.182066	14.913997	35.495603	0.997009
