Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_C8	rel_flux_C9	rel_flux_C10	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_C9	rel_flux_err_C10	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_C9	rel_flux_SNR_C10	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	Variance_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	Variance_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	Variance_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	Variance_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	Variance_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	Variance_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	Variance_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	Variance_C8	X(IJ)_C9	Y(IJ)_C9	X(FITS)_C9	Y(FITS)_C9	RA_C9	DEC_C9	Source-Sky_C9	Source_Error_C9	Source_SNR_C9	Peak_C9	Mean_C9	Sky/Pixel_C9	FWHM_C9	Width_C9	X-Width_C9	Y-Width_C9	Angle_C9	Roundness_C9	Variance_C9	X(IJ)_C10	Y(IJ)_C10	X(FITS)_C10	Y(FITS)_C10	RA_C10	DEC_C10	Source-Sky_C10	Source_Error_C10	Source_SNR_C10	Peak_C10	Mean_C10	Sky/Pixel_C10	FWHM_C10	Width_C10	X-Width_C10	Y-Width_C10	Angle_C10	Roundness_C10	Variance_C10	rel_flux_T1_n	rel_flux_err_T1_n	rel_flux_T1_dfn	rel_flux_err_T1_dfn
TIC99869022-001CAL_out.fit	1	0	58884.360845000	2458884.360845000	2458884.359109000	2458884.364532000	2458884.365363000	1.396378000	45.664658000	-15.233191000	300	11.125380000	61.352717000	6.183718000	16	28	52	0.138891000	0.222191000	0.166737000	0.481593000	0.091958000	0.075392000	0.076792000	0.049173000	0.051445000	0.029666000	0.000176000	0.000244000	0.000210000	0.000430000	0.000167000	0.000158000	0.000159000	0.000143000	0.000144000	0.000132000	791.046213000	910.177988000	792.253854000	1118.714029000	550.718227000	477.397743000	484.035198000	344.703603000	356.889722000	225.140155000	4654590.249188000	2170.226972000	1431.891476000	453.555621000	1432.391476000	566.944379000	11.125345000	61.352575000	646482.601462000	804.247719000	759.631603000	851.047533000	11937	803.835169000	506.663091000	5255	6.795769000	9.582238000	9.521636000	9.642840000	310.549723000	0.993317000	2654187.217604000	529.108406000	445.150219000	529.608406000	575.349781000	11.152833000	61.354944000	846190.872531000	815.248316000	1037.954763000	18211	1052.152033000	504.916211000	6.195696000	9.272816000	9.110408000	9.435224000	297.533830000	0.996260000	5260786.861302000	300.807439000	924.699784000	301.307439000	95.800216000	11.159541000	61.460798000	665181.517990000	768.383331000	865.689677000	16609	827.085364000	518.977441000	5.730979000	8.652216000	8.669134000	8.635298000	328.078120000	0.999921000	3845031.260369000	126.255216000	879.435390000	126.755216000	141.064610000	11.164895000	61.451499000	1512978.564401000	979.356961000	1544.869363000	37458	1881.234510000	517.792765000	5.772594000	8.652456000	8.622955000	8.681956000	84.369538000	0.999952000	19941442.631346000	177.142915000	662.969544000	177.642915000	357.530456000	11.163445000	61.403935000	391980.885619000	686.119130000	571.301496000	8089	487.388246000	515.627206000	6.132689000	9.768085000	10.614319000	8.921852000	8.768648000	0.967471000	984555.718848000	273.332493000	691.151595000	273.832493000	329.348405000	11.160497000	61.409767000	326316.779926000	665.555023000	490.292716000	8111	405.741629000	517.033346000	5.828806000	8.763571000	8.689247000	8.837895000	288.777041000	0.999542000	878984.527412000	37.187644000	406.774262000	37.687644000	613.725738000	11.167827000	61.348311000	331943.498180000	667.195934000	497.520265000	7568	412.737879000	502.993209000	6.048199000	9.012400000	8.833273000	9.191526000	81.025813000	0.998255000	843633.022567000	325.581418000	479.653560000	326.081418000	540.846440000	11.159012000	61.363275000	218154.799059000	624.569640000	349.288190000	5173	271.253239000	504.575042000	6.063288000	9.206955000	9.114434000	9.299475000	279.402843000	0.999549000	357899.808150000	759.027943000	735.667313000	759.527943000	284.832687000	11.145658000	61.417589000	227739.213330000	629.112196000	362.000951000	5414	283.170481000	507.499810000	6.011806000	8.960862000	8.890345000	9.031379000	305.776777000	0.997526000	405925.123242000	1450.152835000	56.481743000	1450.652835000	964.018257000	11.125085000	61.265561000	134104.118151000	592.418380000	226.367248000	2639	166.744791000	497.394862000	7.257355000	9.794159000	9.647000000	9.941318000	303.439298000	0.994146000	103224.422375000	0.999279000	0.001263000	0.997321865	0.001263787
TIC99869022-002CAL_out.fit	2	0	58884.364410000	2458884.364410000	2458884.362674000	2458884.368097000	2458884.368928000	1.382180000	46.273221000	-15.233191000	300	11.125380000	61.352717000	6.673816000	16	28	52	0.139233000	0.221946000	0.168237000	0.481860000	0.091968000	0.075024000	0.076116000	0.048935000	0.051537000	0.029634000	0.000175000	0.000243000	0.000210000	0.000429000	0.000166000	0.000157000	0.000157000	0.000142000	0.000143000	0.000131000	796.027721000	914.880919000	799.527116000	1124.200514000	553.826299000	478.449778000	484.171467000	345.387782000	359.755870000	226.374020000	4667665.028390000	2164.557282000	1431.810880000	453.795747000	1432.310880000	566.704253000	0.000000000	0.000000000	649894.512462000	804.247719000	758.759392000	856.522527000	12480	808.077532000	498.578827000	5191	6.718080000	9.405310000	9.337008000	9.473612000	309.678070000	0.993817000	2827246.769706000	528.985335000	445.424887000	529.485335000	575.075113000	11.125085000	61.265561000	847801.605789000	812.694692000	1043.198159000	19186	1054.154815000	496.179758000	5.895086000	9.196374000	9.060182000	9.332566000	293.749463000	0.998079000	5493042.830123000	300.729005000	925.003158000	301.229005000	95.496842000	11.125085000	61.265561000	672185.881338000	768.726610000	874.414743000	17787	835.794576000	510.589500000	5.607824000	8.548239000	8.531044000	8.565433000	52.251446000	0.999742000	4155986.173150000	126.216396000	879.701035000	126.716396000	140.798965000	11.125085000	61.265561000	1517796.544414000	978.349531000	1551.384752000	38795	1887.225177000	509.862575000	5.566330000	8.490053000	8.452659000	8.527447000	53.315893000	0.999053000	21217201.597084000	177.091806000	663.315061000	177.591806000	357.184939000	11.125085000	61.265561000	393120.305399000	684.239886000	574.535793000	8546	488.804999000	507.048053000	6.105663000	9.682870000	10.605315000	8.760426000	9.353621000	0.960260000	1026958.154244000	273.239160000	691.419827000	273.739160000	329.080173000	11.125085000	61.265561000	325747.826833000	663.058234000	491.280871000	8350	405.034194000	508.469833000	5.791542000	8.712610000	8.660365000	8.764854000	58.683696000	0.999319000	911005.977869000	37.089702000	407.036529000	37.589702000	613.463471000	11.125085000	61.265561000	330153.355117000	663.615256000	497.507181000	7916	410.512019000	494.958801000	5.968672000	8.909438000	8.666209000	9.152666000	72.104585000	0.995476000	877848.285430000	325.502138000	479.945698000	326.002138000	540.554302000	11.125085000	61.265561000	217754.534718000	622.247951000	349.948175000	5474	270.755551000	496.503158000	5.831009000	8.970883000	8.917041000	9.024726000	79.258795000	0.999834000	381008.434023000	758.987899000	735.948497000	759.487899000	284.551503000	11.125085000	61.265561000	228765.874100000	626.863647000	364.937216000	5809	284.447029000	499.038234000	5.865382000	8.900864000	8.909791000	8.891937000	318.168902000	0.999670000	429399.933554000	1450.113561000	56.714418000	1450.613561000	963.785582000	11.125085000	61.265561000	134339.100681000	590.221113000	227.608091000	2697	167.036968000	489.521479000	7.204852000	9.637195000	9.471568000	9.802822000	291.858553000	0.997740000	109224.042139000	1.001739000	0.001258000	0.999646044	0.001256441
TIC99869022-003CAL_out.fit	3	0	58884.367986000	2458884.367986000	2458884.366250000	2458884.371673000	2458884.372504000	1.368332000	46.885666000	-14.809517000	300	11.125380000	61.352717000	6.561877000	16	28	52	0.139370000	0.222685000	0.166910000	0.483547000	0.091708000	0.074960000	0.076330000	0.048758000	0.051290000	0.029828000	0.000174000	0.000242000	0.000208000	0.000428000	0.000165000	0.000156000	0.000156000	0.000141000	0.000142000	0.000130000	801.291813000	920.318199000	800.730427000	1129.900989000	556.553170000	481.271669000	488.221706000	346.355791000	361.029974000	229.335399000	4685038.425829000	2160.604652000	1431.834270000	453.636779000	1432.334270000	566.863221000	0.000000000	0.000000000	652954.341969000	804.247719000	757.198243000	862.329446000	13048	811.882118000	490.931610000	5168	6.504368000	9.268302000	9.233996000	9.302607000	312.811815000	0.990589000	2996621.073975000	529.061959000	445.314807000	529.561959000	575.185193000	11.125085000	61.265561000	853274.542747000	812.953668000	1049.597999000	20322	1060.959854000	489.402813000	5.936030000	8.939488000	8.755204000	9.123772000	298.545491000	0.994246000	6014453.664965000	300.724449000	924.863878000	301.224449000	95.636122000	11.125085000	61.265561000	670127.625725000	765.955175000	874.891440000	18491	833.235345000	504.542873000	5.411183000	8.308716000	8.296773000	8.320659000	307.192166000	0.999886000	4437689.005679000	126.250726000	879.615693000	126.750726000	140.884307000	11.125085000	61.265561000	1527041.484128000	979.434607000	1559.105093000	41937	1898.720316000	502.989220000	5.445937000	8.252556000	8.209826000	8.295286000	75.126927000	0.999858000	22969385.383319000	177.150189000	663.227607000	177.650189000	357.272393000	11.125085000	61.265561000	393562.368804000	681.687193000	577.335723000	9095	489.354659000	499.424809000	5.848583000	9.428362000	10.390076000	8.466647000	6.500813000	0.957061000	1109824.485968000	273.303074000	691.338140000	273.803074000	329.161860000	11.125085000	61.265561000	326699.860960000	661.082661000	494.189124000	9046	406.217951000	501.417942000	5.597611000	8.478838000	8.345075000	8.612601000	276.643243000	0.998949000	990112.502464000	37.078680000	406.928663000	37.578680000	613.571337000	11.125085000	61.265561000	332249.644234000	662.176466000	501.753930000	8397	413.118541000	487.951620000	5.771783000	8.697632000	8.455138000	8.940126000	82.972822000	0.996701000	952711.655085000	325.579208000	479.846270000	326.079208000	540.653730000	11.125085000	61.265561000	217812.463383000	620.720923000	350.902403000	5785	270.827580000	489.082219000	5.778554000	8.810271000	8.705725000	8.914816000	270.983829000	0.999436000	401036.281876000	759.018484000	735.806907000	759.518484000	284.693093000	11.125085000	61.265561000	228572.791839000	624.160578000	366.208312000	6046	284.206951000	492.078520000	5.675445000	8.523168000	8.545254000	8.501081000	317.800196000	0.997180000	462037.568562000	1450.085509000	56.566766000	1450.585509000	963.933234000	11.125085000	61.265561000	135697.644009000	588.441195000	230.605276000	2797	168.726178000	482.439628000	6.975465000	9.640061000	9.427170000	9.852953000	296.850837000	0.994439000	116315.430611000	1.002723000	0.001251000	1.000476352	0.001249070
TIC99869022-005CAL_out.fit	4	0	58884.375255000	2458884.375255000	2458884.373519000	2458884.378942000	2458884.379773000	1.341380000	48.135510000	-15.233191000	300	11.125380000	61.352717000	6.212473000	16	28	52	0.139051000	0.221927000	0.168279000	0.481507000	0.091508000	0.075338000	0.076750000	0.048783000	0.051165000	0.029828000	0.000171000	0.000238000	0.000206000	0.000420000	0.000162000	0.000153000	0.000154000	0.000138000	0.000139000	0.000127000	811.550179000	932.497507000	816.671294000	1146.221066000	565.802315000	492.760918000	499.724154000	354.544906000	367.963041000	234.836830000	4712844.204835000	2136.588759000	1431.755572000	453.717985000	1432.255572000	566.782015000	0.000000000	0.000000000	655327.873433000	804.247719000	750.861198000	872.768329000	14316	814.833363000	461.118139000	5244	6.307586000	8.932250000	8.796311000	9.068190000	305.518581000	0.991230000	3339017.361136000	528.765477000	445.355080000	529.265477000	575.144920000	11.125085000	61.265561000	855947.741312000	806.054156000	1061.898552000	23662	1064.283704000	458.989227000	5.545591000	8.580705000	8.310827000	8.850583000	290.099363000	0.993231000	6867711.775170000	300.531514000	924.913442000	301.031514000	95.586558000	11.125085000	61.265561000	678838.127690000	760.285263000	892.872927000	21386	844.065965000	472.439586000	4.925902000	7.887006000	7.735244000	8.038767000	86.833715000	0.998502000	5269479.303418000	125.961018000	879.644764000	126.461018000	140.855236000	11.125085000	61.265561000	1531729.235549000	973.102183000	1574.068235000	47783	1904.549057000	470.120635000	5.031192000	7.901077000	7.768060000	8.034093000	71.193535000	0.998194000	26864379.857765000	176.823477000	663.252849000	177.323477000	357.247151000	11.125085000	61.265561000	395107.349611000	673.209185000	586.901306000	10480	491.275685000	468.889038000	5.457501000	9.091880000	9.997744000	8.186017000	9.609795000	0.956337000	1272862.747352000	273.031504000	691.358806000	273.531504000	329.141194000	11.125085000	61.265561000	330182.581274000	652.298814000	506.183016000	10185	410.548359000	470.547901000	5.231104000	8.086801000	7.859398000	8.314204000	271.334662000	0.996835000	1168983.528099000	36.836914000	407.013843000	37.336914000	613.486157000	11.125085000	61.265561000	335929.355617000	653.850353000	513.771009000	9730	417.693887000	456.024945000	5.440729000	8.290521000	8.008800000	8.572242000	77.564338000	0.994401000	1118882.882878000	325.321006000	479.901086000	325.821006000	540.598914000	11.125085000	61.265561000	219213.248676000	610.172622000	359.264314000	6403	272.569313000	458.467899000	5.363629000	8.350753000	8.175483000	8.526022000	78.720868000	0.997936000	471082.916803000	758.759349000	735.843588000	759.259349000	284.656412000	11.125085000	61.265561000	229393.806607000	614.560864000	373.264586000	6931	285.227799000	461.460651000	5.417303000	8.391874000	8.302188000	8.481560000	302.649625000	0.997384000	521619.724442000	1449.900639000	56.578710000	1450.400639000	963.921290000	11.125085000	61.265561000	136502.758500000	578.019349000	236.156036000	2988	169.727256000	452.818841000	6.842317000	9.271790000	8.979469000	9.564112000	278.511135000	0.995660000	129398.444019000	1.000430000	0.001233000	0.999448308	0.001229086
TIC99869022-006CAL_out.fit	5	0	58884.378958000	2458884.378958000	2458884.377222000	2458884.382645000	2458884.383476000	1.328243000	48.774617000	-15.233191000	300	11.125380000	61.352717000	6.312509000	16	28	52	0.138753000	0.221964000	0.167121000	0.481160000	0.092147000	0.075111000	0.076673000	0.048879000	0.051709000	0.029966000	0.000170000	0.000237000	0.000204000	0.000418000	0.000161000	0.000152000	0.000152000	0.000137000	0.000138000	0.000126000	815.513197000	937.311794000	818.428828000	1151.640377000	572.350302000	494.110530000	503.022325000	357.970370000	373.662657000	237.726771000	4725843.482272000	2130.151717000	1431.615369000	453.756879000	1432.115369000	566.743121000	0.000000000	0.000000000	655724.241976000	804.247719000	747.769595000	876.906799000	13856	815.326206000	451.437880000	5190	6.395206000	9.040313000	8.904209000	9.176417000	304.596437000	0.992818000	3232136.184468000	528.732426000	445.430340000	529.232426000	575.069660000	11.125085000	61.265561000	858428.611905000	804.418372000	1067.141977000	22392	1067.368413000	448.965249000	5.708066000	8.736373000	8.509263000	8.963482000	290.757851000	0.995185000	6525620.049586000	300.588956000	924.997669000	301.088956000	95.502331000	11.125085000	61.265561000	676696.493294000	756.906837000	894.028777000	20511	841.403062000	462.011512000	5.058907000	8.079151000	8.005640000	8.152661000	71.114150000	0.999470000	4907295.579768000	126.000897000	879.683285000	126.500897000	140.816715000	11.125085000	61.265561000	1535206.891766000	972.327464000	1578.899033000	44709	1908.873168000	459.774610000	5.208549000	8.054209000	7.972858000	8.135560000	63.026155000	0.998822000	25219891.525104000	176.859545000	663.310589000	177.359545000	357.189411000	11.125085000	61.265561000	398732.015537000	671.288908000	593.979746000	9608	495.782588000	458.604139000	5.695732000	9.287231000	10.217347000	8.357115000	10.010234000	0.955451000	1210582.243894000	273.032602000	691.426322000	273.532602000	329.073678000	11.125085000	61.265561000	330162.740165000	650.595805000	507.477512000	9562	410.523688000	459.994361000	5.241721000	8.212106000	8.013455000	8.410756000	76.645132000	0.997070000	1102972.176698000	36.855051000	407.080485000	37.355051000	613.419515000	11.125085000	61.265561000	336541.697442000	650.713136000	517.189033000	9173	418.455271000	445.995648000	5.633533000	8.542754000	8.320741000	8.764766000	71.933721000	0.995864000	1046677.073026000	325.298772000	479.942963000	325.798772000	540.557037000	11.125085000	61.265561000	220230.635341000	607.071261000	362.775591000	6183	273.834330000	448.384557000	5.556213000	8.407423000	8.325004000	8.489842000	59.447523000	0.998354000	451795.461200000	758.734652000	735.918559000	759.234652000	284.581441000	11.125085000	61.265561000	232351.960406000	612.809365000	379.158632000	6598	288.905961000	450.493004000	5.622246000	8.512375000	8.538375000	8.486376000	319.054601000	0.998125000	499379.122791000	1449.819999000	56.668725000	1450.319999000	963.831275000	11.125085000	61.265561000	137492.436416000	575.088379000	239.080533000	2962	170.957819000	442.443545000	6.792439000	9.316338000	9.116722000	9.515953000	279.919106000	0.997927000	127856.242546000	0.998282000	0.001224000	0.997414490	0.001222031
TIC99869022-007CAL_out.fit	6	0	58884.382523000	2458884.382523000	2458884.380787000	2458884.386210000	2458884.387041000	1.315970000	49.390919000	-14.809517000	300	11.125380000	61.352717000	6.426207000	16	28	52	0.139719000	0.221615000	0.167321000	0.481638000	0.092226000	0.075101000	0.076245000	0.049050000	0.051757000	0.029946000	0.000171000	0.000237000	0.000204000	0.000418000	0.000161000	0.000152000	0.000152000	0.000137000	0.000138000	0.000126000	818.526543000	936.448794000	818.386724000	1151.279635000	572.255461000	494.345953000	500.104914000	358.377502000	373.841973000	237.242857000	4727551.407448000	2132.195831000	1431.735122000	453.786660000	1432.235122000	566.713340000	0.000000000	0.000000000	660527.932313000	804.247719000	749.969704000	880.739487000	13691	821.299105000	453.459485000	5230	6.406134000	9.223256000	9.051216000	9.395296000	301.611511000	0.993148000	3158974.434432000	528.849562000	445.436102000	529.349562000	575.063898000	11.125085000	61.265561000	857632.260217000	804.525168000	1066.010480000	21221	1066.378231000	451.408281000	5.802412000	8.921259000	8.708300000	9.134219000	288.240564000	0.996478000	6168161.591995000	300.747542000	925.015968000	301.247542000	95.484032000	11.125085000	61.265561000	677636.878860000	757.899852000	894.098180000	19518	842.572335000	464.135354000	5.345608000	8.259640000	8.171451000	8.347829000	72.407290000	0.999317000	4640718.491086000	126.225653000	879.729751000	126.725653000	140.770249000	11.125085000	61.265561000	1536791.540480000	973.071796000	1579.319786000	42893	1910.843517000	462.713578000	5.251095000	8.262439000	8.148777000	8.376102000	64.999307000	0.998169000	23824184.991210000	177.079869000	663.345956000	177.579869000	357.154044000	11.125085000	61.265561000	399186.974960000	672.141920000	593.902810000	9599	496.348283000	460.865362000	5.783221000	9.455809000	10.314918000	8.596699000	11.342245000	0.961845000	1150595.922701000	273.227900000	691.458710000	273.727900000	329.041290000	11.125085000	61.265561000	330240.277213000	650.396021000	507.752610000	9306	410.620098000	462.950019000	5.503486000	8.433441000	8.268089000	8.598792000	73.113135000	0.997776000	1031138.671106000	36.992330000	407.082983000	37.492330000	613.417017000	11.125085000	61.265561000	334918.136536000	651.560666000	514.024486000	8853	416.436539000	449.132849000	5.677570000	8.626698000	8.366498000	8.886899000	78.051010000	0.995654000	997247.371697000	325.460346000	479.968454000	325.960346000	540.531546000	11.125085000	61.265561000	221044.560401000	608.593645000	363.205502000	5929	274.846363000	451.097641000	5.620189000	8.739622000	8.608226000	8.871018000	69.027583000	0.998366000	422868.077029000	758.877395000	735.942182000	759.377395000	284.557818000	11.125085000	61.265561000	232643.824009000	613.264018000	379.353455000	6375	289.268864000	453.538505000	5.604593000	8.688845000	8.638947000	8.738743000	305.769129000	0.998685000	481170.545865000	1449.911592000	56.714577000	1450.411592000	963.785423000	11.125085000	61.265561000	137456.954773000	576.122716000	238.589715000	2891	170.913702000	446.122371000	6.955255000	9.442583000	9.246697000	9.638468000	283.809076000	0.997809000	123779.368706000	1.005232000	0.001228000	1.003297909	0.001227921
TIC99869022-008CAL_out.fit	7	0	58884.386100000	2458884.386100000	2458884.384363000	2458884.389787000	2458884.390618000	1.304014000	50.010163000	-15.233191000	300	11.125380000	61.352717000	6.963340000	16	28	52	0.139093000	0.222367000	0.166785000	0.482190000	0.092070000	0.075084000	0.076470000	0.049123000	0.051388000	0.029795000	0.000169000	0.000236000	0.000203000	0.000416000	0.000160000	0.000151000	0.000151000	0.000136000	0.000137000	0.000125000	821.595096000	943.370902000	821.771145000	1158.014507000	575.911852000	498.068909000	505.042224000	362.006648000	374.858069000	238.523500000	4741196.229407000	2124.003797000	1431.595054000	453.729589000	1432.095054000	566.770411000	0.000000000	0.000000000	659465.766620000	804.247719000	746.317942000	883.625770000	11817	819.978411000	443.371001000	5247	6.873527000	9.681997000	9.615656000	9.748339000	308.278831000	0.996525000	2677403.488595000	528.691903000	445.401583000	529.191903000	575.098417000	11.125085000	61.265561000	862493.610040000	802.925399000	1074.188973000	18068	1072.422824000	439.644969000	6.344874000	9.378798000	9.211110000	9.546487000	292.124607000	0.997509000	5236293.913408000	300.632714000	924.955404000	301.132714000	95.544596000	11.125085000	61.265561000	677724.904401000	755.332408000	897.253841000	16061	842.681786000	453.871018000	5.964649000	8.712088000	8.718445000	8.705731000	39.096213000	0.999949000	3810329.467671000	126.042345000	879.672675000	126.542345000	140.827325000	11.125085000	61.265561000	1542417.517826000	972.031282000	1586.798230000	35482	1917.838846000	451.834125000	5.888972000	8.733091000	8.723765000	8.742416000	47.756404000	0.999506000	19863008.550671000	176.906612000	663.282385000	177.406612000	357.217615000	11.125085000	61.265561000	399721.541712000	668.788417000	597.680120000	8146	497.012963000	449.130635000	6.420398000	9.832028000	10.738118000	8.925938000	10.204942000	0.961974000	988309.658214000	273.039491000	691.404698000	273.539491000	329.095302000	11.125085000	61.265561000	331127.707252000	647.238498000	511.600760000	7725	411.723527000	451.679348000	5.917068000	8.909041000	8.837167000	8.980914000	82.537558000	0.999721000	859129.852895000	36.834580000	407.075005000	37.334580000	613.424995000	11.125085000	61.265561000	336803.376040000	648.699344000	519.197960000	7653	418.780642000	437.970439000	6.158800000	9.019282000	8.814141000	9.224423000	81.848131000	0.997756000	854057.358585000	325.285217000	479.935905000	325.785217000	540.564095000	11.125085000	61.265561000	221998.472136000	605.033303000	366.919426000	4976	276.032455000	440.078782000	6.205420000	9.206004000	9.178593000	9.233414000	58.340998000	0.999824000	357412.633372000	758.706754000	735.883265000	759.206754000	284.616735000	11.125085000	61.265561000	231730.525442000	609.275094000	380.338090000	5330	288.133270000	442.646624000	6.174566000	9.006651000	9.098109000	8.915194000	334.340592000	0.998944000	399896.583448000	1449.760811000	56.642220000	1450.260811000	963.857780000	11.125085000	61.265561000	137178.574558000	571.876889000	239.874311000	2681	170.567564000	434.627216000	7.258916000	9.710331000	9.570320000	9.850342000	271.281499000	0.999167000	108566.723606000	1.000727000	0.001218000	0.999034725	0.001213842
