2459332.3539720480 1.00504976 0.01064008
2459332.3541581752 0.99734934 0.01064008
2459332.3543436779 0.99916900 0.01064008
2459332.3545295619 1.00068557 0.01064008
2459332.3547151657 1.00246145 0.01064008
2459332.3549004663 1.00259441 0.01064008
2459332.3550861902 1.00228203 0.01064008
2459332.3552714302 0.99995793 0.01064008
2459332.3554567616 1.00061027 0.01064008
2459332.3556425236 0.99658711 0.01064008
2459332.3558282647 0.99930612 0.01064008
2459332.3560136454 0.99980846 0.01064008
2459332.3561989744 1.00154937 0.01064008
2459332.3566394225 1.00579685 0.01064008
2459332.3568246164 1.00096593 0.01064008
2459332.3570106947 1.00266290 0.01064008
2459332.3571959436 1.00334333 0.01064008
2459332.3573817266 0.99718441 0.01064008
2459332.3575678091 1.00268135 0.01064008
2459332.3577531246 1.00191369 0.01064008
2459332.3579387194 0.99995302 0.01064008
2459332.3581240601 1.00095039 0.01064008
2459332.3583101584 1.00219756 0.01064008
2459332.3584954650 1.00296562 0.01064008
2459332.3586812452 1.00324778 0.01064008
2459332.3588665514 1.00090892 0.01064008
2459332.3590519098 1.00461832 0.01064008
2459332.3592373589 1.00050847 0.01064008
2459332.3594227917 1.00057941 0.01064008
2459332.3596083634 0.99866334 0.01064008
2459332.3597935364 0.99939576 0.01064008
2459332.3599789175 1.00095230 0.01064008
2459332.3601642461 1.00140902 0.01064008
2459332.3603497129 1.00121759 0.01064008
2459332.3605348319 1.00140043 0.01064008
2459332.3607202000 0.99693373 0.01064008
2459332.3609056720 0.99663070 0.01064008
2459332.3610909693 0.99631087 0.01064008
2459332.3612763071 0.99833298 0.01064008
2459332.3614615351 1.00316690 0.01064008
2459332.3616467156 0.99885606 0.01064008
2459332.3618320273 0.99878102 0.01064008
2459332.3620178984 1.00887630 0.01064008
2459332.3622032204 0.99825484 0.01064008
2459332.3623890723 0.98973000 0.01064008
2459332.3625745587 1.00167814 0.01064008
2459332.3627599948 0.99276112 0.01064008
2459332.3629452852 1.02601200 0.01064008
2459332.3631305038 0.99654599 0.01064008
2459332.3638716144 0.95645924 0.01064008
2459332.3640569877 0.99198791 0.01064008
2459332.3642422738 0.99761226 0.01064008
2459332.3644276466 0.99878959 0.01064008
2459332.3646129761 1.00292199 0.01064008
2459332.3647983666 0.99778741 0.01064008
2459332.3649837337 1.00333728 0.01064008
2459332.3651691144 0.99756787 0.01064008
2459332.3653544807 1.00444636 0.01064008
2459332.3655403699 1.00031452 0.01064008
2459332.3657256262 1.00234467 0.01064008
2459332.3659109399 0.99898982 0.01064008
2459332.3660964835 0.99567577 0.01064008
2459332.3662818535 1.00073729 0.01064008
2459332.3664672105 1.00133182 0.01064008
2459332.3666528035 0.99855039 0.01064008
2459332.3668386932 0.99876051 0.01064008
2459332.3670242289 0.99894586 0.01064008
2459332.3672096920 0.99940314 0.01064008
2459332.3673950690 0.99858210 0.01064008
2459332.3675810713 0.99935905 0.01064008
2459332.3677662807 0.99973169 0.01064008
2459332.3679516958 0.99964671 0.01064008
2459332.3681372767 1.00586366 0.01064008
2459332.3683229275 0.99429210 0.01064008
2459332.3685085317 1.00616097 0.01064008
2459332.3686943445 1.01085399 0.01064008
2459332.3688798952 1.03196785 0.01064008
2459332.3690650878 0.96863914 0.01064008
2459332.3692509504 1.04929994 0.01064008
2459332.3694365602 0.99739774 0.01064008
2459332.3699935977 0.97117373 0.01064008
2459332.3703648890 1.00670767 0.01064008
2459332.3705508104 1.02696236 0.01064008
2459332.3707361124 0.94010240 0.01064008
2459332.3709220085 1.00537396 0.01064008
2459332.3711081487 1.01857048 0.01064008
2459332.3712941310 1.08351456 0.01064008
2459332.3714797380 0.98651233 0.01064008
2459332.3716649595 1.01632892 0.01064008
2459332.3718502573 1.00842811 0.01064008
2459332.3720354405 0.96985645 0.01064008
2459332.3722206936 1.04301447 0.01064008
2459332.3724060003 1.00942551 0.01064008
2459332.3725920892 0.96014363 0.01064008
2459332.3727772697 1.04368102 0.01064008
2459332.3729621721 0.95961546 0.01064008
2459332.3731478821 0.99413731 0.01064008
2459332.3733330630 1.00203686 0.01064008
2459332.3735181000 0.99201641 0.01064008
2459332.3737032660 1.00176735 0.01064008
2459332.3738885117 1.00136885 0.01064008
2459332.3740737205 1.00595798 0.01064008
2459332.3742595930 0.99486331 0.01064008
2459332.3744447394 1.01248833 0.01064008
2459332.3746301783 0.98488373 0.01064008
2459332.3748159190 1.00728901 0.01064008
