Label	BJD_TDB	rel_flux_T1	rel_flux_err_T1	AIR	JD_UTC	rel_flux_T1_dn	rel_flux_err_T1_dn
fl.debias.st.0381.TIC99869022.01.fits	2459258.981993000	0.684461000	0.001082000	1.280000000	0.977529000	0.999752537	0.001580415
fl.debias.st.0383.TIC99869022.01.fits	2459258.983173000	0.682485000	0.001079000	1.280000000	0.978709000	0.996866308	0.001576033
fl.debias.st.0385.TIC99869022.01.fits	2459258.984412000	0.686713000	0.001093000	1.280000000	0.979948000	1.003041903	0.001596482
fl.debias.st.0387.TIC99869022.01.fits	2459258.985627000	0.681413000	0.001083000	1.290000000	0.981163000	0.995347591	0.001581950
fl.debias.st.0389.TIC99869022.01.fits	2459258.986831000	0.682990000	0.001086000	1.290000000	0.982367000	0.997651133	0.001586332
fl.debias.st.0391.TIC99869022.01.fits	2459258.988058000	0.686318000	0.001083000	1.290000000	0.983594000	1.002512380	0.001581950
fl.debias.st.0393.TIC99869022.01.fits	2459258.989250000	0.683435000	0.001080000	1.300000000	0.984786000	0.998348385	0.001577643
fl.debias.st.0395.TIC99869022.01.fits	2459258.990465000	0.684394000	0.001080000	1.300000000	0.986001000	0.999749273	0.001577643
fl.debias.st.0397.TIC99869022.01.fits	2459258.991680000	0.683884000	0.001080000	1.300000000	0.987216000	0.999004275	0.001577643
fl.debias.st.0399.TIC99869022.01.fits	2459258.992896000	0.683416000	0.001077000	1.310000000	0.988432000	0.998367869	0.001573335
fl.debias.st.0401.TIC99869022.01.fits	2459258.994146000	0.685495000	0.001086000	1.310000000	0.989682000	1.001404975	0.001586482
fl.debias.st.0403.TIC99869022.01.fits	2459258.995407000	0.687564000	0.001093000	1.310000000	0.990943000	1.004427473	0.001596708
fl.debias.st.0405.TIC99869022.01.fits	2459258.996622000	0.687150000	0.001091000	1.320000000	0.992159000	1.003870183	0.001593862
fl.debias.st.0407.TIC99869022.01.fits	2459258.997872000	0.684197000	0.001093000	1.320000000	0.993409000	0.999556090	0.001596784
fl.debias.st.0409.TIC99869022.01.fits	2459258.999076000	0.685023000	0.001097000	1.330000000	0.994612000	1.000810168	0.001602703
fl.debias.st.0411.TIC99869022.01.fits	2459259.000291000	0.686664000	0.001101000	1.330000000	0.995828000	1.003207649	0.001608547
fl.debias.st.0413.TIC99869022.01.fits	2459259.001507000	0.683480000	0.001101000	1.330000000	0.997043000	0.998555864	0.001608547
fl.debias.st.0415.TIC99869022.01.fits	2459259.002722000	0.685479000	0.001107000	1.340000000	0.998258000	1.001523773	0.001617390
fl.debias.st.0417.TIC99869022.01.fits	2459259.003960000	0.683017000	0.001108000	1.340000000	0.999497000	0.997926651	0.001618851
fl.debias.st.0419.TIC99869022.01.fits	2459259.005176000	0.683033000	0.001109000	1.350000000	1.000712000	0.997997259	0.001620389
fl.debias.st.0421.TIC99869022.01.fits	2459259.006414000	0.682621000	0.001102000	1.350000000	1.001950000	0.997395275	0.001610161
fl.debias.st.0423.TIC99869022.01.fits	2459259.007618000	0.685872000	0.001107000	1.350000000	1.003154000	1.002145395	0.001617466
fl.debias.st.0425.TIC99869022.01.fits	2459259.008868000	0.683228000	0.001100000	1.360000000	1.004404000	0.998329426	0.001607315
fl.debias.st.0427.TIC99869022.01.fits	2459259.010071000	0.685196000	0.001105000	1.360000000	1.005608000	1.001205058	0.001614621
fl.debias.st.0429.TIC99869022.01.fits	2459259.011310000	0.683240000	0.001105000	1.370000000	1.006846000	0.998394214	0.001614697
fl.debias.st.0431.TIC99869022.01.fits	2459259.012652000	0.683554000	0.001105000	1.370000000	1.008189000	0.998853051	0.001614697
fl.debias.st.0433.TIC99869022.01.fits	2459259.013926000	0.683663000	0.001108000	1.380000000	1.009462000	0.999059616	0.001619157
fl.debias.st.0435.TIC99869022.01.fits	2459259.015129000	0.682792000	0.001104000	1.380000000	1.010666000	0.997786795	0.001613312
fl.debias.st.0437.TIC99869022.01.fits	2459259.016356000	0.685185000	0.001105000	1.390000000	1.011892000	1.001331163	0.001614850
fl.debias.st.0439.TIC99869022.01.fits	2459259.017560000	0.684064000	0.001105000	1.390000000	1.013096000	0.999692931	0.001614850
fl.debias.st.0441.TIC99869022.01.fits	2459259.018810000	0.686310000	0.001105000	1.400000000	1.014346000	1.003022721	0.001614926
fl.debias.st.0443.TIC99869022.01.fits	2459259.020025000	0.685256000	0.001103000	1.400000000	1.015561000	1.001482329	0.001612003
fl.debias.st.0445.TIC99869022.01.fits	2459259.021263000	0.683362000	0.001102000	1.410000000	1.016800000	0.998761582	0.001610618
fl.debias.st.0447.TIC99869022.01.fits	2459259.022467000	0.683966000	0.001108000	1.410000000	1.018003000	0.999644352	0.001619387
fl.debias.st.0449.TIC99869022.01.fits	2459259.023717000	0.685297000	0.001113000	1.420000000	1.019253000	1.001637082	0.001626772
fl.debias.st.0451.TIC99869022.01.fits	2459259.024932000	0.682702000	0.001113000	1.420000000	1.020469000	0.997844203	0.001626772
fl.debias.st.0453.TIC99869022.01.fits	2459259.026182000	0.683702000	0.001115000	1.430000000	1.021719000	0.999353126	0.001629773
fl.debias.st.0455.TIC99869022.01.fits	2459259.027386000	0.685204000	0.001124000	1.430000000	1.022922000	1.001548568	0.001642928
fl.debias.st.0457.TIC99869022.01.fits	2459259.028648000	0.685073000	0.001120000	1.440000000	1.024184000	1.001404500	0.001637158
fl.debias.st.0459.TIC99869022.01.fits	2459259.029874000	0.683367000	0.001120000	1.440000000	1.025411000	0.998910757	0.001637158
fl.debias.st.0461.TIC99869022.01.fits	2459259.031101000	0.685705000	0.001132000	1.450000000	1.026638000	1.002375785	0.001654778
fl.debias.st.0463.TIC99869022.01.fits	2459259.032317000	0.680846000	0.001124000	1.450000000	1.027853000	0.995272813	0.001643083
fl.debias.st.0465.TIC99869022.01.fits	2459259.033555000	0.684184000	0.001124000	1.460000000	1.029091000	1.000199720	0.001643161
fl.debias.st.0467.TIC99869022.01.fits	2459259.034759000	0.678965000	0.001118000	1.460000000	1.030295000	0.992570131	0.001634390
fl.debias.st.0469.TIC99869022.01.fits	2459259.036009000	0.686340000	0.001139000	1.470000000	1.031545000	1.003399061	0.001665168
fl.debias.st.0471.TIC99869022.01.fits	2459259.037212000	0.684108000	0.001130000	1.480000000	1.032749000	1.000183338	0.001652089
fl.debias.st.0473.TIC99869022.01.fits	2459259.038462000	0.683966000	0.001141000	1.480000000	1.033999000	0.999975730	0.001668171
fl.debias.st.0475.TIC99869022.01.fits	2459259.039643000	0.686365000	0.001143000	1.490000000	1.035179000	1.003530653	0.001671174
