 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	Variance_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	Variance_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	Variance_C3	rel_flux_T1_n	rel_flux_err_T1_n
21	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_004556_22CALCAL_out.fit	21.000000	0.000000	58897.532245	2458897.532245	2458897.531898	2458897.534564	2458897.535378	1.192995	56.903054	-39.870000	60.000000	14.274703	58.390444	8.876215	15.000000	30.000000	44.000000	0.271922	5.048305	0.198086	0.000379	0.009603	0.000377	717.154785	525.713029	525.713029	1990543.959344	1184.917931	956.390692	690.496941	956.890692	410.003059	0.000000	0.000000	541273.100700	706.858347	682.519076	793.051974	13084.000000	765.744796	170.544370	2750.000000	5.737327	8.837669	9.035600	8.639738	349.194010	0.997681	2731532.016063	95.135806	890.455483	95.635806	210.044517	0.000000	0.000000	1661436.241222	1026.383663	1618.728260	35510.000000	2350.451470	162.035979	6.368384	9.133918	9.502090	8.765745	357.558186	0.993475	22900461.896654	325.600574	654.421090	326.100574	446.078910	0.000000	0.000000	329107.718122	592.087054	555.843462	7685.000000	465.592179	160.024727	5.852767	8.968359	9.324116	8.612602	1.267158	0.993713	964284.542888	0.997502	0.001390
22	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_004706_23CALCAL_out.fit	22.000000	0.000000	58897.533056	2458897.533056	2458897.532708	2458897.535374	2458897.536188	1.191060	57.046674	-39.860000	60.000000	14.274703	58.390444	8.636858	15.000000	30.000000	44.000000	0.274118	5.009459	0.199622	0.000390	0.009727	0.000388	703.709707	515.014632	515.014632	1927413.017378	1171.439028	955.392311	691.130470	955.892311	409.369530	0.000000	0.000000	528339.442600	706.858347	678.656519	778.507872	14501.000000	747.447413	173.358757	2796.000000	5.351902	8.421472	8.752975	8.089970	3.150566	0.993746	3052017.204395	94.083703	891.172025	94.583703	209.327975	0.000000	0.000000	1606683.142206	1012.570052	1586.737765	37806.000000	2272.991681	165.559928	6.125334	8.801925	9.301712	8.302138	2.857180	0.987058	24061359.628221	324.599734	655.076811	325.099734	445.423189	0.000000	0.000000	320729.875173	589.042685	544.493436	8259.000000	453.739956	163.050429	5.557125	8.711923	9.127377	8.296469	12.520519	0.988968	1045134.094751	1.005557	0.001431
23	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_004816_24CALCAL_out.fit	23.000000	0.000000	58897.533866	2458897.533866	2458897.533519	2458897.536184	2458897.536998	1.189143	57.189974	-39.910000	60.000000	14.274703	58.390444	8.889266	15.000000	30.000000	44.000000	0.271996	5.077275	0.196956	0.000412	0.010577	0.000410	659.989596	480.008704	480.008704	1779055.304930	1139.821110	961.595383	683.082234	962.095383	417.417766	0.000000	0.000000	483896.341347	706.858347	664.415252	728.304084	10225.000000	684.573286	182.132718	2857.000000	5.911668	10.574141	9.525372	11.622910	272.001874	0.961225	1666401.864455	99.991615	883.121616	100.491615	217.378384	0.000000	0.000000	1486316.334470	982.182469	1513.279234	27735.000000	2102.707481	170.985481	6.399934	10.779451	9.747550	11.811353	273.136796	0.963572	14534353.649764	330.599959	647.003034	331.099959	453.496966	0.000000	0.000000	292738.970460	578.368188	506.146390	6299.000000	414.140926	169.597130	5.719338	10.583825	9.570880	11.596770	271.861197	0.963871	611507.878874	0.997773	0.001511
24	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_004926_25CALCAL_out.fit	24.000000	0.000000	58897.534676	2458897.534676	2458897.534329	2458897.536994	2458897.537808	1.187244	57.332947	-39.900000	60.000000	14.274703	58.390444	9.070133	15.000000	30.000000	44.000000	0.268271	5.129259	0.194960	0.000498	0.013249	0.000504	538.730116	387.130152	387.130152	1378811.371004	1050.329528	960.563910	683.779683	961.063910	416.720317	0.000000	0.000000	369895.151831	706.858347	626.124052	590.769754	8411.000000	523.294594	203.501983	2822.000000	5.952264	9.242177	9.551088	8.933265	356.950680	0.995490	1167545.515107	99.356348	883.611724	99.856348	216.888276	0.000000	0.000000	1153855.736882	892.064502	1293.466711	23720.000000	1632.371948	184.072154	6.347353	9.264983	9.535759	8.994208	355.116403	0.996488	10759194.961567	329.893625	647.667919	330.393625	452.832081	0.000000	0.000000	224955.634122	554.448412	405.728701	5054.000000	318.247121	187.083274	6.021517	9.189215	9.449753	8.928676	0.529850	0.996789	426417.000361	0.984109	0.001827
25	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_005036_26CALCAL_out.fit	25.000000	0.000000	58897.535486	2458897.535486	2458897.535139	2458897.537804	2458897.538618	1.185362	57.475586	-39.930000	60.000000	14.274703	58.390444	8.914195	15.000000	30.000000	44.000000	0.274708	5.075825	0.197012	0.000496	0.012909	0.000501	553.642868	393.199927	393.199927	1401585.106163	1059.259638	958.685192	683.084672	959.185192	417.415328	0.000000	0.000000	385027.307375	706.858347	631.638988	609.568622	9323.000000	544.702215	200.587273	2857.000000	5.691571	8.849739	9.233138	8.466341	0.391620	0.992519	1393319.834644	97.237932	883.174026	97.737932	217.325974	0.000000	0.000000	1170902.819463	899.582316	1301.607200	24963.000000	1656.488636	195.613395	6.254693	9.056417	9.433613	8.679221	357.945862	0.993050	11809602.318317	327.908351	647.026230	328.408351	453.473770	0.000000	0.000000	230682.286700	559.269737	412.470533	5509.000000	326.348677	193.158558	5.726188	8.981520	9.389179	8.573860	8.055770	0.991109	485651.815502	1.007722	0.001819
26	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_005146_27CALCAL_out.fit	26.000000	0.000000	58897.536296	2458897.536296	2458897.535949	2458897.538615	2458897.539429	1.183498	57.617886	-39.990000	60.000000	14.274703	58.390444	9.716901	15.000000	30.000000	44.000000	0.272127	5.098793	0.196125	0.000415	0.010752	0.000414	656.107718	474.209439	474.209439	1765734.148761	1139.814001	958.126750	684.222972	958.626750	416.277028	0.000000	0.000000	480504.636832	706.858347	663.428589	724.274842	8313.000000	679.775006	182.635357	2812.000000	6.647623	10.051753	10.174382	9.929124	2.790283	0.999399	1476090.424479	96.884931	884.316856	97.384931	216.183144	0.000000	0.000000	1476212.250642	981.571260	1503.927744	24388.000000	2088.413127	180.029678	6.904845	10.060290	10.243655	9.876926	345.445570	0.998260	13699884.580834	327.458693	648.242786	327.958693	452.257214	0.000000	0.000000	289521.898119	579.390903	499.700455	5219.000000	409.589700	174.547297	6.684041	10.008790	10.142437	9.875144	345.039749	0.999051	540448.255066	0.998254	0.001522
27	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_005256_28CALCAL_out.fit	27.000000	0.000000	58897.537106	2458897.537106	2458897.536759	2458897.539425	2458897.540239	1.181652	57.759838	-39.990000	60.000000	14.274703	58.390444	9.420120	15.000000	30.000000	44.000000	0.272314	5.067245	0.197346	0.000397	0.010139	0.000395	686.355236	499.773847	499.773847	1874773.270558	1160.792665	958.347258	684.515183	958.847258	415.984817	0.000000	0.000000	510527.786727	706.858347	673.316566	758.228466	9418.000000	722.249074	177.459296	2735.000000	5.968511	10.710821	9.384968	12.036675	278.304353	0.935254	1580914.963655	96.848331	884.504679	97.348331	215.995321	0.000000	0.000000	1565774.141358	1002.139862	1562.430755	25254.000000	2215.117283	168.665376	6.433979	10.972943	9.758532	12.187355	281.178085	0.944096	13589141.946028	327.581853	648.526376	328.081853	451.973624	0.000000	0.000000	308999.129199	585.794596	527.487162	5570.000000	437.144345	166.374406	6.140967	11.041852	9.770947	12.312756	278.810749	0.943178	543148.263777	0.998940	0.001456
28	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_005407_29CALCAL_out.fit	28.000000	0.000000	58897.537928	2458897.537928	2458897.537581	2458897.540247	2458897.541061	1.179797	57.903456	-40.000000	60.000000	14.274703	58.390444	9.510538	15.000000	30.000000	44.000000	0.271340	5.047280	0.198127	0.000388	0.009825	0.000386	699.719522	513.703528	513.703528	1931052.553733	1172.299973	961.857921	681.513330	962.357921	418.986670	0.000000	0.000000	523971.406974	706.858347	677.912249	772.919221	11079.000000	741.267906	173.144428	2868.000000	6.014343	9.340656	9.631182	9.050129	352.998314	0.995898	2197745.573917	100.427282	881.363109	100.927282	219.136891	0.000000	0.000000	1611726.745069	1014.024106	1589.436321	30186.000000	2280.126919	166.832080	6.731936	9.565535	9.885276	9.245795	358.086723	0.995521	18959099.721064	330.985842	645.359389	331.485842	455.140611	0.000000	0.000000	319325.808664	588.253634	542.836950	6417.000000	451.753608	164.587169	6.365216	9.489017	9.781625	9.196409	6.993151	0.995968	772831.971601	0.995367	0.001423
29	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_005517_30CALCAL_out.fit	29.000000	0.000000	58897.538738	2458897.538738	2458897.538391	2458897.541057	2458897.541871	1.177986	58.044688	-40.000000	60.000000	14.274703	58.390444	9.145819	15.000000	30.000000	44.000000	0.274252	5.028175	0.198879	0.000388	0.009734	0.000385	707.725620	516.573083	516.573083	1942190.601355	1174.940716	960.399588	682.182064	960.899588	418.317936	0.000000	0.000000	532649.806215	706.858347	680.152635	783.132754	12190.000000	753.545330	171.534650	2723.000000	5.852897	9.244044	9.537833	8.950256	359.424152	0.995966	2428668.832498	98.936744	882.203332	99.436744	218.296668	0.000000	0.000000	1620005.093998	1016.030495	1594.445345	33615.000000	2291.838387	163.146687	6.350392	9.435153	9.792561	9.077745	1.526626	0.994260	20823280.670259	329.545221	646.095421	330.045221	454.404579	0.000000	0.000000	322185.507356	590.057387	546.024022	7375.000000	455.799254	161.911862	5.723629	9.354807	9.602400	9.107213	7.060168	0.997025	877848.346638	1.006049	0.001423
30	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_005627_31CALCAL_out.fit	30.000000	0.000000	58897.539549	2458897.539549	2458897.539201	2458897.541867	2458897.542681	1.176192	58.185552	-40.000000	60.000000	14.274703	58.390444	9.099858	15.000000	30.000000	44.000000	0.272693	5.013244	0.199472	0.000379	0.009473	0.000377	719.825014	529.194313	529.194313	1993536.937469	1184.381275	960.636516	682.257743	961.136516	418.242257	0.000000	0.000000	543623.394961	706.858347	682.671302	796.317926	12146.000000	769.069782	169.554021	2789.000000	5.889755	9.329145	9.545322	9.112968	9.784523	0.997583	2448575.219874	99.122043	882.320537	99.622043	218.179463	0.000000	0.000000	1662012.577297	1025.747831	1620.293534	33754.000000	2351.266819	161.521615	6.293481	9.581872	9.950315	9.213429	3.670075	0.994005	20898129.583905	329.683093	646.252661	330.183093	454.247339	0.000000	0.000000	331524.360172	592.115184	559.898427	7218.000000	469.011028	158.456077	5.970517	9.519668	9.846948	9.192389	9.776773	0.994688	882383.833003	1.000330	0.001390
31	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_005737_32CALCAL_out.fit	31.000000	0.000000	58897.540359	2458897.540359	2458897.540012	2458897.542677	2458897.543491	1.174415	58.326040	-40.030000	60.000000	14.274703	58.390444	9.516207	15.000000	30.000000	44.000000	0.271436	5.057736	0.197717	0.000389	0.009895	0.000387	698.299152	511.153769	511.153769	1921512.444017	1170.457369	960.467783	682.592886	960.967783	417.907114	0.000000	0.000000	521568.410361	706.858347	675.974914	771.579536	10453.000000	737.868362	172.513716	2825.000000	6.291972	9.601993	9.751653	9.452334	346.523532	0.998778	1997202.165360	98.944279	882.558246	99.444279	217.941754	0.000000	0.000000	1604312.672473	1012.396840	1584.667800	28407.000000	2269.638152	165.923785	6.734115	9.863486	10.111505	9.615467	355.600682	0.997414	17211728.121796	329.625740	646.460546	330.125740	454.039454	0.000000	0.000000	317199.771544	587.386662	540.018683	6151.000000	448.745881	163.649912	6.422677	9.816162	10.005371	9.626954	11.831201	0.998230	707747.395898	0.995719	0.001427
32	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_005847_33CALCAL_out.fit	32.000000	0.000000	58897.541169	2458897.541169	2458897.540822	2458897.543487	2458897.544301	1.172656	58.466145	-40.050000	60.000000	14.274703	58.390444	8.772471	15.000000	30.000000	44.000000	0.274091	4.964587	0.201427	0.000385	0.009445	0.000383	712.688227	525.658019	525.658019	1966431.265070	1179.805989	959.548501	682.335763	960.048501	418.164237	0.000000	0.000000	538981.517364	706.858347	683.642064	788.397242	15594.000000	762.502869	174.877996	2785.000000	5.352970	8.239002	8.587712	7.890292	350.625430	0.992038	3307156.042198	97.778853	882.404417	98.278853	218.095583	0.000000	0.000000	1636746.852509	1020.201263	1604.337215	40613.000000	2315.523130	163.696481	5.965664	8.686386	9.242784	8.129988	351.800334	0.982312	25902774.557191	328.427772	646.365753	328.927772	454.134247	0.000000	0.000000	329684.412561	592.563544	556.369719	8992.000000	466.408035	161.561221	5.482574	8.528552	8.995260	8.061844	357.201077	0.987979	1149696.575623	1.005458	0.001412
33	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_005957_34CALCAL_out.fit	33.000000	0.000000	58897.541979	2458897.541979	2458897.541632	2458897.544298	2458897.545112	1.170913	58.605859	-40.050000	60.000000	14.274703	58.390444	8.327119	15.000000	30.000000	44.000000	0.275195	5.001945	0.199922	0.000423	0.010580	0.000423	650.600492	472.761138	472.761138	1724183.471169	1127.111510	960.009084	682.964362	960.509084	417.535638	0.000000	0.000000	474486.507716	706.858347	660.058896	718.854803	13795.000000	671.261095	179.429084	2862.000000	5.147622	8.174609	8.438578	7.910639	348.104698	0.995029	2683468.050676	98.486083	882.965962	98.986083	217.534038	0.000000	0.000000	1436912.664649	968.847613	1483.115245	36230.000000	2032.815586	171.700108	5.748322	8.520892	8.957327	8.084456	355.167063	0.989258	21222431.075194	329.070398	646.908110	329.570398	453.591890	0.000000	0.000000	287270.806520	575.946750	498.780150	8019.000000	406.405057	169.910552	5.312940	8.358649	8.639237	8.078061	7.394208	0.995189	935069.832517	1.009508	0.001552
34	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_010107_35CALCAL_out.fit	34.000000	0.000000	58897.542789	2458897.542789	2458897.542442	2458897.545108	2458897.545922	1.169188	58.745176	-40.050000	60.000000	14.274703	58.390444	8.518461	15.000000	30.000000	44.000000	0.274831	5.001396	0.199944	0.000387	0.009612	0.000384	710.662672	520.319094	520.319094	1946715.170498	1174.829161	959.510413	683.062331	960.010413	417.437669	0.000000	0.000000	535017.458005	706.858347	680.089405	786.686948	13515.000000	756.894872	169.545099	2826.000000	5.450690	8.680750	8.925719	8.435780	351.824499	0.996546	2838304.345604	98.406313	882.949148	98.906313	217.550852	0.000000	0.000000	1622338.112713	1016.298765	1596.320067	35280.000000	2295.138933	163.407286	6.108073	9.028353	9.431090	8.625617	357.018699	0.991986	22863115.980096	328.997346	646.888362	329.497346	453.611638	0.000000	0.000000	324377.057785	589.372869	550.376638	7942.000000	458.899664	160.580326	5.669500	8.831784	9.111571	8.551997	357.922084	0.995973	1007957.859189	1.008173	0.001420
35	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_010217_36CALCAL_out.fit	35.000000	0.000000	58897.543600	2458897.543600	2458897.543252	2458897.545918	2458897.546732	1.167480	58.884087	-40.060000	60.000000	14.274703	58.390444	8.869420	15.000000	30.000000	44.000000	0.273167	5.010263	0.199590	0.000392	0.009803	0.000391	696.708134	511.098176	511.098176	1903575.505819	1165.012256	959.720959	683.390041	960.220959	417.109959	0.000000	0.000000	519994.586953	706.858347	675.109930	770.236911	11911.000000	735.641857	172.395546	2868.000000	5.928662	8.922884	9.167778	8.677990	355.924267	0.996930	2407907.990927	98.552011	883.387474	99.052011	217.112526	0.000000	0.000000	1586854.673528	1006.787278	1576.156859	33823.000000	2244.940136	164.636781	6.239787	9.146155	9.426155	8.866155	349.204647	0.995672	21118524.090245	329.136061	647.345440	329.636061	453.154560	0.000000	0.000000	316720.832291	586.202127	540.292874	7229.000000	448.068320	162.347978	5.921350	8.965785	9.181872	8.749698	1.616420	0.997672	893766.120926	1.002069	0.001438
36	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_010328_37CALCAL_out.fit	36.000000	0.000000	58897.544421	2458897.544421	2458897.544074	2458897.546740	2458897.547554	1.165764	59.024561	-40.060000	60.000000	14.274703	58.390444	9.236290	15.000000	30.000000	44.000000	0.271905	5.033471	0.198670	0.000378	0.009522	0.000376	718.648889	528.631302	528.631302	1994302.260785	1184.405220	959.812257	683.156449	960.312257	417.343551	0.000000	0.000000	542261.676949	706.858347	682.380208	794.662083	11191.000000	767.143345	169.473152	2876.000000	6.158592	9.361847	9.620464	9.103230	351.028848	0.996633	2323578.278507	98.385962	883.257595	98.885962	217.242405	0.000000	0.000000	1663762.446846	1026.365283	1621.023699	31846.000000	2353.742378	161.124365	6.616375	9.505309	9.809941	9.200678	356.370479	0.995833	20613754.124726	329.110016	647.165647	329.610016	453.334353	0.000000	0.000000	330539.813940	591.092237	559.201751	7030.000000	467.618180	159.286857	6.064484	9.453434	9.723860	9.183007	4.710487	0.996642	858992.971404	0.997439	0.001387
37	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_010438_38CALCAL_out.fit	37.000000	0.000000	58897.545231	2458897.545231	2458897.544884	2458897.547550	2458897.548364	1.164089	59.162632	-40.060000	60.000000	14.274703	58.390444	9.504365	15.000000	30.000000	44.000000	0.272232	5.035306	0.198598	0.000382	0.009650	0.000381	711.742640	521.814334	521.814334	1961680.827382	1177.116008	960.595396	683.086068	961.095396	417.413932	0.000000	0.000000	534031.847913	706.858347	678.444432	787.141618	11278.000000	755.500519	166.996851	2769.000000	6.181234	9.230420	9.430890	9.029951	359.301848	0.998114	2312304.642113	99.303729	883.196342	99.803729	217.303658	0.000000	0.000000	1636646.613219	1019.102218	1605.969043	30217.000000	2315.381321	159.535324	6.773034	9.483093	9.811310	9.154875	354.394338	0.995032	19678576.394011	329.809275	647.120474	330.309275	453.379526	0.000000	0.000000	325034.214162	589.094870	551.751901	6492.000000	459.829350	157.580354	6.322536	9.412205	9.696420	9.127990	10.987558	0.995767	820141.722600	0.998639	0.001401
38	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_010548_39CALCAL_out.fit	38.000000	0.000000	58897.546042	2458897.546042	2458897.545694	2458897.548360	2458897.549174	1.162431	59.300274	-40.080000	60.000000	14.274703	58.390444	9.165363	15.000000	30.000000	44.000000	0.273758	5.010583	0.199578	0.000376	0.009403	0.000375	727.238962	532.873690	532.873690	2014459.789928	1188.326106	959.490379	683.469337	959.990379	417.030663	0.000000	0.000000	551474.338573	706.858347	684.988124	805.085985	13141.000000	780.176595	164.945416	2599.000000	5.836890	8.884278	9.087673	8.680883	354.557344	0.997828	2786551.654621	98.325491	883.532606	98.825491	216.967394	0.000000	0.000000	1679307.618131	1028.935106	1632.083120	36094.000000	2375.734297	156.845175	6.383845	9.121011	9.468234	8.773788	358.896603	0.994211	23661843.876131	328.860253	647.469733	329.360253	453.030267	0.000000	0.000000	335152.171797	594.484216	563.769673	7753.000000	474.143332	154.860331	5.770990	9.085849	9.370977	8.800722	9.295335	0.995624	1002799.632659	1.004237	0.001379
39	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_010658_40CALCAL_out.fit	39.000000	0.000000	58897.546852	2458897.546852	2458897.546505	2458897.549170	2458897.549984	1.160790	59.437479	-40.060000	60.000000	14.274703	58.390444	9.729209	15.000000	30.000000	44.000000	0.271893	5.044764	0.198225	0.000372	0.009354	0.000368	731.113353	539.311718	539.311718	2042856.500548	1192.809666	959.658414	684.219172	960.158414	416.280828	0.000000	0.000000	555439.184039	706.858347	687.014000	808.483064	10244.000000	785.785704	162.870847	2842.000000	6.569814	9.676749	9.882570	9.470929	348.127486	0.997842	2169161.595010	98.283736	884.190008	98.783736	216.309992	0.000000	0.000000	1704901.762830	1035.494250	1646.461834	29453.000000	2411.942605	154.485203	6.905649	9.773428	10.094789	9.452067	349.733789	0.995079	19680037.126142	328.750818	648.131269	329.250818	452.368731	0.000000	0.000000	337954.737718	592.069723	570.802263	6223.000000	478.108152	152.484518	6.546800	9.759859	10.071445	9.448272	2.099873	0.995909	796160.627805	0.997395	0.001365
40	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_010808_41CALCAL_out.fit	40.000000	0.000000	58897.547662	2458897.547662	2458897.547315	2458897.549981	2458897.550795	1.159165	59.574239	-40.100000	60.000000	14.274703	58.390444	9.399333	15.000000	30.000000	44.000000	0.273645	5.041352	0.198359	0.000377	0.009475	0.000373	725.824128	532.082136	532.082136	2011332.042604	1187.398721	960.275195	683.936581	960.775195	416.563419	0.000000	0.000000	550390.607426	706.858347	685.155805	803.307223	12164.000000	778.643429	166.635261	2825.000000	6.049531	9.154693	9.405824	8.903563	350.219886	0.996615	2545775.371765	98.906402	884.037333	99.406402	216.462667	0.000000	0.000000	1678404.567315	1029.620567	1630.119503	33803.000000	2374.456741	158.955765	6.421493	9.405256	9.712394	9.098118	351.276941	0.995323	21782805.840369	329.391071	647.885294	329.891071	452.614706	0.000000	0.000000	332927.475290	591.436566	562.913243	7340.000000	470.996030	156.117168	5.997767	9.244896	9.461291	9.028500	357.249481	0.997791	919068.753921	1.003822	0.001383
41	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_010918_42CALCAL_out.fit	41.000000	0.000000	58897.548472	2458897.548472	2458897.548125	2458897.550791	2458897.551605	1.157557	59.710545	-40.110000	60.000000	14.274703	58.390444	8.661041	15.000000	30.000000	44.000000	0.274634	4.983131	0.200677	0.000378	0.009312	0.000375	726.775082	535.117706	535.117706	2008515.225741	1186.510810	959.800376	684.008189	960.300376	416.491811	0.000000	0.000000	551606.274674	706.858347	685.467285	804.715683	15439.000000	780.363247	164.886792	2779.000000	5.297587	8.414021	8.614923	8.213119	0.743122	0.997721	3346517.894810	98.468367	884.106894	98.968367	216.393106	0.000000	0.000000	1672818.894625	1028.018651	1627.226212	39995.000000	2366.554631	157.063650	5.848762	8.779396	9.169807	8.388985	1.993453	0.992083	26566311.947361	328.945571	648.017857	329.445571	452.482143	0.000000	0.000000	335696.331116	592.440338	566.633143	9042.000000	474.913160	154.301547	5.437441	8.601450	8.847086	8.355814	12.901348	0.995982	1180139.471150	1.007450	0.001387
42	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_011028_43CALCAL_out.fit	42.000000	0.000000	58897.549282	2458897.549282	2458897.548935	2458897.551601	2458897.552415	1.155965	59.846389	-40.090000	60.000000	14.274703	58.390444	9.246305	15.000000	30.000000	44.000000	0.269613	5.097357	0.196180	0.000395	0.010204	0.000393	681.951826	499.556648	499.556648	1870747.598271	1157.355530	959.658732	684.064758	960.158732	416.435242	0.000000	0.000000	504377.885329	706.858347	670.562509	752.171317	10312.000000	713.548743	176.263721	2806.000000	6.149534	9.434636	9.710759	9.158514	351.177442	0.996234	1979615.960654	98.232718	884.216931	98.732718	216.283069	0.000000	0.000000	1563934.723658	1000.391625	1563.322488	28751.000000	2212.515039	162.019299	6.719972	9.608992	9.940496	9.277488	356.801828	0.995191	17513590.810169	328.862743	648.047014	329.362743	452.452986	0.000000	0.000000	306812.874614	581.969431	527.197578	6145.000000	434.051428	161.268354	6.208368	9.568177	9.852406	9.283949	7.962015	0.996190	708962.723686	0.989032	0.001449
43	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_011138_44CALCAL_out.fit	43.000000	0.000000	58897.550093	2458897.550093	2458897.549745	2458897.552411	2458897.553225	1.154389	59.981763	-40.100000	60.000000	14.274703	58.390444	9.564268	15.000000	30.000000	44.000000	0.272236	5.059589	0.197645	0.000425	0.010894	0.000426	641.241780	464.447233	464.447233	1708376.366332	1125.501298	959.421244	684.460716	959.921244	416.039284	0.000000	0.000000	465082.349480	706.858347	657.384415	707.473952	9223.000000	657.956932	180.945115	2722.000000	6.314059	9.542045	9.771538	9.312552	0.379169	0.997689	1599938.758092	98.236129	884.474957	98.736129	216.025043	0.000000	0.000000	1426446.953489	966.847654	1475.358551	25511.000000	2018.009633	176.317021	6.743451	9.701466	9.988101	9.414830	358.446620	0.996504	14042804.993021	328.820279	648.411816	329.320279	452.088184	0.000000	0.000000	281929.412843	576.158646	489.326013	5497.000000	398.848530	172.506245	6.388989	9.646797	9.872219	9.421375	8.050211	0.997636	573363.368327	0.998654	0.001559
44	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_011248_45CALCAL_out.fit	44.000000	0.000000	58897.550903	2458897.550903	2458897.550556	2458897.553221	2458897.554035	1.152829	60.116658	-40.120000	60.000000	14.274703	58.390444	9.308405	15.000000	30.000000	44.000000	0.271945	5.040321	0.198400	0.000390	0.009851	0.000388	697.820646	511.659059	511.659059	1920364.092386	1170.291436	969.754054	684.953596	970.254054	415.546404	0.000000	0.000000	522233.166525	706.858347	677.334903	771.011746	10684.000000	738.808799	175.940320	2813.000000	5.783548	10.174098	11.692090	8.656105	1.039221	0.914679	1976130.264261	108.368395	885.122829	108.868395	215.377171	0.000000	0.000000	1602439.911717	1011.826898	1583.709540	29249.000000	2266.988737	167.487963	6.571105	10.385014	11.989806	8.780223	1.739552	0.908549	16787905.393126	339.119708	649.039535	339.619708	451.460465	0.000000	0.000000	317924.180669	588.037732	540.652688	6527.000000	449.770710	164.148240	6.006294	10.237318	11.870346	8.604289	2.091163	0.902688	704523.011684	0.997586	0.001431
45	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_011509_47CALCAL_out.fit	46.000000	0.000000	58897.552535	2458897.552535	2458897.552188	2458897.554853	2458897.555667	1.149737	60.386886	-40.120000	60.000000	14.274703	58.390444	9.085364	15.000000	30.000000	44.000000	0.275878	5.045098	0.198212	0.000611	0.016023	0.000630	451.230033	314.858505	314.858505	1075937.282319	982.644987	963.840496	685.468909	964.340496	415.031091	0.000000	0.000000	296827.658356	706.858347	599.362805	495.238704	6808.000000	419.925236	216.071762	2775.000000	5.918861	9.060180	9.345460	8.774900	359.098060	0.996038	755325.783250	102.457088	885.630227	102.957088	214.869773	0.000000	0.000000	897952.198354	820.038264	1095.012560	19721.000000	1270.342498	211.443122	6.139784	9.062377	9.252528	8.872226	348.481271	0.997922	6910113.957817	333.068007	649.576467	333.568007	450.923533	0.000000	0.000000	177985.083965	541.413351	328.741586	4213.000000	251.797386	208.067748	5.837195	9.197455	9.356162	9.038748	356.326214	0.998790	272023.041724	1.012014	0.002241
