 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	Variance_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	Variance_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	Variance_C3	rel_flux_T1_n	rel_flux_err_T1_n
46	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_011619_48CALCAL_out.fit	47.000000	0.000000	58897.553345	2458897.553345	2458897.552998	2458897.555664	2458897.556477	1.148226	60.520284	-40.100000	60.000000	14.274703	58.390444	8.770705	15.000000	30.000000	44.000000	0.275491	4.981619	0.200738	0.000416	0.010324	0.000416	662.503167	482.532750	482.532750	1764027.151477	1136.285211	964.537201	685.640637	965.037201	414.859363	0.000000	0.000000	485974.225531	706.858347	663.394743	732.556643	13077.000000	687.512891	176.983345	2872.000000	5.538612	8.536442	8.845750	8.227134	346.935966	0.993502	2449779.544097	103.152110	885.706665	103.652110	214.793335	0.000000	0.000000	1469119.159455	977.828161	1502.430813	35163.000000	2078.378455	174.330628	6.052373	8.821174	9.182923	8.459425	351.084520	0.992602	20158072.190824	333.672963	649.588231	334.172963	450.911769	0.000000	0.000000	294907.992022	578.788534	509.526320	7654.000000	417.209464	168.587047	5.635765	8.691938	8.958480	8.425396	354.562244	0.996107	861657.175611	1.010594	0.001526
47	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_011729_49CALCAL_out.fit	48.000000	0.000000	58897.554155	2458897.554155	2458897.553808	2458897.556474	2458897.557288	1.146731	60.653168	-40.100000	60.000000	14.274703	58.390444	10.986996	15.000000	30.000000	44.000000	0.270105	5.076454	0.196988	0.000390	0.009989	0.000388	693.021203	508.180186	508.180186	1904565.270962	1165.003670	962.614714	685.691207	963.114714	414.808793	0.000000	0.000000	514432.563233	706.858347	672.306681	765.175444	6091.000000	727.773203	168.858382	2798.000000	8.064656	12.031317	12.604163	11.458472	0.539527	0.990970	965405.400011	101.260229	885.813682	101.760229	214.686318	0.000000	0.000000	1591131.615650	1008.094814	1578.355125	18068.000000	2250.990771	163.014936	8.190492	11.894580	12.309209	11.479951	1.466266	0.995139	9456895.381579	331.902715	649.819269	332.402715	450.680731	0.000000	0.000000	313433.655312	583.933556	536.762534	3888.000000	443.417916	158.486061	7.935135	11.766758	12.201410	11.332106	0.881460	0.994552	384686.967190	0.990836	0.001431
48	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_011839_50CALCAL_out.fit	49.000000	0.000000	58897.554965	2458897.554965	2458897.554618	2458897.557284	2458897.558098	1.145251	60.785528	-40.110000	60.000000	14.274703	58.390444	9.497368	15.000000	30.000000	44.000000	0.274340	5.013236	0.199472	0.000389	0.009716	0.000387	705.775486	515.956100	515.956100	1927693.337987	1169.817856	962.700287	685.405947	963.200287	415.094053	0.000000	0.000000	528844.201524	706.858347	677.103817	781.038577	13974.000000	748.161500	167.069559	2738.000000	5.552705	8.560279	8.819173	8.301385	345.957477	0.995308	2873925.380704	101.278984	885.502300	101.778984	214.997700	0.000000	0.000000	1607118.317905	1011.504972	1588.838772	35823.000000	2273.607328	160.089227	6.254179	8.961572	9.413934	8.509210	352.376766	0.989106	22773613.298861	331.835291	649.408078	332.335291	451.091922	0.000000	0.000000	320575.020082	587.649135	545.521129	8066.000000	453.520881	158.094229	5.698225	8.744675	9.123396	8.365954	357.107394	0.992449	987255.523654	1.006372	0.001427
49	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_011949_51CALCAL_out.fit	50.000000	0.000000	58897.555775	2458897.555775	2458897.555428	2458897.558094	2458897.558908	1.143788	60.917355	-40.100000	60.000000	14.274703	58.390444	9.888248	15.000000	30.000000	44.000000	0.272930	5.074666	0.197057	0.000384	0.009786	0.000380	710.621297	518.555889	518.555889	1955201.467647	1175.354198	962.943385	685.461059	963.443385	415.038941	0.000000	0.000000	533632.952002	706.858347	678.972001	785.942500	9977.000000	754.936197	166.449024	2806.000000	6.393112	9.816081	10.162114	9.470048	351.885719	0.994622	1948129.854261	101.357251	885.528483	101.857251	214.971517	0.000000	0.000000	1633339.933570	1018.062193	1604.361644	26406.000000	2310.703326	160.848742	7.156429	10.096427	10.432642	9.760213	356.321353	0.995500	16406963.191168	332.125394	649.434559	332.625394	451.065441	0.000000	0.000000	321861.534077	587.372848	547.968016	5778.000000	455.340926	157.828938	6.617836	10.004287	10.379760	9.628815	358.601271	0.994368	672129.952003	1.001199	0.001409
50	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_012059_52CALCAL_out.fit	51.000000	0.000000	58897.556586	2458897.556586	2458897.556238	2458897.558904	2458897.559718	1.142340	61.048640	-40.110000	60.000000	14.274703	58.390444	9.451271	15.000000	30.000000	44.000000	0.272521	5.047107	0.198133	0.000406	0.010316	0.000405	670.425053	489.230419	489.230419	1809196.085608	1144.243957	963.083550	685.942850	963.583550	414.557150	0.000000	0.000000	493043.979304	706.858347	666.036231	740.266004	11434.000000	697.514546	175.137757	2802.000000	5.909918	8.834740	9.080979	8.588500	355.840878	0.996831	2232951.999268	101.397858	886.225797	101.897858	214.274203	0.000000	0.000000	1510012.356476	986.676947	1530.401984	29969.000000	2136.230495	165.991243	6.600737	9.205574	9.534459	8.876689	350.451007	0.994297	18294189.846863	332.093078	650.099246	332.593078	450.400754	0.000000	0.000000	299183.729132	579.450461	516.323222	6779.000000	423.258395	163.498216	5.954908	9.026658	9.272043	8.781272	0.991488	0.997045	784485.517152	0.999699	0.001489
51	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_012209_53CALCAL_out.fit	52.000000	0.000000	58897.557396	2458897.557396	2458897.557049	2458897.559715	2458897.560528	1.140907	61.179373	-40.120000	60.000000	14.274703	58.390444	9.009346	15.000000	30.000000	44.000000	0.275846	4.997374	0.200105	0.000412	0.010277	0.000412	669.123750	486.278251	486.278251	1785695.010619	1140.001008	963.399854	685.742135	963.899854	414.757865	0.000000	0.000000	492577.448275	706.858347	665.607177	740.042274	12659.000000	696.854540	174.208680	2735.000000	5.727659	8.644761	8.940415	8.349108	358.301253	0.995316	2419510.473877	101.946892	885.811124	102.446892	214.688876	0.000000	0.000000	1487948.852978	981.461808	1516.053748	34146.000000	2105.017022	166.575244	6.269776	8.835157	9.238967	8.431348	351.671463	0.990934	20241933.965982	332.613058	649.807175	333.113058	450.692825	0.000000	0.000000	297746.157641	579.943977	513.405035	7882.000000	421.224647	164.457038	5.579334	8.639568	8.990983	8.288152	358.539637	0.993387	905527.729214	1.011896	0.001511
52	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_012320_54CALCAL_out.fit	53.000000	0.000000	58897.558218	2458897.558218	2458897.557870	2458897.560536	2458897.561350	1.139471	61.311400	-40.090000	60.000000	14.274703	58.390444	9.218808	15.000000	30.000000	44.000000	0.272335	5.015418	0.199385	0.000386	0.009665	0.000384	705.448538	518.933733	518.933733	1939863.827534	1172.142779	962.962457	685.821248	963.462457	414.678752	0.000000	0.000000	528293.645507	706.858347	677.433951	779.845245	10779.000000	747.382623	167.425710	2800.000000	6.164471	9.340252	9.649646	9.030859	1.709096	0.995605	2214742.667579	101.601308	885.930754	102.101308	214.569246	0.000000	0.000000	1617381.861405	1014.215896	1594.711607	31428.000000	2288.127272	159.772910	6.450132	9.508377	9.832001	9.184753	354.742884	0.995218	19681875.052690	332.174013	649.887485	332.674013	450.612515	0.000000	0.000000	322481.966128	587.609404	548.803277	7013.000000	456.218657	157.562143	6.032474	9.350892	9.599264	9.102519	355.653227	0.997116	844598.638655	0.999017	0.001416
53	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_012430_55CALCAL_out.fit	54.000000	0.000000	58897.559028	2458897.559028	2458897.558681	2458897.561347	2458897.562160	1.138070	61.440992	-40.110000	60.000000	14.274703	58.390444	9.558990	15.000000	30.000000	44.000000	0.270027	5.053613	0.197878	0.000402	0.010255	0.000402	672.285703	492.812221	492.812221	1826744.123865	1148.178621	962.846767	686.061283	963.346767	414.438717	0.000000	0.000000	493269.866459	706.858347	664.997543	741.761938	9756.000000	697.834111	172.942684	2818.000000	6.314177	9.384770	9.676550	9.092991	351.572525	0.995787	1883166.933228	101.192567	886.066494	101.692567	214.433506	0.000000	0.000000	1524983.164866	990.866671	1539.039721	27214.000000	2157.409856	164.047948	6.815077	9.636523	10.016285	9.256761	350.136243	0.993011	16438206.520833	331.875579	649.938782	332.375579	450.561218	0.000000	0.000000	301760.958999	580.083948	520.202222	6023.000000	426.904429	162.600071	6.328907	9.565409	9.919060	9.211758	351.488610	0.994036	678090.040707	0.990550	0.001475
54	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_012540_56CALCAL_out.fit	55.000000	0.000000	58897.559838	2458897.559838	2458897.559491	2458897.562157	2458897.562971	1.136684	61.570002	-40.120000	60.000000	14.274703	58.390444	9.417399	15.000000	30.000000	44.000000	0.273178	5.031473	0.198749	0.000405	0.010235	0.000404	674.413937	491.573736	491.573736	1820510.675185	1148.060464	962.430689	685.945737	962.930689	414.554263	0.000000	0.000000	497323.047038	706.858347	667.398455	745.166614	10743.000000	703.568189	174.377114	2734.000000	6.020810	9.131040	9.446100	8.815980	4.017217	0.995154	2082986.344948	100.967061	885.851031	101.467061	214.648969	0.000000	0.000000	1518675.504645	989.810518	1534.309322	29716.000000	2148.486342	166.874275	6.583113	9.369418	9.679073	9.059763	355.118715	0.995511	17727890.941211	331.380789	649.848896	331.880789	450.651104	0.000000	0.000000	301835.170540	581.651071	518.928247	6573.000000	427.009417	164.066935	6.089285	9.218348	9.480720	8.955975	1.087022	0.996760	752740.472676	1.002109	0.001486
55	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_012650_57CALCAL_out.fit	56.000000	0.000000	58897.560648	2458897.560648	2458897.560301	2458897.562967	2458897.563781	1.135314	61.698422	-40.120000	60.000000	14.274703	58.390444	9.677216	15.000000	30.000000	44.000000	0.273766	5.046637	0.198152	0.000407	0.010346	0.000406	671.833866	487.795971	487.795971	1801413.756205	1142.854491	962.519449	686.215467	963.019449	414.284533	0.000000	0.000000	493165.137481	706.858347	664.041485	742.672180	9225.000000	697.685950	171.106803	2774.000000	6.419900	9.663826	10.019426	9.308225	354.983410	0.994429	1713839.902573	100.997797	886.509410	101.497797	213.990590	0.000000	0.000000	1503493.799989	985.514724	1525.592427	26482.000000	2127.008624	165.700653	6.747817	9.774372	10.202265	9.346480	0.133924	0.992363	15297389.875365	331.606096	650.406098	332.106096	450.093902	0.000000	0.000000	297919.956216	578.685679	514.821720	5801.000000	421.470522	162.249099	6.446532	9.685052	10.105474	9.264631	359.747332	0.992490	627311.694482	1.004266	0.001493
56	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_012800_58CALCAL_out.fit	57.000000	0.000000	58897.561458	2458897.561458	2458897.561111	2458897.563777	2458897.564591	1.133959	61.826240	-40.120000	60.000000	14.274703	58.390444	9.973016	15.000000	30.000000	44.000000	0.273039	5.065368	0.197419	0.000391	0.009934	0.000387	698.651494	509.877224	509.877224	1905050.438270	1163.211871	962.449967	685.963543	962.949967	414.536457	0.000000	0.000000	520153.679829	706.858347	673.368502	772.465119	9276.000000	735.866927	166.671291	2826.000000	6.623929	9.835550	10.230592	9.440509	7.205276	0.993143	1789267.481339	101.294247	886.200973	101.794247	214.299027	0.000000	0.000000	1590963.897040	1006.521165	1580.656177	26446.000000	2250.753498	159.097432	7.025831	9.955283	10.184054	9.726512	352.732697	0.997748	16145350.460208	331.887774	650.093857	332.387774	450.406143	0.000000	0.000000	314086.541230	583.075468	538.672193	5696.000000	444.341561	156.350318	6.592071	9.901264	10.107475	9.695052	5.980733	0.998189	658349.888460	1.001599	0.001434
57	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_012910_59CALCAL_out.fit	58.000000	0.000000	58897.562269	2458897.562269	2458897.561921	2458897.564587	2458897.565401	1.132620	61.953446	-40.100000	60.000000	14.274703	58.390444	9.424829	15.000000	30.000000	44.000000	0.274039	5.004028	0.199839	0.000395	0.009862	0.000394	693.061421	507.387292	507.387292	1878306.693881	1158.095374	962.357150	685.853593	962.857150	414.646407	0.000000	0.000000	514728.400309	706.858347	671.465822	766.574238	11951.000000	728.191727	166.975706	2813.000000	5.886691	8.956420	9.158813	8.754026	355.779479	0.997915	2377254.851284	100.792802	885.895282	101.292802	214.604718	0.000000	0.000000	1565465.589507	1000.499191	1564.684513	31807.000000	2214.680772	161.405032	6.448858	9.285809	9.585092	8.986525	357.069484	0.995810	19524878.119195	331.306136	649.885749	331.806136	450.614251	0.000000	0.000000	312841.104375	583.254887	536.371167	7106.000000	442.579628	157.861002	5.965923	9.057033	9.242475	8.871592	12.743613	0.997944	857817.438008	1.005268	0.001449
58	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_013020_60CALCAL_out.fit	59.000000	0.000000	58897.563079	2458897.563079	2458897.562731	2458897.565398	2458897.566211	1.131296	62.080030	-40.110000	60.000000	14.274703	58.390444	9.359699	15.000000	30.000000	44.000000	0.273821	5.022663	0.199098	0.000394	0.009889	0.000392	694.108316	507.885222	507.885222	1886995.711457	1160.194046	963.684955	685.442905	964.184955	415.057095	0.000000	0.000000	516699.113555	706.858347	673.214481	767.510397	11508.000000	730.979716	168.432206	2856.000000	5.975564	9.264977	9.539371	8.990583	349.608466	0.995993	2199006.559142	102.411804	885.546809	102.911804	214.953191	0.000000	0.000000	1573679.875807	1002.662617	1569.500895	30292.000000	2226.301610	162.284163	6.673297	9.457512	9.774877	9.140146	346.516409	0.994342	18677550.613387	332.805461	649.491255	333.305461	451.008745	0.000000	0.000000	313315.835650	583.710459	536.765842	6536.000000	443.251235	159.611695	6.005405	9.445061	9.820356	9.069766	355.567566	0.993551	762014.973057	1.004468	0.001445
59	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_013130_61CALCAL_out.fit	60.000000	0.000000	58897.563889	2458897.563889	2458897.563542	2458897.566208	2458897.567022	1.129986	62.205982	-40.110000	60.000000	14.274703	58.390444	9.714121	15.000000	30.000000	44.000000	0.271549	5.047320	0.198125	0.000386	0.009781	0.000384	703.462290	516.035491	516.035491	1930600.704193	1169.109661	963.371146	685.577663	963.871146	414.922337	0.000000	0.000000	524253.444327	706.858347	674.244648	777.541870	10498.000000	741.666908	165.630877	2840.000000	6.340856	9.590773	9.842619	9.338926	352.495198	0.997048	2006458.973664	101.717269	885.627055	102.217269	214.872945	0.000000	0.000000	1611351.705887	1012.071007	1592.133056	27545.000000	2279.596347	158.547935	6.928788	9.892644	10.297990	9.487297	354.901946	0.993090	16952247.908199	332.275703	649.466474	332.775703	451.033526	0.000000	0.000000	319248.998306	585.260348	545.482022	6074.000000	451.644944	156.367254	6.513019	9.841658	10.255086	9.428231	3.758497	0.992844	692375.870839	0.996133	0.001416
60	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_013241_62CALCAL_out.fit	61.000000	0.000000	58897.564711	2458897.564711	2458897.564363	2458897.567030	2458897.567843	1.128674	62.333076	-40.120000	60.000000	14.274703	58.390444	9.525192	15.000000	30.000000	44.000000	0.274185	4.992305	0.200308	0.000377	0.009322	0.000374	727.002520	535.551702	535.551702	2008503.887299	1185.281559	963.120382	686.146201	963.620382	414.353799	0.000000	0.000000	550702.464397	706.858347	684.240970	804.837022	11615.000000	779.084617	162.508505	2806.000000	6.094388	9.247248	9.575771	8.918725	346.944079	0.993754	2486661.469008	101.681513	886.408732	102.181513	214.091268	0.000000	0.000000	1673323.396798	1027.396410	1628.702787	32780.000000	2367.268355	155.521036	6.559670	9.471603	9.938985	9.004221	354.617251	0.989957	20995701.218643	332.312643	650.268578	332.812643	450.231422	0.000000	0.000000	335180.490501	591.057520	567.086078	6921.000000	474.183395	152.100855	6.207399	9.438182	9.852424	9.023940	359.273266	0.992319	871939.975293	1.005803	0.001383
61	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_013351_63CALCAL_out.fit	62.000000	0.000000	58897.565521	2458897.565521	2458897.565174	2458897.567840	2458897.568654	1.127395	62.457721	-40.120000	60.000000	14.274703	58.390444	9.037511	15.000000	30.000000	44.000000	0.274688	5.021853	0.199130	0.000381	0.009532	0.000378	720.572625	526.865582	526.865582	1977892.903677	1178.995273	961.956801	685.667557	962.456801	414.832443	0.000000	0.000000	543303.491330	706.858347	680.893579	797.927177	13732.000000	768.617211	162.034310	2754.000000	5.693456	8.633076	8.898659	8.367493	351.203805	0.995842	2977500.784815	100.641243	885.817974	101.141243	214.682026	0.000000	0.000000	1649440.370204	1021.145882	1615.283769	36308.000000	2333.480784	155.560871	6.214801	9.064582	9.415760	8.713403	346.928706	0.992572	23415221.227488	331.120478	649.738397	331.620478	450.761603	0.000000	0.000000	328452.533473	589.313957	557.347284	8221.000000	464.665282	153.867466	5.679085	8.690922	8.970730	8.411114	355.224649	0.995745	1069170.964846	1.007648	0.001398
62	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_013501_64CALCAL_out.fit	63.000000	0.000000	58897.566331	2458897.566331	2458897.565984	2458897.568650	2458897.569464	1.126131	62.581701	-40.120000	60.000000	14.274703	58.390444	9.811010	15.000000	30.000000	44.000000	0.271271	5.057892	0.197711	0.000384	0.009746	0.000381	706.834362	518.950647	518.950647	1946121.497658	1172.042280	961.494209	685.926612	961.994209	414.573388	0.000000	0.000000	527927.293657	706.858347	675.838219	781.144479	8629.000000	746.864341	163.534276	2807.000000	6.556153	11.162168	11.244378	11.079958	35.602007	0.997910	1468245.393991	100.180869	886.041275	100.680869	214.458725	0.000000	0.000000	1624867.560787	1015.262513	1600.440812	23384.000000	2298.717370	157.387039	7.109301	11.411673	11.527419	11.295928	31.201736	0.998083	12790270.994875	330.825645	649.971160	331.325645	450.528840	0.000000	0.000000	321253.936872	585.598102	548.591152	5058.000000	454.481351	154.072675	6.730064	11.304593	11.355189	11.253996	40.337895	0.996948	531735.765410	0.995114	0.001409
63	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_013611_65CALCAL_out.fit	64.000000	0.000000	58897.567141	2458897.567141	2458897.566794	2458897.569460	2458897.570274	1.124882	62.705005	-40.110000	60.000000	14.274703	58.390444	10.188629	15.000000	30.000000	44.000000	0.270905	5.078044	0.196926	0.000382	0.009768	0.000379	709.551544	519.883432	519.883432	1961675.275271	1176.234847	962.946645	686.068484	963.446645	414.431516	0.000000	0.000000	531426.891811	706.858347	677.795948	784.051444	8565.000000	751.815260	164.920583	2749.000000	7.005973	10.169377	10.419038	9.919716	358.269317	0.997583	1704264.942229	101.695073	886.312342	102.195073	214.187658	0.000000	0.000000	1638927.481874	1019.016547	1608.342364	25794.000000	2318.608090	158.003933	7.065892	10.162548	10.389672	9.935424	0.143192	0.998004	16252393.746589	332.200778	650.217096	332.700778	450.282904	0.000000	0.000000	322747.793397	587.480801	549.375899	5592.000000	456.594726	155.536195	6.683013	10.118782	10.353979	9.883586	6.109162	0.997740	654039.321861	0.993771	0.001401
64	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_013721_66CALCAL_out.fit	65.000000	0.000000	58897.567951	2458897.567951	2458897.567604	2458897.570270	2458897.571084	1.123648	62.827622	-40.120000	60.000000	14.274703	58.390444	10.137402	15.000000	30.000000	44.000000	0.271601	5.101944	0.196004	0.000381	0.009800	0.000376	713.451280	520.597033	520.597033	1968295.121186	1176.941704	961.271877	685.662221	961.771877	414.837779	0.000000	0.000000	534590.487354	706.858347	677.696173	788.835039	9466.000000	756.290832	161.636528	2747.000000	6.653151	9.911788	10.325755	9.497821	9.462316	0.992230	1876995.201582	99.902519	885.845583	100.402519	214.654417	0.000000	0.000000	1645726.598204	1020.428850	1612.779370	27363.000000	2328.226872	155.603111	6.958275	10.060530	10.541801	9.579259	6.627373	0.990382	16968875.079428	330.510981	649.770878	331.010981	450.729122	0.000000	0.000000	322568.522982	586.444146	550.041338	5703.000000	456.341110	153.080451	6.612152	9.941573	10.418984	9.464162	9.808815	0.989652	678903.152749	0.996324	0.001398
65	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_013831_67CALCAL_out.fit	66.000000	0.000000	58897.568762	2458897.568762	2458897.568414	2458897.571081	2458897.571894	1.122429	62.949541	-40.120000	60.000000	14.274703	58.390444	10.120535	15.000000	30.000000	44.000000	0.271830	5.065471	0.197415	0.000378	0.009598	0.000374	719.101857	527.789081	527.789081	1987569.651188	1179.851414	961.585198	685.728422	962.085198	414.771578	0.000000	0.000000	540281.386363	706.858347	679.435802	795.191222	10029.000000	764.341807	160.446048	2842.000000	6.572316	9.716327	10.080222	9.352431	354.071338	0.994158	2028406.114724	100.179609	885.823002	100.679609	214.676998	0.000000	0.000000	1659883.683642	1023.423351	1621.893503	27484.000000	2348.255051	155.028431	7.130002	9.960822	10.398063	9.523582	358.842041	0.992310	17538766.136797	330.666960	649.807408	331.166960	450.692592	0.000000	0.000000	327685.967546	587.072401	558.169600	6043.000000	463.580813	151.434201	6.521883	9.883232	10.290948	9.475516	0.732978	0.993211	721020.423174	0.997164	0.001387
66	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_013941_68CALCAL_out.fit	67.000000	0.000000	58897.569572	2458897.569572	2458897.569225	2458897.571891	2458897.572705	1.121224	63.070749	-40.110000	60.000000	14.274703	58.390444	9.367167	15.000000	30.000000	44.000000	0.273307	5.007030	0.199719	0.000377	0.009371	0.000374	725.592844	534.321505	534.321505	2005077.599985	1184.340463	961.444664	685.774921	961.944664	414.725079	0.000000	0.000000	548002.538079	706.858347	682.367170	803.090422	13487.000000	775.265002	159.364865	2781.000000	5.794948	8.790545	9.208166	8.372924	356.620448	0.990886	2840576.436189	99.823360	886.041701	100.323360	214.458299	0.000000	0.000000	1671289.083725	1026.877783	1627.544301	35374.000000	2364.390391	153.553137	6.310132	9.214982	9.850191	8.579772	358.584502	0.981127	22912407.784533	330.350959	649.820964	330.850959	450.679036	0.000000	0.000000	333788.516260	590.071479	565.674715	7940.000000	472.214154	150.504495	5.875887	9.025801	9.538529	8.513073	1.029574	0.987158	1008596.561908	1.002582	0.001383
67	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_014051_69CALCAL_out.fit	68.000000	0.000000	58897.570382	2458897.570382	2458897.570035	2458897.572701	2458897.573515	1.120034	63.191237	-40.100000	60.000000	14.274703	58.390444	9.659347	15.000000	30.000000	44.000000	0.270869	5.060719	0.197600	0.000397	0.010135	0.000396	681.648998	499.355267	499.355267	1854225.309510	1152.879913	963.568739	686.372654	964.068739	414.127346	0.000000	0.000000	502252.681403	706.858347	667.371868	752.582939	9720.000000	710.542195	168.514255	2848.000000	6.371645	9.795372	10.120431	9.470312	356.261103	0.995529	1763099.222325	102.130440	886.574154	102.630440	213.925846	0.000000	0.000000	1548283.848253	996.251831	1554.108911	26765.000000	2190.373580	160.902899	6.879417	9.923679	10.244150	9.603207	2.046549	0.995816	15755820.818640	332.776942	650.515860	333.276942	449.984140	0.000000	0.000000	305941.461257	580.184783	527.317279	5832.000000	432.818630	158.922051	6.359812	9.832348	10.168406	9.496289	5.083895	0.995188	644379.690304	0.993639	0.001456
68	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_014202_70CALCAL_out.fit	69.000000	0.000000	58897.571204	2458897.571204	2458897.570856	2458897.573523	2458897.574337	1.118842	63.312696	-40.110000	60.000000	14.274703	58.390444	9.476544	15.000000	30.000000	44.000000	0.270816	5.018835	0.199249	0.000413	0.010440	0.000414	655.404024	480.712785	480.712785	1763720.968120	1135.446759	962.659377	685.744904	963.159377	414.755096	0.000000	0.000000	477644.001997	706.858347	660.728952	722.904605	10307.000000	675.728035	178.366001	2810.000000	6.078260	9.315519	9.791860	8.839177	7.101291	0.988929	1819223.918038	101.073584	885.895077	101.573584	214.604923	0.000000	0.000000	1470687.334302	977.541214	1504.476039	28069.000000	2080.596969	167.546094	6.651360	9.520931	10.041416	9.000446	359.137455	0.988106	16115541.708310	331.692540	649.744181	332.192540	450.755819	0.000000	0.000000	293033.633818	577.626623	507.306315	6411.000000	414.557789	166.137367	6.040665	9.390156	9.795712	8.984599	356.869992	0.992477	698782.335067	0.993445	0.001515
69	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_014312_71CALCAL_out.fit	70.000000	0.000000	58897.572014	2458897.572014	2458897.571667	2458897.574333	2458897.575147	1.117681	63.431695	-40.120000	60.000000	14.274703	58.390444	9.229418	15.000000	30.000000	44.000000	0.272302	5.015216	0.199393	0.000431	0.010887	0.000433	632.363143	460.680014	460.680014	1676241.137984	1117.010054	961.318612	684.957933	961.818612	415.542067	0.000000	0.000000	456443.183895	706.858347	654.589664	697.296656	10728.000000	645.735013	183.545520	2774.000000	5.890651	8.944670	9.236649	8.652690	355.722129	0.995651	1897791.069006	99.662398	885.096214	100.162398	215.403786	0.000000	0.000000	1397574.332874	958.286798	1458.409252	29073.000000	1977.163230	173.472133	6.360312	9.199103	9.576443	8.821762	0.226701	0.993292	16029429.113467	330.307048	648.996905	330.807048	451.503095	0.000000	0.000000	278666.805110	573.931940	485.539810	6455.000000	394.232885	172.218457	5.960748	9.128163	9.406311	8.850015	6.583842	0.996090	679271.213197	0.998896	0.001581
70	OACt_COLD_O_Ch4_Gn0_Ft2_18022020_014422_72CALCAL_out.fit	71.000000	0.000000	58897.572824	2458897.572824	2458897.572477	2458897.575143	2458897.575957	1.116535	63.549936	-40.100000	60.000000	14.274703	58.390444	9.431554	15.000000	30.000000	44.000000	0.270059	5.091668	0.196399	0.000467	0.012214	0.000471	577.837318	416.858660	416.858660	1494150.252467	1076.242675	963.013542	685.272824	963.513542	415.227176	0.000000	0.000000	403509.069145	706.858347	634.947738	635.499657	7829.000000	570.848559	189.381812	2863.000000	6.326128	9.717212	9.979520	9.454904	358.918025	0.997085	1174566.729660	101.580588	885.350242	102.080588	215.149758	0.000000	0.000000	1248872.551713	919.059522	1358.859271	23110.000000	1766.793244	179.839822	6.509266	9.659230	10.009786	9.308675	358.493745	0.994731	11230840.036384	332.152670	649.356532	332.652670	451.143468	0.000000	0.000000	245277.700753	560.024901	437.976419	4874.000000	346.996964	178.592386	6.229850	9.708130	10.028487	9.387773	354.302521	0.995477	440877.929472	0.990668	0.001713
