Label	slice	Saturated	J.D.-2400000	JD_UTC	JD	JD-OBS	JD-HELIO	AIRMASS	OBJCTALT	CCD-TEMP	EXPTIME	OBJCTRA	OBJCTDEC	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_T6	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_T6	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_T6	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_T6	Y(IJ)_T6	X(FITS)_T6	Y(FITS)_T6	RA_T6	DEC_T6	Source-Sky_T6	Source_Error_T6	Source_SNR_T6	Peak_T6	Mean_T6	Sky/Pixel_T6	FWHM_T6	Width_T6	X-Width_T6	Y-Width_T6	Angle_T6	Roundness_T6	BJD_TDB	rel_flux_T1_dfn	rel_flux_err_T1_dfn
TIC_99869022-01-S001-R175-C001-B1-E-sG.fts	175	0	59192.959248000	2459192.959248000	2459192.958843000	2459192.958843000	2459192.960474000	1.174521000	58.211600000	-19.968750000	70	11.125381000	61.352722000	5.010428000	9	16	24	0.459040000	1.192556000	0.193984000	0.242332000	0.109335000	0.120507000	0.000851000	0.002633000	0.000603000	0.000683000	0.000461000	0.000446000	539.706338000	452.903059000	321.610186000	354.882917000	237.353931000	269.947394000	711185.969991000	771.759897000	1230.242173000	816.610974000	1230.742173000	821.889026000	11.125394000	61.352584000	326462.736925000	254.469005000	490.290898000	665.855185000	16459.539062000	1282.917489000	72.436350000	785	4.134701000	5.924107000	5.892695000	5.955519000	68.717015000	0.999793000	152.638254000	825.213564000	153.138254000	813.286436000	11.152859000	61.355079000	386822.054351000	527.770483000	732.936127000	19821.232422000	1520.114618000	75.463234000	4.114728000	5.945678000	6.028021000	5.863336000	328.205977000	0.996124000	433.032079000	1166.960932000	433.532079000	471.539068000	11.145684000	61.417641000	115544.661516000	332.914822000	347.069743000	5512.357422000	454.061828000	74.844931000	4.185148000	5.949139000	6.011277000	5.887000000	335.355638000	0.998974000	2046.024881000	586.117439000	2046.524881000	1052.382561000	11.104677000	61.308788000	138725.719864000	353.809319000	392.091764000	6289.810059000	545.157631000	71.934328000	4.353040000	6.044645000	6.147402000	5.941888000	331.902624000	0.996268000	1243.791534000	342.414913000	1244.291534000	1296.085087000	11.125144000	61.265593000	70093.534260000	284.707468000	246.194927000	3590.023682000	275.450184000	67.804537000	4.248305000	5.939212000	5.964182000	5.914242000	16.509596000	0.999899000	1340.857571000	327.829471000	1341.357571000	1310.670529000	11.122680000	61.262774000	85703.099130000	303.553158000	282.333084000	4263.399414000	336.791898000	69.468969000	4.173742000	5.928500000	5.952614000	5.904387000	346.204040000	0.999916000	2459192.961981000	1.002635902	0.001858756
TIC_99869022-01-S001-R176-C001-B1-E-sG.fts	176	0	59192.960451000	2459192.960451000	2459192.960046000	2459192.960046000	2459192.961678000	1.173241000	58.312100000	-19.968750000	70	11.125381000	61.352722000	4.903263000	9	16	24	0.458887000	1.192993000	0.194591000	0.242201000	0.108803000	0.121934000	0.000848000	0.002626000	0.000602000	0.000680000	0.000459000	0.000446000	541.132593000	454.304034000	323.338961000	356.318385000	236.952655000	273.377351000	713698.814750000	772.129857000	1227.906541000	816.525584000	1228.406541000	821.974416000	11.125396000	61.352550000	327507.135166000	254.469005000	490.667635000	667.472464000	17596.732422000	1287.021715000	71.854286000	817	3.915279000	5.667420000	5.724945000	5.609896000	36.412611000	0.995275000	150.198331000	825.135006000	150.698331000	813.364994000	11.152845000	61.354974000	388253.647593000	528.350593000	734.840943000	20500.537109000	1525.740424000	75.223063000	4.033776000	5.670565000	5.906409000	5.434721000	359.289380000	0.993100000	430.668017000	1166.883571000	431.168017000	471.616429000	11.145677000	61.417480000	116257.012490000	333.019020000	349.100218000	6152.525879000	456.861190000	74.665151000	4.136276000	5.728388000	5.889277000	5.567499000	12.515541000	0.996163000	2043.677028000	586.061066000	2044.177028000	1052.438934000	11.104691000	61.308864000	139155.204395000	353.370203000	393.794392000	6730.711426000	546.845398000	71.904368000	4.333992000	5.799160000	5.926476000	5.671844000	3.103742000	0.998051000	1241.380680000	342.394425000	1241.880680000	1296.105575000	11.125143000	61.265674000	70032.950272000	285.057886000	245.679750000	3972.461426000	275.212104000	68.549371000	4.085078000	5.590660000	5.678856000	5.502464000	30.204205000	0.995920000	1338.481173000	327.792502000	1338.981173000	1310.707498000	11.122680000	61.262861000	87024.084751000	304.088299000	286.180314000	4775.922363000	341.983043000	68.915667000	3.904751000	5.636572000	5.744406000	5.528738000	24.293217000	0.996657000	2459192.963185000	1.002399054	0.001852383
TIC_99869022-01-S001-R177-C001-B1-E-sG.fts	177	0	59192.961481000	2459192.961481000	2459192.961076000	2459192.961076000	2459192.962708000	1.172193000	58.396400000	-19.968750000	70	11.125381000	61.352722000	4.822874000	9	16	24	0.458530000	1.194113000	0.193626000	0.242052000	0.109469000	0.120823000	0.000846000	0.002623000	0.000599000	0.000677000	0.000459000	0.000443000	541.890859000	455.330130000	323.220504000	357.421165000	238.397795000	272.566198000	716161.699469000	773.012395000	1230.097504000	816.652787000	1230.597504000	821.847213000	11.125406000	61.352641000	328381.944097000	254.469005000	491.520740000	668.093770000	18319.759766000	1290.459497000	72.990367000	833	3.873745000	5.643669000	5.604690000	5.682648000	53.386882000	0.997709000	152.484570000	825.240131000	152.984570000	813.259869000	11.152858000	61.355129000	389760.163021000	529.297905000	736.372012000	22206.857422000	1531.660656000	75.830616000	3.891377000	5.627024000	5.690023000	5.564026000	330.948802000	0.998205000	432.918223000	1167.017077000	433.418223000	471.482923000	11.145686000	61.417689000	116173.219312000	333.080072000	348.784659000	6222.718262000	456.531904000	74.387884000	4.044372000	5.652071000	5.723978000	5.580165000	5.626678000	0.999327000	2045.866742000	586.246345000	2046.366742000	1052.253655000	11.104700000	61.308871000	139566.332930000	353.236949000	395.106834000	7305.233398000	548.461031000	72.685582000	4.200055000	5.746858000	5.804360000	5.689355000	345.066603000	0.999468000	1243.578075000	342.531583000	1244.078075000	1295.968417000	11.125158000	61.265676000	70661.984206000	285.785259000	247.255525000	4274.008301000	277.684051000	68.825865000	3.980838000	5.587539000	5.578898000	5.596180000	48.190464000	0.999225000	1340.655395000	327.971895000	1341.155395000	1310.528105000	11.122695000	61.262861000	86528.999766000	303.410613000	285.187782000	4847.181152000	340.037482000	69.260371000	4.043590000	5.655194000	5.634175000	5.676213000	58.954692000	0.999748000	2459192.964215000	1.001728890	0.001848216
TIC_99869022-01-S001-R178-C001-B1-E-sG.fts	178	0	59192.962674000	2459192.962674000	2459192.962269000	2459192.962268000	2459192.963900000	1.170982000	58.491900000	-19.937500000	70	11.125381000	61.352722000	5.057758000	9	16	24	0.459422000	1.189428000	0.193981000	0.243064000	0.109556000	0.121007000	0.000850000	0.002623000	0.000602000	0.000682000	0.000463000	0.000445000	540.502418000	453.460395000	322.052009000	356.594553000	236.789866000	272.072886000	712251.036759000	772.287015000	1225.619403000	816.791722000	1226.119403000	821.708278000	11.125404000	61.352702000	327223.522825000	254.469005000	490.540364000	667.067476000	14770.161133000	1285.907189000	72.340679000	844	4.354869000	6.274657000	6.204469000	6.344845000	73.571525000	0.999291000	148.007578000	825.392906000	148.507578000	813.107094000	11.152871000	61.355402000	386937.294429000	528.107644000	732.686411000	17333.572266000	1520.567483000	76.318129000	4.141312000	6.256952000	6.300846000	6.213059000	324.000143000	0.997939000	428.408647000	1167.153772000	428.908647000	471.346228000	11.145687000	61.417775000	115716.348542000	332.912927000	347.587429000	5130.916504000	454.736515000	75.280013000	4.268694000	6.266188000	6.269139000	6.263238000	316.993690000	0.999817000	2041.418990000	586.261219000	2041.918990000	1052.238781000	11.104691000	61.308835000	139270.987159000	353.077822000	394.448415000	5995.464844000	547.300396000	73.219110000	4.375280000	6.297208000	6.291233000	6.303182000	312.641079000	0.999468000	1239.104740000	342.574901000	1239.604740000	1295.925099000	11.125167000	61.265896000	70326.406629000	286.416800000	245.538692000	3219.142822000	276.365315000	69.259611000	4.124296000	6.214179000	6.194131000	6.234228000	69.976694000	0.999929000	1336.183918000	328.001552000	1336.683918000	1310.498448000	11.122703000	61.263065000	86187.142874000	302.681457000	284.745368000	3823.021729000	338.694070000	68.707378000	4.259223000	6.253641000	6.200670000	6.306612000	78.235449000	0.999659000	2459192.965407000	1.003485858	0.001856600
TIC_99869022-01-S001-R179-C001-B1-E-sG.fts	179	0	59192.963866000	2459192.963866000	2459192.963461000	2459192.963461000	2459192.965092000	1.169812000	58.585300000	-19.968750000	70	11.125381000	61.352722000	5.379558000	9	16	24	0.456493000	1.190508000	0.194103000	0.243829000	0.108565000	0.120546000	0.000847000	0.002627000	0.000602000	0.000684000	0.000462000	0.000444000	538.790251000	453.261135000	322.175967000	356.699647000	235.176473000	271.594218000	711838.224323000	772.010267000	1228.463691000	817.701882000	1228.963691000	820.798118000	11.125407000	61.352602000	324948.928637000	254.469005000	489.430268000	663.933046000	13124.900391000	1276.968599000	73.716358000	878	4.509672000	6.481424000	6.492040000	6.470808000	42.079977000	0.998964000	150.862890000	826.194508000	151.362890000	812.305492000	11.152888000	61.355168000	386873.274843000	527.678585000	733.160840000	15142.378906000	1520.315902000	76.777606000	4.621699000	6.503722000	6.609470000	6.397973000	344.104626000	0.998537000	431.248978000	1167.996105000	431.748978000	470.503895000	11.145705000	61.417671000	115710.163014000	332.725598000	347.764536000	4508.089355000	454.712208000	74.732982000	4.620109000	6.512573000	6.605938000	6.419207000	5.386837000	0.999148000	2044.238224000	587.211667000	2044.738224000	1051.288333000	11.104681000	61.308766000	139542.340482000	353.611178000	394.620841000	5443.632324000	548.366747000	73.166117000	4.599426000	6.598034000	6.687751000	6.508318000	2.894870000	0.999253000	1242.009306000	343.498611000	1242.509306000	1295.001389000	11.125162000	61.265672000	69712.445984000	286.020935000	243.731970000	2896.795166000	273.952602000	70.318905000	4.323447000	6.403557000	6.499658000	6.307455000	12.270461000	0.998912000	1339.033819000	328.948076000	1339.533819000	1309.551924000	11.122698000	61.262852000	85809.310647000	301.929896000	284.202763000	3397.182129000	337.209283000	69.316605000	4.545237000	6.501831000	6.531998000	6.471665000	37.923835000	0.998560000	2459192.966600000	0.997069370	0.001850013
TIC_99869022-01-S001-R180-C001-B1-E-sG.fts	180	0	59192.964896000	2459192.964896000	2459192.964491000	2459192.964491000	2459192.966122000	1.168848000	58.664200000	-19.937500000	70	11.125381000	61.352722000	4.918297000	9	16	24	0.458840000	1.184092000	0.194558000	0.244014000	0.109675000	0.121214000	0.000848000	0.002600000	0.000601000	0.000681000	0.000460000	0.000444000	541.371410000	455.353934000	323.487830000	358.242940000	238.566177000	272.906150000	716314.294507000	773.975182000	1230.773532000	817.814223000	1231.273532000	820.685777000	11.125385000	61.352543000	328673.358781000	254.469005000	492.410363000	667.478558000	17288.326172000	1291.604684000	72.674078000	825	4.093768000	5.724919000	5.767510000	5.682329000	28.560129000	0.999249000	153.042989000	826.466249000	153.542989000	812.033751000	11.152837000	61.355117000	388345.398876000	529.087413000	733.990999000	20751.306641000	1526.100984000	77.131495000	3.866533000	5.752451000	5.922783000	5.582119000	339.127753000	0.993711000	433.479269000	1168.204854000	433.979269000	470.295146000	11.145663000	61.417625000	116666.311025000	334.094617000	349.201409000	6320.534180000	458.469632000	74.255461000	3.950168000	5.727478000	5.833853000	5.621102000	341.031404000	0.997783000	2046.508906000	587.356576000	2047.008906000	1051.143424000	11.104683000	61.308724000	140505.571205000	354.456169000	396.397590000	7124.799805000	552.152005000	72.940735000	4.215946000	5.818536000	5.947102000	5.689971000	337.651461000	0.996139000	1244.311534000	343.635007000	1244.811534000	1294.864993000	11.125139000	61.265600000	70797.013399000	286.086880000	247.466831000	3992.037109000	278.214682000	69.456971000	4.014754000	5.730350000	5.823899000	5.636801000	10.850610000	0.998766000	1341.359148000	329.081232000	1341.859148000	1309.418768000	11.122677000	61.262782000	86827.353232000	304.011726000	285.605277000	4657.469238000	341.209937000	69.714178000	3.989055000	5.701335000	5.797766000	5.604904000	7.746227000	0.998768000	2459192.967630000	1.002380776	0.001852539
TIC_99869022-01-S001-R181-C001-B1-E-sG.fts	181	0	59192.965903000	2459192.965903000	2459192.965498000	2459192.965498000	2459192.967129000	1.167904000	58.739700000	-19.968750000	70	11.125381000	61.352722000	4.645187000	9	16	24	0.457387000	1.186950000	0.194172000	0.244404000	0.108962000	0.121150000	0.000854000	0.002637000	0.000607000	0.000689000	0.000467000	0.000448000	535.275365000	450.082418000	319.880621000	354.482483000	233.305440000	270.313893000	703802.336975000	768.873854000	1231.268743000	818.243659000	1231.768743000	820.256341000	11.125390000	61.352570000	321909.862239000	254.469005000	487.849985000	659.854202000	19799.246094000	1265.025822000	72.822294000	894	3.731817000	5.414056000	5.391438000	5.436675000	62.781702000	0.999794000	153.592915000	826.763595000	154.092915000	811.736405000	11.152845000	61.355079000	381983.189504000	524.746681000	727.938267000	22767.097656000	1501.099081000	75.897794000	3.831696000	5.495770000	5.673028000	5.318512000	334.505132000	0.989520000	434.033719000	1168.564727000	434.533719000	469.935273000	11.145672000	61.417579000	114438.214740000	331.420716000	345.295901000	6648.469727000	449.713767000	74.625726000	3.756733000	5.524234000	5.634433000	5.414036000	339.421092000	0.997194000	2047.050612000	587.709715000	2047.550612000	1050.790285000	11.104683000	61.308787000	138228.463247000	352.364639000	392.288124000	7357.088379000	543.203536000	71.586471000	4.134997000	5.613775000	5.726471000	5.501078000	331.083917000	0.994317000	1244.760144000	344.010242000	1245.260144000	1294.489758000	11.125143000	61.265660000	69152.469484000	286.019919000	241.775013000	4305.074219000	271.752033000	69.296570000	3.800340000	5.461058000	5.466962000	5.455153000	318.703475000	0.999719000	1341.815295000	329.459901000	1342.315295000	1309.040099000	11.122681000	61.262847000	85265.658168000	301.364582000	282.931915000	5419.342773000	335.072864000	70.050688000	3.697240000	5.425812000	5.460126000	5.391498000	335.426478000	0.999626000	2459192.968637000	0.998638405	0.001864586
TIC_99869022-01-S001-R182-C001-B1-E-sG.fts	182	0	59192.967106000	2459192.967106000	2459192.966701000	2459192.966701000	2459192.968332000	1.166825000	58.828000000	-19.937500000	70	11.125381000	61.352722000	4.733800000	9	16	24	0.458310000	1.186964000	0.194084000	0.242826000	0.110291000	0.121229000	0.000869000	0.002682000	0.000618000	0.000701000	0.000476000	0.000457000	527.671164000	442.513934000	314.031648000	346.489279000	231.776696000	265.117916000	686627.441398000	762.703800000	1228.231447000	817.717865000	1228.731447000	820.782135000	11.125390000	61.352598000	314688.059833000	254.469005000	483.187940000	651.274657000	18740.919922000	1236.645932000	74.080546000	852	3.803491000	5.534415000	5.480288000	5.588543000	61.954224000	0.998771000	150.595099000	826.340046000	151.095099000	812.159954000	11.152860000	61.355202000	372663.671181000	519.507591000	717.340185000	21484.437500000	1464.475688000	77.032882000	3.964037000	5.576926000	5.726308000	5.427544000	337.959225000	0.994446000	431.010894000	1168.085562000	431.510894000	470.414438000	11.145679000	61.417697000	111602.975504000	329.353936000	338.854233000	5972.494629000	438.571981000	75.005038000	4.018099000	5.602097000	5.669731000	5.534464000	339.311583000	0.998965000	2044.022141000	587.313701000	2044.522141000	1051.186299000	11.104673000	61.308765000	134154.694051000	350.505253000	382.746601000	6997.289551000	527.194634000	74.324232000	4.170503000	5.741158000	5.813966000	5.668349000	332.476438000	0.998041000	1241.727252000	343.574778000	1242.227252000	1294.925222000	11.125147000	61.265670000	68206.100662000	283.726984000	240.393422000	4136.664551000	268.033039000	69.989344000	3.864602000	5.572259000	5.527824000	5.616695000	69.181116000	0.999545000	1338.795239000	328.974728000	1339.295239000	1309.525272000	11.122683000	61.262839000	83239.494342000	300.048170000	277.420437000	4773.615723000	327.110543000	70.256111000	3.936883000	5.596393000	5.537801000	5.654986000	68.997618000	0.999206000	2459192.969841000	0.999882855	0.001895874
TIC_99869022-01-S001-R183-C001-B1-E-sG.fts	183	0	59192.968171000	2459192.968171000	2459192.967766000	2459192.967766000	2459192.969397000	1.165892000	58.904100000	-19.968750000	70	11.125381000	61.352722000	4.360353000	9	16	24	0.460206000	1.193204000	0.192805000	0.242760000	0.109846000	0.122046000	0.000868000	0.002687000	0.000614000	0.000695000	0.000475000	0.000457000	530.367977000	444.098468000	314.212555000	349.226219000	231.466444000	267.012603000	689948.741545000	763.268967000	1228.804619000	817.153351000	1229.304619000	821.346649000	11.125378000	61.352571000	317518.855322000	254.469005000	484.797977000	654.950866000	24728.281250000	1247.770256000	73.446961000	835	3.456920000	4.893763000	4.879031000	4.908496000	299.350029000	0.999866000	151.180883000	825.733067000	151.680883000	812.766933000	11.152851000	61.355035000	375363.948692000	521.026918000	720.431009000	28371.726562000	1475.087108000	76.711654000	3.547608000	4.997524000	5.189648000	4.805401000	333.923333000	0.984342000	431.563078000	1167.474881000	432.063078000	471.025119000	11.145677000	61.417521000	111523.213146000	329.159115000	338.812471000	8842.871094000	438.258534000	75.688715000	3.632684000	4.964744000	5.101600000	4.827887000	336.984553000	0.993704000	2044.637649000	586.683242000	2045.137649000	1051.816758000	11.104653000	61.308853000	134774.328942000	348.970267000	386.205765000	9553.982422000	529.629646000	72.958259000	3.686536000	5.066077000	5.211177000	4.920976000	331.671672000	0.989157000	1242.362440000	342.989565000	1242.862440000	1295.510435000	11.125126000	61.265700000	68287.250765000	284.577750000	239.959908000	5236.425293000	268.351939000	69.742757000	3.498516000	4.944861000	4.958872000	4.930849000	329.738064000	0.999867000	1339.435991000	328.422157000	1339.935991000	1310.077843000	11.122661000	61.262889000	84205.750666000	301.290178000	279.483889000	6807.503418000	330.907690000	70.107091000	3.606051000	4.941146000	4.960595000	4.921698000	321.166484000	0.998642000	2459192.970905000	1.004155817	0.001893950
TIC_99869022-01-S001-R184-C001-B1-E-sG.fts	184	0	59192.969178000	2459192.969178000	2459192.968773000	2459192.968773000	2459192.970404000	1.165029000	58.974400000	-19.968750000	70	11.125381000	61.352722000	4.409697000	9	16	24	0.459257000	1.191334000	0.194308000	0.243083000	0.108769000	0.121783000	0.000852000	0.002637000	0.000605000	0.000685000	0.000463000	0.000447000	538.718366000	451.720103000	321.070978000	355.108760000	234.725735000	272.687204000	708942.453925000	771.396854000	1229.757730000	816.379043000	1230.257730000	822.120957000	11.125406000	61.352590000	325586.719559000	254.469005000	489.652635000	664.934070000	22792.285156000	1279.474959000	73.130691000	880	3.620361000	5.311755000	5.266796000	5.356713000	61.959022000	0.999080000	152.100331000	824.891821000	152.600331000	813.608179000	11.152855000	61.354977000	385421.444699000	527.219064000	731.046108000	24092.500000000	1514.610570000	77.325163000	3.673524000	5.362487000	5.488468000	5.236506000	332.155085000	0.993059000	432.497857000	1166.696025000	432.997857000	471.803975000	11.145689000	61.417549000	115341.501884000	332.819509000	346.558717000	7803.761719000	453.263461000	73.718488000	3.629121000	5.326868000	5.382432000	5.271305000	328.246203000	0.997813000	2045.589323000	585.894765000	2046.089323000	1052.605235000	11.104698000	61.308883000	138632.848352000	353.001913000	392.725487000	8389.766602000	544.792669000	72.821884000	3.856838000	5.444749000	5.467392000	5.422105000	320.923154000	0.998358000	1243.302131000	342.199194000	1243.802131000	1296.300806000	11.125150000	61.265637000	69546.658989000	285.856588000	243.292133000	4913.734863000	273.301100000	69.617248000	3.641998000	5.297842000	5.283811000	5.311874000	50.235089000	0.999150000	1340.373243000	327.593192000	1340.873243000	1310.906808000	11.122687000	61.262823000	86337.329973000	302.358762000	285.545983000	5950.770996000	339.284268000	69.083154000	3.675984000	5.344872000	5.321369000	5.368376000	64.153208000	0.999799000	2459192.971912000	1.002929086	0.001860604
TIC_99869022-01-S001-R185-C001-B1-E-sG.fts	185	0	59192.970382000	2459192.970382000	2459192.969977000	2459192.969977000	2459192.971607000	1.164024000	59.056400000	-19.968750000	70	11.125381000	61.352722000	4.616063000	9	16	24	0.457685000	1.192052000	0.193996000	0.243119000	0.108826000	0.121018000	0.000847000	0.002624000	0.000602000	0.000680000	0.000461000	0.000443000	540.384318000	454.226396000	322.305444000	357.568141000	236.049915000	273.056765000	715429.719901000	774.119954000	1226.659238000	816.516463000	1227.159238000	821.983537000	11.125399000	61.352640000	327441.232289000	254.469005000	491.563295000	666.122218000	20543.154297000	1286.762733000	73.802572000	889	3.871654000	5.304302000	5.383342000	5.225263000	23.036093000	0.998155000	148.986345000	825.134142000	149.486345000	813.365858000	11.152817000	61.355057000	389055.325469000	529.230338000	735.134208000	22897.082031000	1528.890819000	77.469691000	3.916495000	5.362280000	5.571287000	5.153273000	346.690002000	0.992420000	429.404030000	1166.846626000	429.904030000	471.653374000	11.145658000	61.417527000	116240.508254000	334.249066000	347.766142000	6943.976562000	456.796333000	76.473656000	3.916028000	5.402301000	5.532202000	5.272400000	350.539283000	0.997418000	2042.528223000	586.029158000	2043.028223000	1052.470842000	11.104714000	61.308979000	139917.858995000	353.683746000	395.601609000	7710.641602000	549.842442000	72.847500000	3.899786000	5.497794000	5.684172000	5.311415000	344.203768000	0.993679000	1240.192074000	342.331878000	1240.692074000	1296.168122000	11.125144000	61.265798000	70216.027182000	286.988366000	244.665065000	4525.214355000	275.931551000	70.977368000	3.839563000	5.288589000	5.388620000	5.188558000	12.725110000	0.998246000	1337.301053000	327.727198000	1337.801053000	1310.772802000	11.122684000	61.262987000	86579.534526000	302.919733000	285.816753000	5380.252441000	340.236071000	70.452235000	3.843157000	5.284972000	5.387430000	5.182513000	358.680659000	0.998495000	2459192.973116000	0.999783090	0.001850216
TIC_99869022-01-S001-R186-C001-B1-E-sG.fts	186	0	59192.971586000	2459192.971586000	2459192.971181000	2459192.971181000	2459192.972811000	1.163060000	59.136000000	-19.937500000	70	11.125381000	61.352722000	4.602781000	9	16	24	0.458026000	1.189481000	0.193990000	0.242798000	0.109746000	0.121271000	0.000841000	0.002595000	0.000596000	0.000675000	0.000456000	0.000441000	544.306687000	458.351141000	325.418980000	359.808002000	240.492882000	274.856564000	723964.071544000	776.646738000	1228.690630000	817.199123000	1229.190630000	821.300877000	11.125395000	61.352588000	331594.220253000	254.469005000	494.561113000	670.481790000	21711.642578000	1303.082945000	73.183243000	822	3.699455000	5.120992000	5.104715000	5.137269000	49.819148000	0.998558000	151.075756000	825.702337000	151.575756000	812.797663000	11.152830000	61.355016000	393308.538740000	531.265352000	740.324091000	24990.585938000	1545.604891000	77.120699000	3.852107000	5.177520000	5.428826000	4.926214000	343.692261000	0.986780000	431.500506000	1167.438876000	432.000506000	471.061124000	11.145665000	61.417558000	117623.921987000	334.919586000	351.200488000	7753.661621000	462.232805000	75.527418000	3.821850000	5.169817000	5.361116000	4.978517000	348.774316000	0.993605000	2044.566863000	586.666603000	2045.066863000	1051.833397000	11.104697000	61.308844000	141436.675357000	355.546484000	397.800799000	8401.433594000	555.811013000	73.277935000	4.061508000	5.309711000	5.401319000	5.218104000	335.402468000	0.997214000	1242.281993000	342.972169000	1242.781993000	1295.527831000	11.125141000	61.265634000	71594.935460000	286.971864000	249.484164000	4679.370605000	281.350318000	69.671402000	3.725851000	5.164824000	5.189111000	5.140537000	29.982690000	0.999647000	1339.371939000	328.418279000	1339.871939000	1310.081721000	11.122679000	61.262826000	87796.003567000	305.223541000	287.644928000	5993.902832000	345.016493000	70.234065000	3.839850000	5.086989000	5.141228000	5.032749000	12.137092000	0.999453000	2459192.974320000	1.000898223	0.001837790
TIC_99869022-01-S001-R187-C001-B1-E-sG.fts	187	0	59192.972604000	2459192.972604000	2459192.972199000	2459192.972199000	2459192.973829000	1.162270000	59.201400000	-19.968750000	70	11.125381000	61.352722000	4.219174000	9	16	24	0.456516000	1.188324000	0.194722000	0.243187000	0.109102000	0.120930000	0.000834000	0.002581000	0.000595000	0.000672000	0.000453000	0.000438000	547.129964000	460.442409000	327.496544000	361.752332000	240.716034000	276.388081000	730301.565434000	780.029507000	1230.999235000	816.814280000	1231.499235000	821.685720000	11.125405000	61.352680000	333394.083031000	254.469005000	494.473738000	674.240222000	25101.914062000	1310.155958000	73.916971000	855	3.358512000	4.803680000	4.837332000	4.770027000	330.930963000	0.999296000	153.318508000	825.403945000	153.818508000	813.096055000	11.152872000	61.355204000	396575.167976000	533.671286000	743.107561000	32526.052734000	1558.441933000	76.865324000	3.435150000	4.856260000	5.055924000	4.656596000	335.085943000	0.983806000	433.678900000	1167.212388000	434.178900000	471.287612000	11.145697000	61.417757000	119028.298685000	336.632962000	353.584801000	9744.582031000	467.751657000	75.503804000	3.481674000	4.893306000	5.052987000	4.733625000	338.219587000	0.991906000	2046.825632000	586.360625000	2047.325632000	1052.139375000	11.104688000	61.308875000	142858.633294000	357.084221000	400.069857000	10346.798828000	561.398954000	73.736875000	3.735636000	5.015897000	5.144204000	4.887589000	327.030558000	0.984275000	1244.530345000	342.639407000	1245.030345000	1295.860593000	11.125157000	61.265709000	71839.465478000	287.767438000	249.644178000	6153.583496000	282.311260000	70.414100000	3.474261000	4.775643000	4.840664000	4.710622000	340.634105000	0.998782000	1341.585570000	328.071745000	1342.085570000	1310.428255000	11.122694000	61.262890000	88315.145589000	305.292490000	289.280439000	7141.398926000	347.056592000	70.612625000	3.227031000	4.794376000	4.879068000	4.709684000	332.953177000	0.996373000	2459192.975339000	0.997880753	0.001823008
