BJD_TDB flux_star_0 flux_star_1 flux_star_2 flux_star_3 flux_star_4 flux_star_5 flux_star_6 flux_star_7 flux_star_8 sky airmass xshift yshift sky_entropy
2459332.3711081487 1464510.9498346034 263815.83793616656 250671.49336092363 96724.02578828996 24484.483432904613 18753.342327788414 15300.289376692934 16032.44834251114 10708.238317712763 34.66817066687442 1.21 2.535534601333346 -4.628590752417971 6.8011259516049885
2459332.371294131 556608.2206979874 103331.04905392276 83319.79035787049 32061.212340982514 -670.6025362670189 10.727812507539056 -851.2180385387619 1400.5506355630641 -515.2656071372039 52.596183705417 1.21 1.507114287989154 -4.959180612411615 7.212561415242657
2459332.371479738 1238283.5776846933 228285.79901501833 221612.6318922792 83434.15356809687 19776.972118406004 17007.96002015425 12460.10268416407 13915.468868806638 9109.130824735563 40.28917038483711 1.21 -0.9373642373680369 -5.490877011528056 6.88212565342975
2459332.3716649595 1555929.3482418251 298356.9833346633 254360.6113258234 98812.58520123787 28616.675297195936 18432.813592623104 14850.99421583899 15737.76644073581 10385.003676700144 34.32974393449432 1.209 -2.5095678619537978 -5.8987582004744326 6.778707462871676
2459332.3718502573 1009469.3940614462 195865.4923199718 166610.43906144222 63670.88018317081 15235.495653449587 -398.9194005863392 3165.032330322312 5267.423594550637 2812.352650401648 43.77664739235022 1.209 -3.254272667031614 -6.188471801138277 6.998955036821255
2459332.3720354405 803562.8950694313 151599.6833253552 145593.02848618955 56150.53873579204 11599.535247377615 2476.1524976943037 6186.135925909708 8082.40552780361 5222.256863171031 49.30082226376364 1.209 -2.117354801255928 -7.068629582873967 7.079696304114735
2459332.3722206936 1122544.1206798528 200480.46552829366 186335.47777005358 72094.7535330705 18810.58908271059 -1616.1613677818677 4205.101496705029 6252.174901054532 2122.8805272613245 38.539415791890995 1.209 -1.295580819575548 -5.6463390931556035 6.971708633474212
2459332.3724060003 927734.3563890496 169473.82909553335 160636.5951565745 63556.09924660146 10842.085951064888 9093.13761400411 8108.549539780564 10909.939302181214 6863.449191535037 41.00043097455787 1.209 0.8510023330047929 -4.686512243455525 7.001843306988664
2459332.372592089 758014.4932118303 154464.5637878203 132275.6448807738 50505.11288123479 13426.062693447107 -497.3478830274544 884.7964388222317 2817.3927051359206 -9.57681909724488 50.293155480296065 1.209 2.378796572663248 -5.2584717799630525 7.086168468667963
2459332.3727772697 494460.7699985762 93696.42974501607 77636.06401030067 30257.59161302657 -2072.6619143251446 -477.7373285891372 72.75379480683478 1288.8648167184438 83.8012306035962 56.25488741357025 1.208 3.1227089317065406 -5.496195982544201 7.276188906526867
2459332.372962172 600628.7280842802 126417.61801598748 101897.23737537084 38772.59130204978 -2303.6094690096506 -252.29477386342478 -13.763878307770938 204.5245375672239 61.01144063560059 48.71193001981325 1.208 4.5194056513681815 -5.472422336393713 7.193265635929695
2459332.373147882 1046342.0957354581 191438.35014071994 184063.8208866385 71536.08895399983 16563.06718614587 10487.47984644564 9070.506228313141 11374.493474261428 7792.36436431465 37.328855826398176 1.208 4.281811626344009 -6.952142464264206 7.001847665963313
2459332.373333063 1388944.628853945 261085.20063455225 238757.59831588436 91843.86224610487 24235.916471777367 8300.870055221952 12046.883739814715 13904.807893259742 8019.94360136785 32.78628328203482 1.208 1.1003413009302179 -5.853774479068974 6.8832597389475545
2459332.3735181 1809762.1211461108 350953.6353447214 311140.3750495933 118883.53885600116 34326.1412813036 22172.579644266778 17725.868177439057 19381.23890868615 12316.145830124442 28.853561522127734 1.208 -1.4344397011836492 -4.661075829800133 6.813428121151972
2459332.373703266 1949144.4691978998 368150.3139030837 331736.66573809425 126466.96967164557 35274.42926748714 24714.463886562167 19241.151025123894 20024.876228835725 12677.859661109338 27.454694890372544 1.207 -2.1528432420026036 -5.363277971343543 6.723894582499651
2459332.3738885117 1890366.5291841389 357393.1235593908 321815.95177850797 122725.18619596073 33694.588312713895 23361.03292205365 19215.911928514717 19846.910819461482 13536.966011498356 28.414803532328182 1.207 -2.9279662424639312 -5.682548124499142 6.716347998617406
2459332.3740737205 1928379.0331602697 365546.42401743506 324263.9652002961 124024.1153644181 35277.66620016986 24367.998304908397 18427.200981124304 20834.79336899388 13262.991022559261 28.939223824077185 1.207 -2.476864977875394 -5.570448607022556 6.678026187677698
2459332.374259593 1658643.2252047427 318350.38262418524 284023.2144599614 108576.64403331329 29916.319264020247 20688.65338597211 16868.00366441536 17787.66582635665 12084.873216036853 31.81085111062301 1.207 -2.1937606636371143 -5.599786758492755 6.789755575322862
2459332.3744447394 1663482.1165784723 311542.67037583917 279490.04605159716 108062.78627171522 29177.61075156572 20202.35727393307 16332.739190271415 18067.803186119447 12041.28320689482 30.518977617829385 1.207 -0.6769502184508696 -6.719830862841441 6.819994637153556
2459332.3746301783 925367.7537116894 189224.36265966322 152221.649954912 59017.34238323069 17070.556936290115 738.0489049491007 144.91084933301318 -544.1719532307179 -800.2428456619964 41.33350405938088 1.207 2.0602445916539835 -4.703181275869497 7.07233753899728
2459332.374815919 1388939.622494814 259184.1773540083 236061.30300903486 91131.00941699621 24029.357471482654 17075.06473956979 14344.383333255304 14557.872875610658 10380.860079406237 33.61083651014001 1.207 2.981746609095765 -4.604176791936453 6.830654072208768
2459332.375001057 1482460.4593105228 287846.0767426712 242970.69813426296 93995.04482010819 27741.201985613938 14432.239149498753 14707.291737820138 14752.428080713347 10200.01909537948 37.614822250509505 1.206 3.931847018326174 -5.321830202291331 6.834100703045829
2459332.37518617 1291862.8578671513 254438.90713562787 218518.79244190862 83379.53345128093 24224.226085668866 14953.070240657224 12782.658295725734 13351.329536920413 9275.903793451958 41.90631236139464 1.206 2.374784336623307 -6.060541988274174 6.903104738231685
2459332.3753715954 1647603.7577539205 311908.7005089146 273193.91078251577 104566.79542508931 30018.30218105903 19867.806091968057 16330.345225385012 16838.643285119324 10895.940808899206 32.86425600852089 1.206 -0.4594378608314784 -6.456519476060691 6.804016084847454
2459332.3755568964 1576354.980016658 303198.95444432355 276791.93224267545 105929.14526779656 29298.236598615214 19603.455884298484 16088.689771903999 18001.300571033353 11483.770359196205 32.72503005348943 1.206 -1.6038624175473615 -6.133254056312005 6.788482305618649
2459332.375742337 1943536.0852488398 370754.69857384975 327956.3819258396 125980.52304073676 35952.53373113938 23947.435159955785 17974.84483763133 20456.501317783666 13713.294209964326 27.99594383566568 1.206 -0.9794323174968085 -4.230987010434944 6.658359850291985
2459332.3759278795 1846354.3183672703 351041.96098951605 316719.80835166574 122223.65795576476 33214.730256725394 23333.419433821895 18376.747635214328 19791.815255836875 12438.268322448537 29.665309205760604 1.206 -1.0900366205014933 -4.450503036450172 6.712230781138362
