pl_name,default_flag,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_age,st_ageerr1,st_ageerr2,st_agelim,sy_jmag,sy_jmagerr1,sy_jmagerr2
Kepler-63 b,1,Published Confirmed,9.43415050,0.00000100,-0.00000100,0,0.080000,0.002000,-0.002000,0,120.00000,,,1,6.110,0.200,-0.200,0,0.545,0.018,-0.018,0,120.00000,,,1,0.37800,,,1,Mass,3.00000,,,1,0.450000,,,1,,,,,,,,,0.7320,0.0030,-0.0030,0,0.90,0.03,-0.02,0,0.98,0.04,-0.04,0,0.050,0.080,-0.080,0,0.210,0.045,-0.045,0,10.3990000,0.0230000,-0.0230000
Kepler-630 b,1,Published Confirmed,161.47439370,0.00090110,-0.00090110,0,,,,,,,,,3.180,0.340,-0.340,0,0.284,0.030,-0.030,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.11,-0.08,0,1.02,0.04,-0.04,0,0.030,0.093,-0.095,0,4.470,2.390,-2.430,0,12.6860000,0.0210000,-0.0210000
Kepler-631 b,1,Published Confirmed,17.97979059,0.00003770,-0.00003770,0,,,,,,,,,2.900,0.320,-0.230,0,0.259,0.029,-0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,0.14,-0.10,0,1.24,0.05,-0.05,0,0.230,0.083,-0.079,0,2.510,0.830,-0.912,0,12.5190000,0.0240000,-0.0240000
Kepler-632 b,1,Published Confirmed,30.99660733,0.00004756,-0.00004756,0,,,,,,,,,2.210,0.330,-0.080,0,0.197,0.029,-0.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.02,-0.02,0,0.91,0.03,-0.03,0,0.110,0.090,-0.091,0,3.020,2.240,-1.430,0,11.9940000,0.0240000,-0.0240000
Kepler-633 b,1,Published Confirmed,8.50340718,0.00002680,-0.00002680,0,,,,,,,,,1.630,0.310,-0.210,0,0.145,0.028,-0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.21,-0.14,0,1.02,0.06,-0.06,0,-0.050,0.104,-0.126,0,6.030,1.600,-2.340,0,12.4370000,0.0230000,-0.0230000
Kepler-633 c,1,Published Confirmed,23.78319931,,,0,,,,,,,,,2.296,,,0,0.205,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.20,-0.24,0,1.00,0.09,-0.07,0,-0.040,0.150,-0.150,0,,,,0,12.4370000,0.0230000,-0.0230000
Kepler-634 b,1,Published Confirmed,5.16950177,0.00001029,-0.00001029,0,,,,,,,,,1.890,0.300,-0.250,0,0.169,0.027,-0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,0.19,-0.16,0,1.03,0.09,-0.07,0,-0.180,0.132,-0.129,0,5.370,1.600,-1.580,0,12.5110000,0.0210000,-0.0210000
Kepler-635 b,1,Published Confirmed,23.44971004,0.00007672,-0.00007672,0,,,,,,,,,2.640,0.360,-0.270,0,0.236,0.032,-0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,0.20,-0.15,0,1.33,0.06,-0.05,0,0.410,0.037,-0.038,0,2.340,0.450,-0.626,0,12.2350000,0.0280000,-0.0280000
Kepler-636 b,1,Published Confirmed,16.08066115,0.00000560,-0.00000560,0,,,,,,,,,4.450,0.140,-0.130,0,0.397,0.012,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,0.02,-0.02,0,0.85,0.03,-0.04,0,-0.020,0.108,-0.109,0,5.010,3.150,-2.600,0,12.1910000,0.0230000,-0.0230000
Kepler-637 b,1,Published Confirmed,23.20584623,0.00005368,-0.00005368,0,,,,,,,,,4.750,0.510,-0.560,0,0.424,0.045,-0.050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,0.27,-0.30,0,1.64,0.07,-0.10,0,0.380,0.052,-0.053,0,2.190,0.340,-0.250,0,12.4590000,0.0230000,-0.0230000
Kepler-638 b,1,Published Confirmed,6.07972888,0.00001513,-0.00001513,0,,,,,,,,,1.830,0.560,-0.310,0,0.163,0.050,-0.028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.29,-0.09,0,0.88,0.04,-0.04,0,0.040,0.105,-0.123,0,11.750,2.400,-7.410,0,12.1810000,0.0210000,-0.0210000
Kepler-639 b,1,Published Confirmed,10.21420496,0.00002131,-0.00002131,0,,,,,,,,,2.380,0.550,-0.340,0,0.212,0.049,-0.030,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,0.26,-0.18,0,1.14,0.09,-0.06,0,0.230,0.078,-0.073,0,4.370,1.160,-1.700,0,12.2120000,0.0210000,-0.0210000
Kepler-640 b,1,Published Confirmed,22.24813967,0.00003515,-0.00003515,0,,,,,,,,,2.560,0.080,-0.220,0,0.228,0.007,-0.020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.03,-0.03,0,1.01,0.03,-0.03,0,0.150,0.078,-0.084,0,2.090,1.450,-0.759,0,12.5070000,0.0210000,-0.0210000
Kepler-641 b,1,Published Confirmed,9.48961571,0.00002398,-0.00002398,0,,,,,,,,,1.850,0.310,-0.250,0,0.165,0.028,-0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,0.19,-0.14,0,1.02,0.05,-0.04,0,0.150,0.094,-0.091,0,7.080,2.400,-3.550,0,12.5760000,0.0210000,-0.0210000
Kepler-642 b,1,Published Confirmed,4.41745855,0.00000660,-0.00000660,0,,,,,,,,,2.900,1.300,-0.560,0,0.259,0.116,-0.050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.74,-0.32,0,1.40,0.23,-0.16,0,0.060,0.130,-0.138,0,1.950,0.620,-0.454,0,12.3630000,0.0210000,-0.0210000
Kepler-643 b,1,Published Confirmed,16.33889626,0.00001826,-0.00001826,0,,,,,,,,,10.160,0.350,-0.270,0,0.906,0.031,-0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,0.08,-0.07,0,1.00,0.07,-0.04,0,0.130,0.078,-0.111,0,12.020,1.800,-2.300,0,12.2120000,0.0210000,-0.0210000
Kepler-644 b,1,Published Confirmed,3.17391710,0.00000423,-0.00000423,0,,,,,,,,,3.150,1.160,-0.610,0,0.281,0.103,-0.054,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,0.67,-0.35,0,1.49,0.22,-0.17,0,0.080,0.140,-0.149,0,1.620,0.520,-0.320,0,12.9210000,0.0210000,-0.0210000
Kepler-645 b,1,Published Confirmed,3.27582262,0.00000477,-0.00000477,0,,,,,,,,,2.100,0.630,-0.280,0,0.187,0.056,-0.025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.36,-0.16,0,1.13,0.14,-0.09,0,-0.010,0.127,-0.189,0,2.950,1.470,-1.220,0,12.9240000,0.0270000,-0.0270000
Kepler-646 b,1,Published Confirmed,15.87364565,0.00004300,-0.00004300,0,,,,,,,,,1.990,0.370,-0.190,0,0.178,0.033,-0.017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.13,-0.08,0,0.93,0.06,-0.06,0,-0.070,0.162,-0.192,0,4.570,4.740,-2.780,0,12.5250000,0.0230000,-0.0230000
Kepler-647 b,1,Published Confirmed,16.22546490,0.00015560,-0.00015560,0,,,,,,,,,1.170,0.140,-0.110,0,0.104,0.012,-0.010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.13,-0.09,0,1.03,0.06,-0.05,0,-0.140,0.117,-0.120,0,4.270,1.840,-2.200,0,12.8980000,0.0220000,-0.0220000
Kepler-647 c,1,Published Confirmed,29.66630000,,,0,,,,,,,,,4.001,,,0,0.357,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,,,0,1.07,,,0,-0.415,0.036,-0.036,0,,,,,12.8980000,0.0220000,-0.0220000
Kepler-648 b,1,Published Confirmed,17.42117490,0.00002066,-0.00002066,0,,,,,,,,,3.220,0.120,-0.240,0,0.287,0.011,-0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.03,-0.03,0,1.05,0.03,-0.03,0,0.210,0.071,-0.076,0,1.820,1.120,-0.581,0,12.8030000,0.0250000,-0.0250000
Kepler-649 b,1,Published Confirmed,29.90722674,0.00005373,-0.00005373,0,,,,,,,,,2.260,0.140,-0.120,0,0.202,0.012,-0.011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.06,-0.05,0,0.97,0.04,-0.05,0,-0.170,0.112,-0.122,0,2.950,2.270,-1.370,0,12.3770000,0.0260000,-0.0260000
Kepler-65 b,1,Published Confirmed,2.15491000,0.00000500,-0.00000500,0,0.035000,0.002000,-0.001000,0,,,,,1.420,0.030,-0.030,0,0.127,0.003,-0.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1600,0.2000,-0.1100,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0,0.170,0.060,-0.060,0,2.900,0.700,-0.700,0,10.0660000,0.0180000,-0.0180000
Kepler-65 c,1,Published Confirmed,5.85994400,0.00000300,-0.00000300,0,0.068000,0.004000,-0.002000,0,,,,,2.580,0.060,-0.060,0,0.230,0.005,-0.005,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.4200,0.1000,-0.0200,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0,0.170,0.060,-0.060,0,2.900,0.700,-0.700,0,10.0660000,0.0180000,-0.0180000
Kepler-65 d,1,Published Confirmed,8.13123000,0.00002000,-0.00002000,0,0.084000,0.006000,-0.002000,0,,,,,1.520,0.040,-0.040,0,0.136,0.004,-0.004,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,0.0700,-0.0200,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0,0.170,0.060,-0.060,0,2.900,0.700,-0.700,0,10.0660000,0.0180000,-0.0180000
Kepler-65 e,1,Published Confirmed,258.80000000,1.50000000,-1.30000000,0,,,,,260.00000,200.00000,-50.00000,0,,,,,,,,,260.00000,200.00000,-50.00000,0,0.82000,0.63000,-0.16000,0,Mass,,,,,0.283000,0.064000,-0.071000,0,,,,,,,,,,,,,1.44,0.03,-0.03,0,1.25,0.02,-0.02,0,,,,,,,,,10.0660000,0.0180000,-0.0180000
Kepler-650 b,1,Published Confirmed,3.03214559,0.00000331,-0.00000331,0,,,,,,,,,2.960,0.510,-0.450,0,0.264,0.045,-0.040,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,0.23,-0.21,0,1.08,0.08,-0.05,0,0.130,0.092,-0.084,0,6.460,1.000,-1.860,0,12.5250000,0.0230000,-0.0230000
Kepler-651 b,1,Published Confirmed,21.38521506,0.00003880,-0.00003880,0,,,,,,,,,2.370,0.220,-0.140,0,0.211,0.020,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.04,-0.03,0,0.92,0.03,-0.04,0,-0.040,0.107,-0.115,0,3.550,2.900,-1.870,0,12.7190000,0.0210000,-0.0210000
Kepler-652 b,1,Published Confirmed,4.18200253,0.00000172,-0.00000172,0,,,,,,,,,2.490,0.060,-0.050,0,0.222,0.005,-0.004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.02,-0.01,0,0.97,0.02,-0.02,0,0.170,0.056,-0.068,0,1.480,0.724,-0.367,0,12.1920000,0.0230000,-0.0230000
Kepler-653 b,1,Published Confirmed,14.70748976,0.00003759,-0.00003759,0,,,,,,,,,1.950,0.290,-0.260,0,0.174,0.026,-0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,0.17,-0.16,0,1.02,0.05,-0.04,0,0.230,0.077,-0.078,0,7.760,1.900,-2.880,0,12.1940000,0.0210000,-0.0210000
Kepler-653 c,1,Published Confirmed,0.90037648,0.00000363,-0.00000363,0,,,,,,,,,0.780,0.130,-0.120,0,0.070,0.012,-0.011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,0.17,-0.16,0,1.02,0.05,-0.04,0,0.230,0.077,-0.078,0,7.760,1.900,-2.880,0,12.1940000,0.0210000,-0.0210000
Kepler-654 b,1,Published Confirmed,13.72465129,0.00005006,-0.00005006,0,,,,,,,,,2.070,0.370,-0.260,0,0.185,0.033,-0.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,0.17,-0.11,0,1.04,0.05,-0.04,0,0.040,0.094,-0.090,0,5.370,1.940,-2.690,0,12.5160000,0.0230000,-0.0230000
Kepler-655 b,1,Published Confirmed,46.40633580,0.00016510,-0.00016510,0,,,,,,,,,2.710,0.410,-0.270,0,0.242,0.037,-0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,0.18,-0.12,0,1.15,0.06,-0.05,0,0.000,0.092,-0.103,0,3.390,0.947,-1.370,0,12.4950000,0.0210000,-0.0210000
Kepler-656 b,1,Published Confirmed,1.26025909,0.00000066,-0.00000066,0,,,,,,,,,3.120,0.210,-0.340,0,0.278,0.019,-0.030,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.05,-0.05,0,0.86,0.04,-0.04,0,-0.040,0.150,-0.172,0,4.370,6.030,-2.650,0,14.0540000,0.0270000,-0.0270000
Kepler-657 b,1,Published Confirmed,24.54350418,0.00006435,-0.00006435,0,,,,,,,,,3.520,0.690,-0.320,0,0.314,0.062,-0.029,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.20,-0.09,0,1.01,0.06,-0.06,0,0.030,0.138,-0.158,0,4.170,2.940,-2.430,0,14.1350000,0.0380000,-0.0380000
Kepler-658 b,1,Published Confirmed,1.28707676,0.00000119,-0.00000119,0,,,,,,,,,1.630,0.060,-0.060,0,0.145,0.005,-0.005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,0.02,-0.02,0,0.63,0.02,-0.03,0,-0.040,0.092,-0.104,0,3.090,4.200,-1.500,0,13.4410000,0.0260000,-0.0260000
Kepler-659 b,1,Published Confirmed,17.67179600,0.00005558,-0.00005558,0,,,,,,,,,2.500,0.330,-0.230,0,0.223,0.029,-0.021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.03,-0.04,0,0.79,0.03,-0.04,0,0.020,0.158,-0.178,0,3.240,6.010,-1.700,0,13.9630000,0.0260000,-0.0260000
Kepler-66 b,1,Published Confirmed,17.81581500,0.00007500,-0.00007500,0,0.135200,0.001700,-0.001700,0,,,,,2.800,0.160,-0.160,0,0.250,0.014,-0.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5600,0.2600,-0.2600,0,0.97,0.04,-0.04,0,1.04,0.04,-0.04,0,-0.200,0.100,-0.100,0,1.000,0.170,-0.170,0,14.0210000,0.0260000,-0.0260000
Kepler-660 b,1,Published Confirmed,9.27358194,0.00001178,-0.00001178,0,,,,,,,,,2.570,0.110,-0.170,0,0.229,0.010,-0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.03,-0.04,0,0.75,0.04,-0.05,0,-0.070,0.149,-0.182,0,4.570,6.000,-2.720,0,13.6720000,0.0270000,-0.0270000
Kepler-661 b,1,Published Confirmed,6.02930132,0.00000536,-0.00000536,0,,,,,,,,,3.070,0.120,-0.210,0,0.274,0.011,-0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.03,-0.04,0,0.70,0.03,-0.04,0,-0.050,0.164,-0.154,0,4.270,5.920,-2.460,0,14.0010000,0.0270000,-0.0270000
Kepler-662 b,1,Published Confirmed,21.67697486,0.00006711,-0.00006711,0,,,,,,,,,2.180,0.110,-0.120,0,0.194,0.010,-0.011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.03,-0.04,0,0.79,0.04,-0.04,0,-0.030,0.157,-0.171,0,3.630,6.300,-2.030,0,13.8100000,0.0270000,-0.0270000
Kepler-663 b,1,Published Confirmed,4.99678284,0.00001448,-0.00001448,0,,,,,,,,,2.600,0.200,-0.160,0,0.232,0.018,-0.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.06,-0.04,0,0.86,0.04,-0.04,0,0.030,0.147,-0.165,0,4.570,6.000,-2.830,0,14.4480000,0.0310000,-0.0310000
Kepler-664 b,1,Published Confirmed,2.52559332,0.00000367,-0.00000367,0,,,,,,,,,2.660,0.680,-0.250,0,0.237,0.061,-0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,0.26,-0.10,0,1.01,0.06,-0.05,0,0.070,0.146,-0.150,0,4.680,3.120,-2.890,0,14.3660000,0.0330000,-0.0330000
Kepler-665 b,1,Published Confirmed,16.01310205,0.00004308,-0.00004308,0,,,,,,,,,2.600,0.150,-0.150,0,0.232,0.013,-0.013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.03,-0.04,0,0.79,0.04,-0.04,0,-0.030,0.146,-0.168,0,4.680,6.060,-2.750,0,13.8550000,0.0250000,-0.0250000
Kepler-666 b,1,Published Confirmed,4.49876092,0.00001769,-0.00001769,0,,,,,,,,,2.400,0.580,-0.280,0,0.214,0.052,-0.025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.25,-0.12,0,1.03,0.09,-0.08,0,0.010,0.136,-0.173,0,3.800,2.730,-2.080,0,14.1990000,0.0290000,-0.0290000
Kepler-667 b,1,Published Confirmed,41.43962808,0.00008183,-0.00008183,0,,,,,,,,,4.730,0.390,-0.280,0,0.422,0.035,-0.025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.07,-0.05,0,0.91,0.04,-0.04,0,0.150,0.152,-0.158,0,4.680,6.240,-2.990,0,13.9480000,0.0250000,-0.0250000
Kepler-668 b,1,Published Confirmed,8.35390639,0.00001695,-0.00001695,0,,,,,,,,,2.700,0.230,-0.180,0,0.241,0.021,-0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.06,-0.05,0,0.87,0.04,-0.05,0,-0.060,0.151,-0.171,0,3.890,6.000,-2.360,0,13.9960000,0.0300000,-0.0300000
Kepler-669 b,1,Published Confirmed,4.12554687,0.00000310,-0.00000310,0,,,,,,,,,4.830,1.280,-0.550,0,0.431,0.114,-0.049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,0.32,-0.13,0,1.15,0.10,-0.07,0,0.140,0.147,-0.143,0,3.160,1.300,-1.550,0,14.3800000,0.0290000,-0.0290000
Kepler-67 b,1,Published Confirmed,15.72590000,0.00011000,-0.00011000,0,0.117100,0.001500,-0.001500,0,,,,,2.940,0.160,-0.160,0,0.262,0.014,-0.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3700,0.2100,-0.2100,0,0.78,0.03,-0.03,0,0.86,0.03,-0.03,0,-0.200,0.100,-0.100,0,1.000,0.170,-0.170,0,14.7410000,0.0340000,-0.0340000
Kepler-670 b,1,Published Confirmed,2.81650485,0.00000015,-0.00000015,0,,,,,,,,,13.180,2.940,-1.210,0,1.176,0.262,-0.108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.22,-0.09,0,0.99,0.05,-0.06,0,0.070,0.139,-0.149,0,4.790,3.690,-2.940,0,13.7320000,0.0230000,-0.0230000
Kepler-671 b,1,Published Confirmed,4.28095859,0.00000648,-0.00000648,0,,,,,,,,,2.690,0.490,-0.200,0,0.240,0.044,-0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.17,-0.07,0,0.97,0.05,-0.04,0,0.080,0.145,-0.137,0,4.470,4.890,-2.800,0,14.1210000,0.0250000,-0.0250000
Kepler-672 b,1,Published Confirmed,38.37746230,0.00015550,-0.00015550,0,,,,,,,,,2.500,0.320,-0.180,0,0.223,0.029,-0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.11,-0.06,0,0.95,0.04,-0.05,0,-0.010,0.149,-0.185,0,4.070,4.560,-2.410,0,13.9620000,0.0250000,-0.0250000
Kepler-673 b,1,Published Confirmed,3.72873109,0.00000093,-0.00000093,0,,,,,,,,,6.540,0.530,-0.480,0,0.583,0.047,-0.043,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0,0.000,0.149,-0.171,0,4.470,6.320,-2.760,0,14.1790000,0.0320000,-0.0320000
Kepler-674 b,1,Published Confirmed,2.24338185,0.00000272,-0.00000272,0,,,,,,,,,1.690,0.100,-0.070,0,0.151,0.009,-0.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.03,-0.02,0,0.60,0.04,-0.04,0,-0.270,0.143,-0.138,0,3.310,5.360,-1.740,0,13.2130000,0.0260000,-0.0260000
Kepler-675 b,1,Published Confirmed,2.33743801,0.00000207,-0.00000207,0,,,,,,,,,2.440,0.240,-0.160,0,0.218,0.021,-0.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.03,-0.04,0,0.79,0.04,-0.04,0,-0.050,0.147,-0.177,0,4.680,6.060,-2.760,0,13.8100000,0.0220000,-0.0220000
Kepler-676 b,1,Published Confirmed,11.59822172,0.00001399,-0.00001399,0,,,,,,,,,3.040,0.140,-0.340,0,0.271,0.012,-0.030,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.02,-0.03,0,0.51,0.02,-0.03,0,-0.020,0.087,-0.087,0,4.270,5.850,-2.520,0,13.4740000,0.0230000,-0.0230000
Kepler-677 b,1,Published Confirmed,6.57531678,0.00000369,-0.00000369,0,,,,,,,,,5.380,1.170,-0.420,0,0.480,0.104,-0.037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.21,-0.08,0,1.00,0.05,-0.05,0,0.060,0.143,-0.163,0,4.570,3.800,-2.800,0,14.0710000,0.0290000,-0.0290000
Kepler-678 b,1,Published Confirmed,7.27503724,0.00000427,-0.00000427,0,,,,,,,,,5.140,0.660,-0.350,0,0.459,0.059,-0.031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.12,-0.06,0,0.94,0.04,-0.05,0,0.070,0.157,-0.150,0,4.470,5.630,-2.810,0,13.7320000,0.0220000,-0.0220000
Kepler-679 b,1,Published Confirmed,12.39358604,0.00003829,-0.00003829,0,,,,,,,,,3.010,0.320,-0.390,0,0.269,0.029,-0.035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.07,-0.06,0,0.87,0.05,-0.05,0,-0.090,0.161,-0.185,0,4.470,6.270,-2.900,0,14.1960000,0.0250000,-0.0250000
Kepler-68 b,1,Published Confirmed,5.39875259,0.00000052,-0.00000052,0,0.061350,0.000430,-0.000430,0,8.03000,0.67000,-0.67000,0,2.357,0.023,-0.023,0,0.210,0.002,-0.002,0,8.03000,0.67000,-0.67000,0,0.02527,0.00211,-0.00211,0,Mass,3.37000,0.30000,-0.29000,0,0.090000,,,1,441.00,25.00,-25.00,0,1275,17,-17,0,,,,,1.26,0.01,-0.01,0,1.06,0.02,-0.02,0,0.110,0.060,-0.060,0,6.840,0.900,-1.040,0,8.9750000,0.0460000,-0.0460000
Kepler-68 c,1,Published Confirmed,9.60502700,0.00001300,-0.00001300,0,0.090080,0.000630,-0.000630,0,1.30000,,,1,0.979,0.019,-0.019,0,0.087,0.002,-0.002,0,1.30000,,,1,0.00409,,,1,Mass,7.50000,,,1,0.099000,,,1,204.00,12.00,-12.00,0,1052,14,-14,0,,,,,1.26,0.01,-0.01,0,1.06,0.02,-0.02,0,0.110,0.060,-0.060,0,6.840,0.900,-1.040,0,8.9750000,0.0460000,-0.0460000
Kepler-68 d,1,Published Confirmed,632.62000000,1.03000000,-1.03000000,0,1.469000,0.010000,-0.010000,0,238.05348,5.40308,-5.40308,0,,,,,,,,,,,,,0.74900,0.01700,-0.01700,0,Msini,,,,,0.102000,0.016000,-0.016000,0,,,,,,,,,,,,,1.26,0.01,-0.01,0,1.06,0.02,-0.02,0,0.110,0.060,-0.060,0,6.840,0.900,-1.040,0,8.9750000,0.0460000,-0.0460000
Kepler-68 e,1,Published Confirmed,3455.00000000,348.00000000,-169.00000000,0,4.600000,0.320000,-0.160000,0,86.44933,10.17051,-10.17051,0,,,,,,,,,,,,,0.27200,0.03200,-0.03200,0,Msini,,,,,0.330000,0.110000,-0.110000,0,,,,,,,,,,,,,1.26,0.01,-0.01,0,1.06,0.02,-0.02,0,0.110,0.060,-0.060,0,6.840,0.900,-1.040,0,8.9750000,0.0460000,-0.0460000
Kepler-680 b,1,Published Confirmed,3.68992629,0.00000943,-0.00000943,0,,,,,,,,,2.420,0.820,-0.250,0,0.216,0.073,-0.022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,0.38,-0.11,0,1.08,0.10,-0.06,0,0.130,0.152,-0.146,0,3.720,1.930,-2.010,0,14.0120000,0.0270000,-0.0270000
Kepler-681 b,1,Published Confirmed,26.39435646,0.00006078,-0.00006078,0,,,,,,,,,3.080,0.160,-0.160,0,0.275,0.014,-0.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.03,-0.04,0,0.80,0.04,-0.05,0,-0.040,0.151,-0.164,0,5.010,5.630,-2.950,0,13.7570000,0.0260000,-0.0260000
Kepler-682 b,1,Published Confirmed,12.61190667,0.00000646,-0.00000646,0,,,,,,,,,7.370,0.770,-0.500,0,0.658,0.069,-0.045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.09,-0.06,0,0.92,0.04,-0.05,0,-0.050,0.143,-0.172,0,3.980,5.180,-2.340,0,13.9420000,0.0260000,-0.0260000
Kepler-683 b,1,Published Confirmed,2.53918318,0.00000511,-0.00000511,0,,,,,,,,,1.970,0.340,-0.170,0,0.176,0.030,-0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.16,-0.08,0,0.96,0.06,-0.06,0,-0.030,0.144,-0.181,0,4.370,4.190,-2.560,0,13.8120000,0.0250000,-0.0250000
Kepler-684 b,1,Published Confirmed,6.77030201,0.00000886,-0.00000886,0,,,,,,,,,3.360,0.300,-0.300,0,0.300,0.027,-0.027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.08,-0.07,0,0.89,0.06,-0.06,0,-0.110,0.161,-0.194,0,4.370,5.680,-2.730,0,14.3180000,0.0280000,-0.0280000
Kepler-685 b,1,Published Confirmed,1.62552220,0.00000015,-0.00000015,0,,,,,,,,,10.580,3.060,-1.190,0,0.944,0.273,-0.106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,0.34,-0.13,0,1.11,0.11,-0.07,0,0.150,0.145,-0.154,0,3.390,1.600,-1.760,0,13.6560000,0.0260000,-0.0260000
