pl_name,default_flag,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,sy_dist,sy_disterr1,sy_disterr2,sy_jmag,sy_jmagerr1,sy_jmagerr2
55 Cnc e,1,Published Confirmed,0.73654740,0.00000130,-0.00000140,0,0.015440,0.000050,-0.000050,0,1.875,0.029,-0.029,0,0.167,0.003,-0.003,0,7.99000,0.32000,-0.33000,0,0.02514,0.00101,-0.00104,0,Mass,6.66000,0.43000,-0.40000,0,0.050000,0.030000,-0.030000,0,,,,,,,,,83.590,0.470,-0.440,0,0.3900,0.0300,-0.0300,0,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,,,,,4.43,0.02,-0.02,0,,,,,38.80,0.05,-0.05,0,12.5855000,0.0124000,-0.0123000,4.7680000,0.2440000,-0.2440000
BD+20 594 b,1,Published Confirmed,41.68550000,0.00300000,-0.00300000,0,,,,,2.578,0.112,-0.112,0,0.230,0.010,-0.010,0,22.24810,9.53490,-9.53490,0,0.07000,0.03000,-0.03000,0,Mass,,,,,0.000000,,,0,,,,,,,,,89.550,0.160,-0.160,0,,,,,5766.00,99.00,-99.00,0,1.08,0.06,-0.06,0,1.67,0.40,-0.40,0,-0.150,,,0,,,,,4.50,0.08,-0.08,0,,,,,,,,,179.4610000,1.2570000,-1.2400000,9.7700010,0.0220000,-0.0220000
CFHTWIR-Oph 98 b,1,Published Confirmed,8040000.00000000,470000.00000000,-470000.00000000,0,200.000000,6.000000,-6.000000,0,20.849,0.560,-0.560,0,1.860,0.050,-0.050,0,2479.06157,222.47988,-254.26273,0,7.80000,0.70000,-0.80000,0,Mass,,,,,,,,,,,,,1800,40,-40,0,,,,,,,,,2320.00,40.00,-40.00,0,0.24,0.01,-0.01,0,0.01,0.00,0.00,0,,,,,-2.850,0.060,-0.060,0,3.85,0.01,-0.01,0,0.003,,,0,,,,,,,,16.7750000,0.1760000,-0.1760000
COCONUTS-2 b,1,Published Confirmed,402000000.00000000,470000000.00000000,-100000000.00000000,0,7506.000000,5205.000000,-2060.000000,0,12.442,0.336,-0.336,0,1.110,0.030,-0.030,0,2002.31896,476.74261,-603.87397,0,6.30000,1.50000,-1.90000,0,Mass,,,,,,,,,,,,,434,9,-9,0,,,,,,,,,3406.00,69.00,-69.00,0,0.39,0.01,-0.01,0,0.37,0.02,-0.02,0,0.000,0.080,-0.080,0,-1.732,0.011,-0.011,0,4.83,0.03,-0.03,0,0.475,0.325,-0.325,0,2.83,0.28,-0.28,0,10.8864000,0.0041000,-0.0042000,7.4060000,0.0210000,-0.0210000
CoRoT-1 b,1,Published Confirmed,1.50895570,0.00000640,-0.00000640,0,,,,,16.700,0.900,-0.900,0,1.490,0.080,-0.080,0,327.35000,38.14000,-38.14000,0,1.03000,0.12000,-0.12000,0,Mass,0.38000,0.05000,-0.05000,0,0.000000,,,0,,,,,1898,50,-50,0,85.100,0.500,-0.500,0,,,,,5950.00,150.00,-150.00,0,1.11,0.05,-0.05,0,0.95,0.15,-0.15,0,-0.300,0.250,-0.250,0,,,,,4.25,0.30,-0.30,0,,,,,,,,,787.9090000,23.4910000,-23.4910000,12.4620000,0.0290000,-0.0290000
CoRoT-10 b,1,Published Confirmed,13.24060000,0.00020000,-0.00020000,0,0.105500,0.002100,-0.002100,0,10.870,0.780,-0.780,0,0.970,0.070,-0.070,0,874.00000,50.85000,-50.85000,0,2.75000,0.16000,-0.16000,0,Mass,3.70000,0.83000,-0.83000,0,0.530000,0.040000,-0.040000,0,,,,,600,23,-23,0,88.550,0.200,-0.200,0,0.8500,0.0300,-0.0300,0,5075.00,75.00,-75.00,0,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,0.260,0.070,-0.070,0,,,,,4.65,0.10,-0.10,0,3.000,,,1,,,,,338.3860000,3.9865000,-3.9865000,12.5270000,0.0250000,-0.0250000
CoRoT-11 b,1,Published Confirmed,2.99433000,0.00001100,-0.00001100,0,0.043600,0.005000,-0.005000,0,16.030,0.340,-0.340,0,1.430,0.030,-0.030,0,740.51000,108.06000,-108.06000,0,2.33000,0.34000,-0.34000,0,Mass,0.99000,0.15000,-0.15000,0,0.000000,,,0,,,,,1657,55,-55,0,83.170,0.150,-0.150,0,0.8180,0.0080,-0.0080,0,6440.00,120.00,-120.00,0,1.37,0.03,-0.03,0,1.27,0.05,-0.05,0,-0.030,0.080,-0.080,0,,,,,4.22,0.23,-0.23,0,2.000,1.000,-1.000,0,,,,,655.0370000,24.9470000,-23.2090000,11.5890000,0.0210000,-0.0210000
CoRoT-12 b,1,Published Confirmed,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,16.140,1.460,-1.460,0,1.440,0.130,-0.130,0,291.43800,22.24700,-20.65800,0,0.91700,0.07000,-0.06500,0,Mass,0.41100,0.12900,-0.09400,0,0.070000,0.063000,-0.042000,0,,,,,1442,58,-58,0,85.480,0.720,-0.770,0,0.5730,0.0270,-0.0300,0,5675.00,80.00,-80.00,0,1.12,0.10,-0.09,0,1.08,0.08,-0.07,0,0.160,0.100,-0.100,0,,,,,4.38,0.07,-0.06,0,6.300,3.100,-3.100,0,,,,,1126.3700000,55.7450000,-55.7450000,14.0240000,0.0320000,-0.0320000
CoRoT-13 b,1,Published Confirmed,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,9.920,0.157,-0.157,0,0.885,0.014,-0.014,0,415.70400,20.97600,-20.97600,0,1.30800,0.06600,-0.06600,0,Mass,2.34000,0.23000,-0.23000,0,0.000000,,,0,,,,,1700,,,0,88.020,0.340,-0.360,0,0.3740,0.0540,-0.0540,0,5945.00,90.00,-90.00,0,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0,0.010,0.070,-0.070,0,,,,,4.46,0.05,-0.05,0,1.635,1.515,-1.515,0,,,,,1148.9300000,62.1200000,-56.1500000,13.7100000,0.0240000,-0.0240000
CoRoT-14 b,1,Published Confirmed,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,12.220,0.780,-0.780,0,1.090,0.070,-0.070,0,2415.40000,190.70000,-190.70000,0,7.60000,0.60000,-0.60000,0,Mass,7.30000,1.50000,-1.50000,0,0.000000,,,0,,,,,1952,66,-66,0,79.600,0.800,-0.800,0,0.8600,0.0200,-0.0200,0,6035.00,100.00,-100.00,0,1.21,0.08,-0.08,0,1.13,0.09,-0.09,0,0.050,0.150,-0.150,0,,,,,4.35,0.15,-0.15,0,4.200,3.800,-3.800,0,,,,,1744.6000000,173.0300000,-144.9000000,14.3210000,0.0360000,-0.0360000
CoRoT-16 b,1,Published Confirmed,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,13.110,1.790,-1.570,0,1.170,0.160,-0.140,0,170.03200,27.01400,-26.37900,0,0.53500,0.08500,-0.08300,0,Mass,0.44000,0.21000,-0.14000,0,0.330000,0.090000,-0.100000,0,,,,,,,,,85.010,0.940,-1.200,0,0.8250,0.0300,-0.0390,0,5650.00,100.00,-100.00,0,1.19,0.14,-0.13,0,1.10,0.08,-0.08,0,0.190,0.060,-0.060,0,,,,,4.36,0.10,-0.10,0,6.730,2.800,-2.800,0,,,,,732.4090000,35.3440000,-32.2820000,13.4960000,0.0290000,-0.0290000
CoRoT-17 b,1,Published Confirmed,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,11.430,0.780,-0.780,0,1.020,0.070,-0.070,0,772.29000,95.34000,-95.34000,0,2.43000,0.30000,-0.30000,0,Mass,2.82000,0.38000,-0.38000,0,0.000000,,,0,,,,,1626,31,-31,0,88.340,1.540,-1.540,0,0.1800,0.1600,-0.1600,0,5740.00,80.00,-80.00,0,1.59,0.07,-0.07,0,1.04,0.10,-0.10,0,0.000,0.100,-0.100,0,,,,,4.40,0.10,-0.10,0,10.700,1.000,-1.000,0,,,,,1176.1200000,57.1700000,-52.1900000,13.1740000,0.0380000,-0.0380000
CoRoT-18 b,1,Published Confirmed,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,14.680,2.020,-2.020,0,1.310,0.180,-0.180,0,1102.82000,120.77000,-120.77000,0,3.47000,0.38000,-0.38000,0,Mass,2.20000,0.80000,-0.80000,0,0.080000,,,1,,,,,1550,90,-90,0,86.500,1.400,-0.900,0,0.4000,0.0800,-0.1400,0,5440.00,100.00,-100.00,0,1.00,0.13,-0.13,0,0.95,0.15,-0.15,0,-0.100,0.100,-0.100,0,,,,,4.40,0.10,-0.10,0,,,,,,,,,764.8890000,27.6140000,-25.7840000,13.4410000,0.0240000,-0.0240000
CoRoT-19 b,1,Published Confirmed,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,14.460,0.340,-0.340,0,1.290,0.030,-0.030,0,352.78000,19.07000,-19.07000,0,1.11000,0.06000,-0.06000,0,Mass,0.71000,0.06000,-0.06000,0,0.047000,0.045000,-0.045000,0,,,,,2000,150,-150,0,88.000,0.700,-0.700,0,0.2400,0.0800,-0.0800,0,6090.00,70.00,-70.00,0,1.65,0.04,-0.04,0,1.21,0.05,-0.05,0,-0.020,0.100,-0.100,0,0.544,0.024,-0.026,0,4.07,0.03,-0.03,0,5.000,1.000,-1.000,0,,,,,790.6630000,26.7370000,-25.0710000,12.3240000,0.0240000,-0.0240000
CoRoT-2 b,1,Published Confirmed,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,16.432,0.471,-0.493,0,1.466,0.042,-0.044,0,1102.82000,69.92000,-69.92000,0,3.47000,0.22000,-0.22000,0,Mass,1.47000,0.08000,-0.07400,0,0.014300,0.007700,-0.007600,0,,,,,,,,,88.080,0.180,-0.160,0,0.2210,0.0170,-0.0190,0,5625.00,120.00,-120.00,0,0.91,0.03,-0.03,0,0.96,0.08,-0.08,0,,,,,,,,,,,,,2.700,3.200,-2.700,0,,,,,213.2830000,2.4850000,-2.4300000,10.7830000,0.0280000,-0.0280000
CoRoT-21 b,1,Published Confirmed,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,14.572,1.569,-1.569,0,1.300,0.140,-0.140,0,718.29580,98.52730,-98.52730,0,2.26000,0.31000,-0.31000,0,Mass,1.36000,0.48000,-0.48000,0,0.000000,,,0,,,,,,,,,86.800,2.100,-2.100,0,0.2500,0.1700,-0.1700,0,6200.00,100.00,-100.00,0,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,0.000,0.100,-0.100,0,,,,,3.70,0.10,-0.10,0,4.100,0.100,-0.500,0,,,,,,,,14.3400000,0.0410000,-0.0410000
CoRoT-22 b,1,Published Confirmed,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,4.880,0.170,-0.390,0,0.435,0.015,-0.035,0,12.20000,14.00000,-8.80000,0,0.03800,0.04400,-0.02800,0,Mass,0.24900,1.00000,-0.09700,0,0.077000,0.300000,-0.042000,0,,,,,885,53,-280,0,89.749,0.032,-0.900,0,0.0120,0.3300,-0.0330,0,5939.00,54.00,-120.00,0,1.14,0.04,-0.09,0,1.10,0.05,-0.05,0,0.170,0.070,-0.120,0,,,,,4.36,0.07,-0.03,0,3.300,2.000,-2.000,0,,,,,627.1580000,11.1870000,-10.8080000,12.4140000,0.0270000,-0.0270000
CoRoT-23 b,1,Published Confirmed,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,11.770,1.460,-1.460,0,1.050,0.130,-0.130,0,889.90000,95.30000,-95.30000,0,2.80000,0.30000,-0.30000,0,Mass,3.00000,1.10000,-1.10000,0,0.160000,0.020000,-0.020000,0,,,,,1660,,,0,85.700,2.600,-1.500,0,0.5600,0.1000,-0.2300,0,5900.00,100.00,-100.00,0,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,0.050,0.100,-0.100,0,,,,,4.30,0.20,-0.20,0,7.200,1.500,-1.000,0,,,,,1060.9700000,45.4700000,-41.9400000,12.9440000,0.0260000,-0.0260000
CoRoT-24 b,1,Published Confirmed,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,3.700,0.400,-0.400,0,0.330,0.040,-0.040,0,5.70000,,,1,0.01800,,,1,Mass,0.90000,,,1,0.000000,,,0,,,,,1070,140,-140,0,86.500,2.000,-2.000,0,0.6500,0.3000,-0.3000,0,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,0.300,0.150,-0.150,0,,,,,4.55,0.15,-0.15,0,11.000,,,0,,,,,591.5550000,16.0430000,-15.2320000,13.5950000,0.0240000,-0.0240000
CoRoT-24 c,1,Published Confirmed,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,5.000,0.500,-0.500,0,0.440,0.040,-0.040,0,28.00000,11.00000,-11.00000,0,0.08800,0.03500,-0.03500,0,Mass,1.30000,0.50000,-0.40000,0,0.000000,,,0,,,,,850,80,-80,0,89.000,1.000,-1.600,0,0.3000,0.4000,-0.4000,0,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,0.300,0.150,-0.150,0,,,,,4.55,0.15,-0.15,0,11.000,,,0,,,,,591.5550000,16.0430000,-15.2320000,13.5950000,0.0240000,-0.0240000
CoRoT-25 b,1,Published Confirmed,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,12.110,3.400,-1.120,0,1.080,0.300,-0.100,0,85.81000,12.71000,-12.71000,0,0.27000,0.04000,-0.04000,0,Mass,0.15000,0.15000,-0.06000,0,0.000000,,,0,,,,,1330,80,-40,0,84.500,0.800,-0.300,0,0.9400,0.0400,-0.0200,0,6040.00,90.00,-90.00,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,-0.010,0.130,-0.130,0,,,,,4.31,0.05,-0.08,0,4.500,1.800,-2.000,0,,,,,1103.4800000,44.2800000,-41.0500000,13.3000000,0.0240000,-0.0240000
CoRoT-26 b,1,Published Confirmed,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,14.120,1.460,-0.780,0,1.260,0.130,-0.070,0,165.26000,15.89000,-15.89000,0,0.52000,0.05000,-0.05000,0,Mass,0.28000,0.09000,-0.07000,0,0.000000,,,0,,,,,1600,80,-70,0,86.800,2.200,-1.000,0,0.3300,0.0800,-0.2300,0,5590.00,100.00,-100.00,0,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,0.010,0.130,-0.130,0,,,,,3.99,0.05,-0.08,0,8.600,1.800,-0.900,0,,,,,1045.1800000,,,13.8130000,0.0270000,-0.0270000
CoRoT-27 b,1,Published Confirmed,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,11.287,0.493,-0.493,0,1.007,0.044,-0.044,0,3302.11000,174.80000,-174.80000,0,10.39000,0.55000,-0.55000,0,Mass,12.60000,1.92000,-1.67000,0,0.065000,,,1,,,,,1500,130,-130,0,86.700,1.200,-0.870,0,0.5400,0.0900,-0.1700,0,5900.00,120.00,-120.00,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,-0.100,0.100,-0.100,0,,,,,4.40,0.10,-0.10,0,4.210,2.720,-2.720,0,,,,,1010.2800000,69.2600000,-61.0360000,13.5710000,0.0270000,-0.0270000
CoRoT-28 b,1,Published Confirmed,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,10.705,0.740,-0.740,0,0.955,0.066,-0.066,0,153.82972,27.65121,-27.65121,0,0.48400,0.08700,-0.08700,0,Mass,0.69000,0.27000,-0.27000,0,0.047000,0.055000,-0.038000,0,,,,,,,,,88.100,0.800,-0.800,0,0.2400,0.0900,-0.0900,0,5150.00,100.00,-100.00,0,1.78,0.11,-0.11,0,1.01,0.14,-0.14,0,0.150,0.100,-0.100,0,,,,,3.60,0.20,-0.20,0,12.000,1.500,-1.500,0,,,,,766.1830000,14.6850000,-14.1520000,11.6010000,0.0230000,-0.0230000
CoRoT-29 b,1,Published Confirmed,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,10.088,1.793,-1.793,0,0.900,0.160,-0.160,0,270.15550,63.56600,-63.56600,0,0.85000,0.20000,-0.20000,0,Mass,1.45000,0.74000,-0.74000,0,0.082000,0.081000,-0.081000,0,,,,,,,,,87.300,2.700,-2.700,0,0.4300,0.4400,-0.4400,0,5260.00,100.00,-100.00,0,0.90,0.12,-0.12,0,0.97,0.14,-0.14,0,0.200,0.100,-0.100,0,,,,,4.30,0.20,-0.20,0,4.500,3.500,-3.500,0,,,,,806.5070000,44.0270000,-39.7600000,13.5650000,0.0210000,-0.0210000
CoRoT-3 b,1,Published Confirmed,4.25680000,0.00000500,-0.00000500,0,,,,,11.320,0.780,-0.780,0,1.010,0.070,-0.070,0,6883.91000,317.80000,-317.80000,0,21.66000,1.00000,-1.00000,0,Mass,26.40000,5.60000,-5.60000,0,0.000000,,,0,,,,,,,,,85.900,0.800,-0.800,0,0.5500,0.0800,-0.0800,0,6740.00,140.00,-140.00,0,1.56,0.09,-0.09,0,1.37,0.09,-0.09,0,,,,,,,,,4.22,0.07,-0.07,0,2.200,0.600,-0.600,0,,,,,768.7710000,30.7910000,-28.5450000,11.9360000,0.0300000,-0.0300000
CoRoT-30 b,1,Published Confirmed,9.06005000,0.00024000,-0.00024000,0,0.084400,0.001200,-0.001200,0,11.310,0.852,-0.852,0,1.009,0.076,-0.076,0,921.70700,69.92260,-69.92260,0,2.90000,0.22000,-0.22000,0,Mass,3.45000,0.65000,-0.65000,0,0.007000,0.031000,-0.031000,0,,,,,,,,,90.000,0.560,-0.560,0,0.0000,0.1600,-0.1600,0,5650.00,100.00,-100.00,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,0.020,0.100,-0.100,0,,,,,4.40,0.10,-0.10,0,3.000,3.700,-2.400,0,,,,,1032.2300000,48.5700000,-44.4670000,14.0190000,0.0290000,-0.0290000
CoRoT-31 b,1,Published Confirmed,4.62941000,0.00075000,-0.00075000,0,0.058600,0.003400,-0.003400,0,16.365,3.363,-3.363,0,1.460,0.300,-0.300,0,266.97720,108.06220,-108.06220,0,0.84000,0.34000,-0.34000,0,Mass,0.33000,0.18000,-0.18000,0,0.020000,0.160000,-0.160000,0,,,,,,,,,83.200,2.300,-2.300,0,0.8700,0.2700,-0.2700,0,5700.00,120.00,-120.00,0,2.15,0.56,-0.66,0,1.25,0.22,-0.21,0,0.000,0.100,-0.100,0,,,,,3.85,0.25,-0.25,0,4.700,4.700,-2.200,0,,,,,2005.7600000,169.7900000,-145.7100000,13.9080000,0.0260000,-0.0260000
CoRoT-35 b,1,Published Confirmed,3.22748000,0.00008000,-0.00008000,0,0.042900,0.000920,-0.000920,0,18.831,1.233,-1.233,0,1.680,0.110,-0.110,0,349.61125,117.59651,-117.59651,0,1.10000,0.37000,-0.37000,0,Mass,0.29000,0.11000,-0.11000,0,0.000000,,,0,,,,,1747,62,-62,0,84.100,0.100,-0.100,0,0.5800,0.0600,-0.0700,0,6390.00,130.00,-130.00,0,1.65,0.10,-0.11,0,1.01,0.07,-0.06,0,-0.500,0.100,-0.100,0,,,,,4.01,0.05,-0.05,0,6.100,1.300,-1.300,0,,,,,1123.2100000,55.9000000,-50.9200000,13.4300000,0.0280000,-0.0280000
CoRoT-36 b,1,Published Confirmed,5.61653100,0.00002300,-0.00002300,0,0.066000,0.007000,-0.007000,0,15.805,1.569,-1.569,0,1.410,0.140,-0.140,0,216.12332,149.37935,-136.66622,1,0.68000,0.47000,-0.43000,1,Mass,0.25000,0.17000,-0.17000,0,0.000000,,,0,,,,,1567,35,-35,0,85.830,0.260,-0.260,0,0.5730,0.0230,-0.0250,0,6730.00,140.00,-140.00,0,1.52,0.20,-0.10,0,1.32,0.09,-0.09,0,-0.100,0.100,-0.100,0,,,,,4.16,0.06,-0.06,0,2.100,0.600,-0.500,0,,,,,925.9580000,27.7960000,-26.2470000,11.8590000,0.0260000,-0.0260000
CoRoT-4 b,1,Published Confirmed,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,13.340,0.670,-0.560,0,1.190,0.060,-0.050,0,228.83000,25.43000,-25.43000,0,0.72000,0.08000,-0.08000,0,Mass,0.52500,0.15000,-0.15000,0,0.000000,0.100000,-0.100000,0,,,,,1074,19,-19,0,90.000,0.000,-0.085,0,,,,,6190.00,60.00,-60.00,0,1.17,0.01,-0.03,0,1.16,0.03,-0.02,0,,,,,,,,,4.41,0.05,-0.05,0,1.000,1.000,-0.300,0,,,,,726.4120000,15.1810000,-14.5820000,12.6190000,0.0260000,-0.0260000
CoRoT-5 b,1,Published Confirmed,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,15.558,0.516,-0.527,0,1.388,0.046,-0.047,0,148.42000,14.93700,-7.62800,0,0.46700,0.04700,-0.02400,0,Mass,0.21700,0.03100,-0.02500,0,0.090000,0.090000,-0.040000,0,,,,,1438,39,-39,0,85.830,0.990,-1.380,0,0.7550,0.0170,-0.0220,0,6100.00,65.00,-65.00,0,1.19,0.04,-0.04,0,1.00,0.02,-0.02,0,-0.250,0.060,-0.060,0,,,,,4.19,0.03,-0.03,0,6.900,1.400,-1.400,0,,,,,882.4720000,25.6200000,-25.6200000,12.8710000,0.0240000,-0.0240000
CoRoT-6 b,1,Published Confirmed,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,13.068,0.392,-0.392,0,1.166,0.035,-0.035,0,940.74000,108.06000,-108.06000,0,2.96000,0.34000,-0.34000,0,Mass,2.32000,0.31000,-0.31000,0,0.100000,,,1,,,,,1017,19,-19,0,89.070,0.300,-0.300,0,0.2910,0.0910,-0.0910,0,6090.00,70.00,-70.00,0,1.02,0.03,-0.03,0,1.05,0.05,-0.05,0,-0.200,0.100,-0.100,0,,,,,4.43,0.10,-0.10,0,,,,,,,,,645.2940000,12.4530000,-11.9970000,12.5180000,0.0240000,-0.0240000
CoRoT-7 b,1,Published Confirmed,0.85359163,0.00000001,-0.00000001,0,,,,,1.681,0.112,-0.112,0,0.150,0.010,-0.010,0,4.07661,1.01982,-1.01982,0,0.01283,0.00321,-0.00321,0,Mass,,,,,0.000000,,,0,,,,,,,,,80.100,0.300,-0.300,0,,,,,5275.00,75.00,-75.00,0,0.83,0.04,-0.04,0,0.82,0.17,-0.17,0,0.050,,,0,,,,,4.50,0.10,-0.10,0,,,,,,,,,159.9060000,0.9170000,-0.9060000,10.3010000,0.0240000,-0.0240000
CoRoT-8 b,1,Published Confirmed,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,6.390,0.220,-0.220,0,0.570,0.020,-0.020,0,69.92000,9.53000,-9.53000,0,0.22000,0.03000,-0.03000,0,Mass,1.60000,0.10000,-0.10000,0,0.000000,,,0,,,,,,,,,88.400,0.100,-0.100,0,0.4900,0.0400,-0.0400,0,5080.00,80.00,-80.00,0,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0,0.300,0.100,-0.100,0,,,,,4.58,0.08,-0.08,0,3.000,,,1,,,,,322.0370000,2.7140000,-2.7140000,12.1540000,0.0230000,-0.0230000
CoRoT-9 b,1,Published Confirmed,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,11.949,0.841,-0.706,0,1.066,0.075,-0.063,0,266.97720,15.89150,-15.89150,0,0.84000,0.05000,-0.05000,0,Mass,0.86000,0.18000,-0.16000,0,0.133000,0.042000,-0.037000,0,,,,,420,16,-16,0,89.900,0.066,-0.084,0,0.1600,0.1100,-0.0900,0,5625.00,80.00,-80.00,0,0.96,0.06,-0.06,0,0.96,0.04,-0.04,0,-0.010,0.060,-0.060,0,,,,,4.54,0.09,-0.09,0,6.000,3.000,-3.000,0,,,,,412.9800000,4.7250000,-4.6220000,12.1750000,0.0280000,-0.0280000
CoRoTID 223977153 b,1,Published Confirmed,6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,6.389,0.673,-0.560,0,0.570,0.060,-0.050,0,47.67450,31.78300,-31.78300,0,0.15000,0.10000,-0.10000,0,Mass,1.10000,1.30000,-0.80000,0,,,,,132.26,36.74,-29.39,0,938,65,-52,0,89.000,0.500,-0.500,0,0.4000,0.1000,-0.2000,0,5970.00,100.00,-100.00,0,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0,0.000,0.200,-0.200,0,-0.155,0.109,-0.146,0,4.67,0.11,-0.08,0,,,,,,,,,576.6830000,10.4360000,-10.4360000,12.5190000,0.0240000,-0.0240000
EPIC 220674823 b,1,Published Confirmed,0.57129200,0.00001200,-0.00001200,0,0.013260,0.000280,-0.000230,0,1.725,0.039,-0.039,0,0.154,0.003,-0.003,0,8.21000,0.76000,-0.74000,0,0.02583,0.00239,-0.00233,0,Mass,8.77000,1.00000,-0.94000,0,0.000000,,,0,4670.00,300.00,-300.00,0,2300,36,-36,0,86.400,2.500,-4.100,0,,,,,5532.00,62.00,-62.00,0,0.99,0.01,-0.01,0,0.95,0.06,-0.05,0,0.110,0.050,-0.050,0,,,,,,,,,7.500,3.800,-4.000,0,,,,,244.5900000,3.0440000,-2.9720000,10.7700000,0.0230000,-0.0230000
EPIC 220674823 c,1,Published Confirmed,13.33970000,0.00096000,-0.00096000,0,0.108300,0.002300,-0.001800,0,2.836,0.086,-0.073,0,0.253,0.008,-0.007,0,8.90000,2.40000,-2.40000,0,0.02800,0.00755,-0.00755,0,Mass,2.12000,0.58000,-0.57000,0,0.130000,,,1,70.00,4.50,-4.50,0,805,12,-12,0,89.350,0.430,-0.460,0,,,,,5532.00,62.00,-62.00,0,0.99,0.01,-0.01,0,0.95,0.06,-0.05,0,0.110,0.050,-0.050,0,,,,,,,,,7.500,3.800,-4.000,0,,,,,244.5900000,3.0440000,-2.9720000,10.7700000,0.0230000,-0.0230000
EPIC 229004835 b,1,Published Confirmed,16.14113200,0.00001900,-0.00001900,0,0.123700,0.001700,-0.001700,0,2.332,0.080,-0.094,0,0.208,0.007,-0.008,0,10.40000,1.60000,-1.50000,0,0.03272,0.00503,-0.00472,0,Mass,4.49000,0.92000,-0.81000,0,0.230000,,,1,69.70,3.70,-3.70,0,804,10,-10,0,88.080,0.260,-0.240,0,,,,,5868.00,60.00,-60.00,0,1.00,0.01,-0.01,0,0.97,0.04,-0.04,0,-0.120,0.050,-0.050,0,,,,,,,,,4.900,1.900,-1.700,0,,,,,121.9710000,0.8790000,-0.8660000,9.0610000,0.0320000,-0.0320000
