pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
K2-138 b,1,6,Transit,2017,K2,Published Confirmed,2.35309000,0.00022000,-0.00022000,0,0.033850,0.000230,-0.000290,0,1.510,0.110,-0.084,0,0.135,0.010,-0.007,0,3.10000,1.05000,-1.05000,0,0.00975,0.00330,-0.00330,0,4.90000,2.00000,-1.70000,0,0.048000,0.054000,-0.033000,0,,,,,,,,,0.4190,0.1640,-0.1810,0,,,,,0.01600,0.00083,-0.00076,0,,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0
K2-138 c,1,6,Transit,2017,K2,Published Confirmed,3.56004000,0.00012000,-0.00011000,0,0.044610,0.000300,-0.000380,0,2.299,0.120,-0.087,0,0.205,0.011,-0.008,0,6.31000,1.13000,-1.23000,0,0.01985,0.00356,-0.00387,0,2.80000,0.70000,-0.60000,0,0.045000,0.051000,-0.032000,0,,,,,,,,,0.3690,0.1300,-0.1360,0,,,,,0.02439,0.00065,-0.00059,0,,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0
K2-138 d,1,6,Transit,2017,K2,Published Confirmed,5.40479000,0.00021000,-0.00021000,0,0.058930,0.000400,-0.000500,0,2.390,0.104,-0.084,0,0.213,0.009,-0.007,0,7.92000,1.39000,-1.35000,0,0.02492,0.00437,-0.00425,0,3.10000,0.70000,-0.60000,0,0.043000,0.041000,-0.030000,0,,,,,,,,,0.2410,0.1590,-0.1520,0,,,,,0.02532,0.00067,-0.00063,0,,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0
K2-138 e,1,6,Transit,2017,K2,Published Confirmed,8.26146000,0.00021000,-0.00022000,0,0.078200,0.000530,-0.000660,0,3.390,0.156,-0.110,0,0.302,0.014,-0.010,0,12.97000,1.98000,-1.99000,0,0.04081,0.00623,-0.00626,0,1.80000,0.40000,-0.30000,0,0.077000,0.048000,-0.049000,0,,,,,,,,,0.4680,0.0960,-0.1260,0,,,,,0.03599,0.00081,-0.00073,0,,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0
K2-138 f,1,6,Transit,2017,K2,Published Confirmed,12.75758000,0.00050000,-0.00048000,0,0.104470,0.000700,-0.000880,0,2.904,0.164,-0.111,0,0.259,0.015,-0.010,0,1.63000,2.12000,-1.18000,0,0.00513,0.00667,-0.00371,0,0.40000,0.50000,-0.30000,0,0.062000,0.064000,-0.043000,0,,,,,,,,,0.5600,0.0790,-0.1120,0,,,,,0.03085,0.00088,-0.00089,0,,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0
K2-138 g,1,6,Transit,2021,K2,Published Confirmed,41.96797000,0.00843000,-0.00725000,0,0.231090,0.001540,-0.001960,0,3.013,0.303,-0.251,0,0.269,0.027,-0.022,0,4.32000,5.26000,-3.03000,0,0.01359,0.01655,-0.00953,0,0.90000,1.10000,-0.60000,0,0.059000,0.063000,-0.040000,0,,,,,,,,,0.5580,0.2840,-0.3560,0,,,,,0.03187,0.00295,-0.00250,0,,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0
K2-139 b,1,1,Transit,2017,K2,Published Confirmed,28.38236000,0.00026000,-0.00026000,0,0.179000,0.021000,-0.027000,0,9.057,0.381,-0.370,0,0.808,0.034,-0.033,0,123.00021,26.37989,-23.83725,0,0.38700,0.08300,-0.07500,0,0.91000,0.24000,-0.20000,0,0.120000,0.120000,-0.080000,0,,,,,565,48,-32,0,0.3000,0.2100,-0.1900,0,,,,,0.09610,0.00230,-0.00150,0,K0 V,5340.00,110.00,-110.00,0,0.86,0.03,-0.03,0,0.92,0.03,-0.03,0,0.220,0.080,-0.080,0
K2-140 b,1,1,Transit,2017,K2,Published Confirmed,6.56930000,0.00001700,-0.00002000,0,0.059100,0.003400,-0.003400,0,12.274,0.202,-0.202,0,1.095,0.018,-0.018,0,323.86877,22.24810,-22.24810,0,1.01900,0.07000,-0.07000,0,0.96300,0.08200,-0.08200,0,0.120000,0.056000,-0.046000,0,188.50,7.70,-7.70,0,1114,34,-34,0,0.3300,0.1400,-0.1400,0,,,,,0.11400,0.00150,-0.00120,0,G5,5654.00,55.00,-55.00,0,0.99,0.01,-0.01,0,1.00,0.02,-0.02,0,0.120,0.045,-0.045,0
K2-140 b,1,1,Transit,2017,K2,Published Confirmed,6.56918800,0.00003100,-0.00003100,0,0.068000,0.001000,-0.001000,0,13.563,1.009,-1.009,0,1.210,0.090,-0.090,0,295.58042,12.71314,-12.71314,0,0.93000,0.04000,-0.04000,0,0.66000,0.18000,-0.18000,0,0.000000,,,0,204.00,10.00,-10.00,0,962,28,-28,0,0.4200,0.0400,-0.0400,0,1.557000,0.002000,-0.002000,0,0.11700,0.00100,-0.00100,0,G6 V,5585.00,120.00,-120.00,0,1.06,0.07,-0.06,0,0.96,0.06,-0.04,0,0.100,0.100,-0.100,0
K2-141 b,1,2,Transit,2018,K2,Published Confirmed,0.28000000,,,0,,,,,1.493,0.041,-0.035,0,0.133,0.004,-0.003,0,5.16000,0.35000,-0.34000,0,0.01624,0.00110,-0.00107,0,8.50000,1.30000,-1.20000,0,,,,,,,,,,,,,,,,,,,,,0.01993,0.00052,-0.00042,0,,4599.00,79.00,-79.00,0,0.69,0.01,-0.01,0,0.71,0.02,-0.01,0,0.060,0.080,-0.100,0
K2-141 b,1,2,Transit,2018,K2,Published Confirmed,0.28032260,0.00000130,-0.00000130,0,0.007160,0.000550,-0.000650,0,1.540,0.100,-0.090,0,0.137,0.009,-0.008,0,5.31000,0.46000,-0.46000,0,0.01671,0.00145,-0.00145,0,8.00000,1.83000,-1.45000,0,0.000000,,,0,,,,,2039,87,-48,0,-0.0100,0.3800,-0.3500,0,,,,,0.02088,0.00053,-0.00039,0,K7 V,4373.00,57.00,-57.00,0,0.67,0.04,-0.04,0,0.66,0.02,-0.02,0,0.030,0.100,-0.100,0
K2-141 b,1,2,Transit,2018,K2,Published Confirmed,0.28032440,0.00000150,-0.00000150,0,,,,,1.510,0.050,-0.050,0,0.135,0.004,-0.004,0,5.08000,0.41000,-0.41000,0,0.01598,0.00129,-0.00129,0,8.20000,1.10000,-1.10000,0,0.000000,,,0,,,,,,,,,,,,,,,,,0.02037,0.00046,-0.00046,0,,4599.00,79.00,-79.00,0,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0,-0.060,0.080,-0.100,0
K2-141 c,1,2,Transit,2018,K2,Published Confirmed,7.74850000,0.00022000,-0.00022000,0,,,,,7.000,4.600,-2.800,0,0.624,0.410,-0.250,0,7.40000,,,1,0.02328,,,1,,,,,0.000000,,,0,,,,,,,,,,,,,,,,,0.09400,0.06100,-0.03700,0,,4599.00,79.00,-79.00,0,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0,-0.060,0.080,-0.100,0
K2-146 b,1,2,Transit,2018,K2,Published Confirmed,2.64460000,0.00006000,-0.00006000,0,,,,,2.050,0.060,-0.060,0,0.183,0.005,-0.005,0,5.77000,0.18000,-0.18000,0,0.01816,0.00024,-0.00024,0,3.69000,0.21000,-0.21000,0,0.129000,0.019000,-0.019000,0,,,,,,,,,,,,,,,,,0.05720,0.00050,-0.00050,0,,3385.00,70.00,-70.00,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,,,,
K2-146 b,1,2,Transit,2018,K2,Published Confirmed,2.66980000,0.00010000,-0.00010000,0,0.024800,0.000200,-0.000200,0,2.250,0.100,-0.100,0,0.201,0.009,-0.009,0,5.60000,0.70000,-0.70000,0,0.01762,0.00220,-0.00220,0,2.70200,0.49400,-0.49400,0,0.140000,0.070000,-0.070000,0,,,,,,,,,0.3910,0.0690,-0.0690,0,,,,,0.05890,0.00140,-0.00140,0,M3.0 V,3385.00,70.00,-70.00,0,0.35,0.04,-0.04,0,0.36,0.04,-0.04,0,-0.020,0.120,-0.120,0
K2-146 c,1,2,Transit,2019,K2,Published Confirmed,3.96630000,0.00020000,-0.00002000,0,0.032700,0.000600,-0.000600,0,2.590,1.810,-0.390,0,0.231,0.161,-0.035,0,7.10000,0.90000,-0.90000,0,0.02234,0.00283,-0.00283,0,2.24600,1.88300,-1.84600,0,0.160000,0.070000,-0.070000,0,,,,,,,,,0.9300,0.0970,-0.0970,0,,,,,0.06800,0.12260,-0.02540,0,M3.0 V,3385.00,70.00,-70.00,0,0.35,0.04,-0.04,0,0.36,0.04,-0.04,0,-0.020,0.120,-0.120,0
K2-146 c,1,2,Transit,2019,K2,Published Confirmed,4.00498000,0.00011000,-0.00011000,0,,,,,2.190,0.070,-0.070,0,0.195,0.006,-0.006,0,7.49000,0.24000,-0.24000,0,0.02358,0.00031,-0.00031,0,3.92000,0.27000,-0.27000,0,0.075000,0.016000,-0.016000,0,,,,,,,,,,,,,,,,,0.06120,0.00090,-0.00090,0,,3385.00,70.00,-70.00,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,,,,
K2-18 b,1,2,Transit,2015,K2,Published Confirmed,32.94004500,0.00001000,-0.00001000,0,0.159100,0.000460,-0.000470,0,2.610,0.087,-0.087,0,0.233,0.008,-0.008,0,8.63000,1.35000,-1.35000,0,0.02715,0.00425,-0.00425,0,2.67000,0.52000,-0.47000,0,,,,,1.00,0.08,-0.08,0,255,4,-4,0,0.6410,0.0150,-0.0150,0,,,,,0.05375,0.00012,-0.00012,0,,3457.00,39.00,-39.00,0,0.44,0.01,-0.01,0,0.50,0.00,0.00,0,,,,
K2-18 b,1,2,Transit,2015,K2,Published Confirmed,32.93963000,0.00010000,-0.00010000,0,0.143000,0.006000,-0.006000,0,2.380,0.220,-0.220,0,0.212,0.020,-0.020,0,7.96000,1.91000,-1.91000,0,0.02504,0.00601,-0.00601,0,3.30000,1.20000,-1.20000,0,0.430000,,,1,,,,,235,9,-9,0,,,,,,,,,,,,,,3457.00,39.00,-39.00,0,0.41,0.04,-0.04,0,0.36,0.05,-0.05,0,,,,
K2-18 b,1,2,Transit,2015,K2,Published Confirmed,32.93962300,0.00009500,-0.00010000,0,0.142900,0.006000,-0.006500,0,2.370,0.220,-0.220,0,0.211,0.020,-0.020,0,8.92000,1.70000,-1.60000,0,0.02807,0.00535,-0.00503,0,4.11000,1.72000,-1.18000,0,0.200000,0.080000,-0.080000,0,,,,,284,15,-15,0,,,,,,,,,,,,,,3457.00,39.00,-39.00,0,0.41,0.04,-0.04,0,0.36,0.05,-0.05,0,0.120,0.160,-0.160,0
K2-180 b,1,1,Transit,2018,K2,Published Confirmed,8.86650000,0.00030000,-0.00030000,0,0.075000,0.001000,-0.001000,0,2.242,0.123,-0.123,0,0.200,0.011,-0.011,0,11.44182,1.90697,-1.90697,0,0.03600,0.00600,-0.00600,0,5.60000,1.90000,-1.90000,0,0.000000,,,0,67.00,14.00,-14.00,0,729,49,-49,0,0.4000,0.2000,-0.2000,0,0.120000,0.050000,-0.050000,0,0.02970,0.00080,-0.00080,0,K2 V,5110.00,107.00,-107.00,0,0.69,0.02,-0.02,0,0.71,0.03,-0.03,0,-0.650,0.100,-0.100,0
K2-182 b,1,1,Transit,2018,K2,Published Confirmed,4.73696830,0.00000230,-0.00000230,0,0.052600,0.000300,-0.000300,0,2.690,0.070,-0.050,0,0.240,0.006,-0.004,0,20.00000,5.00000,-5.00000,0,0.06293,0.01573,-0.01573,0,5.60000,1.40000,-1.40000,0,0.040000,0.190000,-0.030000,0,146.90,12.60,-11.80,0,969,20,-20,0,0.2000,0.1900,-0.1300,0,,,,,0.03111,0.00063,-0.00052,0,,5170.00,100.00,-100.00,0,0.79,0.01,-0.01,0,0.86,0.02,-0.02,0,0.120,0.060,-0.060,0
K2-19 b,1,3,Transit,2015,K2,Published Confirmed,7.92110100,0.00006900,-0.00006900,0,0.076200,0.002200,-0.002200,0,7.460,0.760,-0.760,0,0.666,0.068,-0.068,0,44.00000,12.00000,-12.00000,0,0.13844,0.03776,-0.03776,0,0.49200,0.26000,-0.09200,0,0.119000,0.082000,-0.035000,0,,,,,,,,,,,,,,,,,0.07451,0.00140,-0.00045,0,,5390.00,180.00,-180.00,0,0.91,0.09,-0.09,0,0.95,0.08,-0.08,0,0.190,0.120,-0.120,0
K2-19 b,1,3,Transit,2015,K2,Published Confirmed,7.91940000,0.00005000,-0.00005000,0,,,,,7.740,0.390,-0.390,0,0.691,0.035,-0.035,0,28.50000,5.40000,-5.00000,0,0.08967,0.01699,-0.01573,0,0.33400,0.08100,-0.07700,0,0.000000,,,0,,,,,,,,,,,,,,,,,,,,,,5430.00,60.00,-60.00,0,0.86,0.04,-0.04,0,0.93,0.05,-0.05,0,0.100,0.040,-0.040,0
K2-19 b,1,3,Transit,2015,K2,Published Confirmed,7.92220000,0.00010000,-0.00010000,0,,,,,7.000,0.200,-0.200,0,0.624,0.018,-0.018,0,32.40000,1.70000,-1.70000,0,0.10194,0.00535,-0.00535,0,,,,,0.200000,0.030000,-0.030000,0,,,,,,,,,,,,,,,,,0.07770,0.00060,-0.00060,0,,5322.00,100.00,-100.00,0,0.82,0.03,-0.03,0,0.88,0.03,-0.03,0,0.060,0.050,-0.050,0
K2-19 c,1,3,Transit,2015,K2,Published Confirmed,11.90727000,0.00058000,-0.00058000,0,0.100100,0.002900,-0.002900,0,4.510,0.470,-0.470,0,0.402,0.042,-0.042,0,15.90000,7.70000,-2.80000,0,0.05003,0.02423,-0.00881,0,0.94000,0.46000,-0.19000,0,,,,,,,,,,,,,,,,,,,,,0.04515,0.00073,-0.00073,0,,5390.00,180.00,-180.00,0,0.91,0.09,-0.09,0,0.95,0.08,-0.08,0,0.190,0.120,-0.120,0
K2-19 c,1,3,Transit,2015,K2,Published Confirmed,11.90715000,0.00150000,-0.00150000,0,,,,,4.860,0.620,-0.440,0,0.434,0.055,-0.039,0,25.60000,7.10000,-7.10000,0,0.08055,0.02234,-0.02234,0,1.18000,0.57000,-0.57000,0,0.000000,,,0,,,,,,,,,,,,,,,,,,,,,,5430.00,60.00,-60.00,0,0.86,0.04,-0.04,0,0.93,0.05,-0.05,0,0.100,0.040,-0.040,0
K2-19 c,1,3,Transit,2015,K2,Published Confirmed,11.89930000,0.00080000,-0.00080000,0,,,,,4.100,0.200,-0.200,0,0.366,0.018,-0.018,0,10.80000,0.60000,-0.60000,0,0.03398,0.00189,-0.00189,0,,,,,0.210000,0.030000,-0.030000,0,,,,,,,,,,,,,,,,,0.04580,0.00040,-0.00040,0,,5322.00,100.00,-100.00,0,0.82,0.03,-0.03,0,0.88,0.03,-0.03,0,0.060,0.050,-0.050,0
K2-19 d,1,3,Transit,2016,K2,Published Confirmed,2.50810000,0.00020000,-0.00020000,0,,,,,1.110,0.050,-0.050,0,0.099,0.004,-0.004,0,10.00000,,,1,0.03146,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.01240,0.00040,-0.00040,0,,5322.00,100.00,-100.00,0,0.82,0.03,-0.03,0,0.88,0.03,-0.03,0,0.060,0.050,-0.050,0
K2-19 d,1,3,Transit,2016,K2,Published Confirmed,2.50856000,0.00041000,-0.00041000,0,,,,,1.140,0.130,-0.130,0,0.102,0.012,-0.012,0,14.00000,,,1,0.04405,,,1,51.40000,,,1,0.000000,,,0,,,,,,,,,,,,,,,,,,,,,,5430.00,60.00,-60.00,0,0.86,0.04,-0.04,0,0.93,0.05,-0.05,0,0.100,0.040,-0.040,0
K2-199 b,1,2,Transit,2018,K2,Published Confirmed,3.22539930,0.00000240,-0.00000240,0,0.038200,0.000400,-0.000400,0,1.730,0.050,-0.040,0,0.154,0.004,-0.004,0,6.90000,1.80000,-1.80000,0,0.02171,0.00566,-0.00566,0,7.20000,2.10000,-2.00000,0,0.020000,0.030000,-0.020000,0,116.20,12.00,-11.00,0,913,23,-23,0,0.2500,0.1200,-0.1500,0,,,,,0.02346,0.00043,-0.00038,0,,4491.00,100.00,-100.00,0,0.68,0.01,-0.01,0,0.71,0.02,-0.02,0,-0.010,0.090,-0.090,0
K2-199 c,1,2,Transit,2018,K2,Published Confirmed,7.37448970,0.00000370,-0.00000370,0,0.066200,0.000700,-0.000700,0,2.850,0.100,-0.090,0,0.254,0.009,-0.008,0,12.40000,2.30000,-2.30000,0,0.03901,0.00724,-0.00724,0,2.90000,0.70000,-0.60000,0,0.030000,0.060000,-0.030000,0,38.60,4.00,-4.00,0,694,17,-17,0,0.4900,0.0600,-0.0800,0,,,,,0.03846,0.00089,-0.00077,0,,4491.00,100.00,-100.00,0,0.68,0.01,-0.01,0,0.71,0.02,-0.02,0,-0.010,0.090,-0.090,0
K2-216 b,1,1,Transit,2018,K2,Published Confirmed,2.17480000,0.00005000,-0.00005000,0,0.028000,0.003000,-0.007000,0,1.750,0.170,-0.100,0,0.156,0.015,-0.009,0,8.00000,1.60000,-1.60000,0,0.02517,0.00503,-0.00503,0,8.20000,2.80000,-2.20000,0,0.000000,,,0,248.00,220.00,-48.00,0,1103,180,-56,0,0.4500,0.3100,-0.3100,0,,,,,0.02210,0.00220,-0.00070,0,K5 V,4503.00,69.00,-69.00,0,0.72,0.03,-0.03,0,0.70,0.03,-0.03,0,0.000,0.070,-0.070,0
K2-22 b,2,1,Transit,2015,K2,Published Confirmed,0.38107800,0.00000100,-0.00000100,0,0.008800,0.000800,-0.000800,0,2.500,0.400,-0.400,1,0.223,0.036,-0.036,1,444.96200,,,1,1.40000,,,1,,,,,,,,,,,,,2100,,,0,0.6500,0.0800,-0.1300,0,,,,,,,,,M0 V,3830.00,100.00,-100.00,0,0.57,0.06,-0.06,0,0.60,0.07,-0.07,0,0.030,0.080,-0.080,0
K2-229 b,1,2,Transit,2018,K2,Published Confirmed,0.58400000,,,0,,,,,1.197,0.045,-0.048,0,0.107,0.004,-0.004,0,2.49000,0.42000,-0.43000,0,0.00783,0.00132,-0.00135,0,8.00000,2.20000,-2.30000,0,,,,,,,,,,,,,,,,,,,,,0.01403,0.00048,-0.00052,0,,5185.00,32.00,-32.00,0,0.78,0.01,-0.01,0,0.80,0.04,-0.05,0,-0.060,0.020,-0.020,0
K2-229 b,1,2,Transit,2018,K2,Published Confirmed,0.58424900,0.00001400,-0.00001400,0,0.012888,0.000130,-0.000130,0,1.164,0.066,-0.048,0,0.104,0.006,-0.004,0,2.59000,0.43000,-0.43000,0,0.00815,0.00135,-0.00135,0,8.90000,2.10000,-2.10000,0,0.000000,,,0,,,,,1960,40,-40,0,,,,,,,,,,,,,,5185.00,32.00,-32.00,0,0.79,0.03,-0.02,0,0.84,0.02,-0.03,0,-0.060,0.020,-0.020,0
K2-229 c,1,2,Transit,2018,K2,Published Confirmed,8.32834000,0.00045000,-0.00045000,0,0.075770,0.000760,-0.000760,0,2.120,0.110,-0.080,0,0.189,0.010,-0.007,0,21.30000,,,1,0.06702,,,1,12.80000,,,1,0.000000,,,0,,,,,800,20,-20,0,,,,,,,,,,,,,,5185.00,32.00,-32.00,0,0.79,0.03,-0.02,0,0.84,0.02,-0.03,0,-0.060,0.020,-0.020,0
K2-232 b,1,1,Transit,2018,K2,Published Confirmed,11.16845900,0.00001700,-0.00001700,0,0.099100,0.002200,-0.002100,0,11.859,0.258,-0.247,0,1.058,0.023,-0.022,0,123.00021,13.98452,-13.34886,0,0.38700,0.04400,-0.04200,0,0.40500,0.04600,-0.04400,0,0.255000,0.034000,-0.036000,0,,,,,1001,14,-14,0,0.1080,0.0800,-0.0720,0,0.776400,0.005400,-0.003000,0,0.08811,0.00031,-0.00017,0,,5888.00,71.00,-77.00,0,1.23,0.03,-0.03,0,1.04,0.07,-0.07,0,0.051,0.058,-0.056,0
K2-232 b,1,1,Transit,2018,K2,Published Confirmed,11.16845400,0.00002300,-0.00002300,0,0.103560,0.000810,-0.000770,0,11.209,0.247,-0.224,0,1.000,0.022,-0.020,0,126.49634,11.75971,-11.75971,0,0.39800,0.03700,-0.03700,0,,,,,0.258000,0.025000,-0.025000,0,,,,,1030,15,-15,0,,,,,,,,,0.08868,0.00044,-0.00042,0,,6154.00,60.00,-60.00,0,1.16,0.02,-0.02,0,1.19,0.03,-0.03,0,0.100,0.040,-0.040,0
K2-233 b,1,3,Transit,2018,K2,Published Confirmed,2.46750000,0.00004000,-0.00004000,0,0.033080,0.000100,-0.000090,0,1.343,0.018,-0.016,0,0.120,0.002,-0.001,0,11.26000,,,1,0.03543,,,1,26.26000,,,1,0.079000,0.048000,-0.029000,0,,,,,1121,10,-9,0,0.1300,0.1300,-0.0900,0,,,,,0.01743,0.00019,-0.00016,0,,5033.00,41.00,-35.00,0,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.090,0.030,-0.030,0
K2-233 c,1,3,Transit,2018,K2,Published Confirmed,7.06005000,0.00024000,-0.00027000,0,0.066660,0.000200,-0.000180,0,1.281,0.022,-0.021,0,0.114,0.002,-0.002,0,12.81000,,,1,0.04030,,,1,33.91000,,,1,0.200200,,,1,,,,,790,7,-6,0,0.1300,0.1400,-0.0900,0,,,,,0.01663,0.00026,-0.00024,0,,5033.00,41.00,-35.00,0,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.090,0.030,-0.030,0
K2-233 d,1,3,Transit,2018,K2,Published Confirmed,24.36450000,0.00068000,-0.00068000,0,0.152240,0.000460,-0.000420,0,2.358,0.043,-0.036,0,0.210,0.004,-0.003,0,21.14000,,,1,0.06651,,,1,8.85000,,,1,0.199900,,,1,,,,,523,5,-4,0,0.3200,0.1100,-0.2000,0,,,,,0.03062,0.00048,-0.00040,0,,5033.00,41.00,-35.00,0,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.090,0.030,-0.030,0
K2-237 b,1,1,Transit,2018,K2,Published Confirmed,2.18056000,0.00002000,-0.00002000,0,0.037000,0.002000,-0.002000,0,18.495,0.785,-0.897,0,1.650,0.070,-0.080,0,508.52800,34.96130,-34.96130,0,1.60000,0.11000,-0.11000,0,0.44000,0.08000,-0.06000,0,0.000000,,,0,,,,,1884,37,-36,0,,,,,,,,,0.11800,0.00100,-0.00200,0,F6 V,6257.00,100.00,-100.00,0,1.43,0.06,-0.07,0,1.28,0.03,-0.04,0,0.140,0.050,-0.050,0
K2-237 b,1,1,Transit,2018,K2,Published Confirmed,2.18055770,0.00000570,-0.00000570,0,0.035300,0.001200,-0.001200,0,18.405,0.560,-0.560,0,1.642,0.050,-0.050,0,392.83788,13.98452,-13.98452,0,1.23600,0.04400,-0.04400,0,0.37000,0.03600,-0.03600,0,0.000000,,,0,,,,,1838,38,-38,0,0.5200,0.0570,-0.0020,0,,,,,0.11950,0.00150,-0.00050,0,F9 V,6099.00,110.00,-110.00,0,1.38,0.04,-0.04,0,1.23,0.05,-0.05,0,0.000,0.080,-0.080,0
K2-237 b,1,1,Transit,2018,K2,Published Confirmed,2.18053539,0.00000086,-0.00000085,0,0.035580,0.000480,-0.000650,0,16.197,0.549,-0.504,0,1.445,0.049,-0.045,0,433.20012,34.96112,-29.24021,0,1.36300,0.11000,-0.09200,0,0.56200,0.06600,-0.06100,0,0.042000,0.034000,-0.028000,0,1860.00,210.00,-180.00,0,1828,48,-46,0,0.2010,0.0850,-0.1200,0,1.385000,0.065000,-0.060000,0,0.11770,0.00270,-0.00260,0,,6360.00,190.00,-200.00,0,1.26,0.03,-0.03,0,1.26,0.05,-0.07,0,0.137,0.050,-0.049,0
K2-238 b,1,1,Transit,2018,K2,Published Confirmed,3.20466000,0.00003000,-0.00003000,0,0.046000,0.007000,-0.006000,0,14.572,1.681,-1.569,0,1.300,0.150,-0.140,0,273.33380,41.31790,-38.13960,0,0.86000,0.13000,-0.12000,0,0.56000,0.25000,-0.16000,0,0.000000,,,0,,,,,1587,75,-76,0,,,,,,,,,0.08000,0.00300,-0.00200,0,G2 V,5630.00,78.00,-78.00,0,1.59,0.16,-0.16,0,1.19,0.08,-0.08,0,0.340,0.040,-0.040,0
K2-24 b,1,2,Transit,2016,K2,Published Confirmed,20.88977000,0.00034000,-0.00035000,0,,,,,5.400,0.200,-0.200,0,0.482,0.018,-0.018,0,19.00000,2.20000,-2.10000,0,0.05978,0.00692,-0.00661,0,0.64000,0.12000,-0.10000,0,0.060000,0.010000,-0.010000,0,,,,,,,,,,,,,,,,,,,,,,5625.00,60.00,-60.00,0,1.16,0.04,-0.04,0,1.07,0.06,-0.06,0,0.340,0.040,-0.040,0
K2-24 b,1,2,Transit,2016,K2,Published Confirmed,20.88510000,0.00030000,-0.00030000,0,,,,,5.680,0.560,-0.560,0,0.507,0.050,-0.050,0,19.80000,4.50000,-4.40000,0,0.06230,0.01416,-0.01384,0,0.59000,0.22000,-0.22000,0,0.000000,,,0,,,,,,,,,,,,,,,,,,,,,,5743.00,60.00,-60.00,0,1.21,0.11,-0.11,0,1.12,0.05,-0.05,0,0.420,0.040,-0.040,0
K2-24 b,1,2,Transit,2016,K2,Published Confirmed,20.88510000,0.00030000,-0.00030000,0,0.154000,0.002000,-0.002000,0,5.680,0.560,-0.560,0,0.507,0.050,-0.050,0,21.00000,5.40000,-5.40000,0,0.06607,0.01699,-0.01699,0,0.63000,0.25000,-0.25000,0,0.000000,,,0,60.00,14.00,-14.00,0,767,177,-177,0,0.3700,0.2200,-0.2400,0,,,,,0.04310,0.00170,-0.00080,0,G3,5743.00,60.00,-60.00,0,1.21,0.11,-0.11,0,1.12,0.05,-0.05,0,0.420,0.040,-0.040,0
K2-24 c,1,2,Transit,2016,K2,Published Confirmed,42.33910000,0.00120000,-0.00120000,0,,,,,7.500,0.300,-0.300,0,0.669,0.027,-0.027,0,15.40000,1.90000,-1.80000,0,0.04845,0.00598,-0.00566,0,0.20000,0.04000,-0.03000,0,0.070000,,,1,,,,,,,,,,,,,,,,,,,,,,5625.00,60.00,-60.00,0,1.16,0.04,-0.04,0,1.07,0.06,-0.06,0,0.340,0.040,-0.040,0
K2-24 c,1,2,Transit,2016,K2,Published Confirmed,42.36330000,0.00060000,-0.00060000,0,,,,,7.820,0.720,-0.720,0,0.698,0.064,-0.064,0,26.00000,5.80000,-6.10000,0,0.08180,0.01825,-0.01919,0,0.30000,0.11000,-0.11000,0,0.000000,,,0,,,,,,,,,,,,,,,,,,,,,,5743.00,60.00,-60.00,0,1.21,0.11,-0.11,0,1.12,0.05,-0.05,0,0.420,0.040,-0.040,0
