pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
WASP-28 b,1,1,Transit,2014,SuperWASP,Published Confirmed,3.40883495,0.00000015,-0.00000015,0,0.044200,0.001000,-0.001000,0,13.664,0.314,-0.314,0,1.219,0.028,-0.028,0,282.54945,18.43405,-18.43405,0,0.88900,0.05800,-0.05800,0,0.65116,0.03581,-0.03581,0,0.000000,,,0,,,,,1456,40,-40,0,0.2280,0.0130,-0.0130,0,1.339600,0.002600,-0.002600,0,,,,,,,,,,1.08,0.03,-0.03,0,0.99,0.07,-0.07,0,,,,
WASP-29 b,1,1,Transit,2010,SuperWASP,Published Confirmed,3.92271860,0.00000680,-0.00000680,0,0.045660,0.000600,-0.000620,0,8.878,0.628,-0.392,0,0.792,0.056,-0.035,0,77.86835,7.31009,-6.99226,0,0.24500,0.02300,-0.02200,0,0.61000,0.12000,-0.12000,0,0.059000,,,1,,,,,,,,,,,,,,,,,,,,,,4800.00,150.00,-150.00,0,0.81,0.04,-0.04,0,0.82,0.03,-0.03,0,0.110,0.140,-0.140,0
WASP-29 b,1,1,Transit,2010,SuperWASP,Published Confirmed,3.92272700,0.00000400,-0.00000400,0,0.045700,0.000600,-0.000600,0,8.878,0.628,-0.392,0,0.792,0.056,-0.035,0,77.54700,6.35600,-6.35600,0,0.24400,0.02000,-0.02000,0,0.65000,0.10000,-0.10000,0,0.030000,0.050000,-0.030000,0,,,,,,,,,,,,,1.020000,0.040000,-0.040000,0,,,,,,4800.00,150.00,,0,0.81,0.04,,0,0.82,0.03,,0,,,,
WASP-29 b,1,1,Transit,2010,SuperWASP,Published Confirmed,3.92273000,0.00000400,-0.00000400,0,,,,,8.631,0.785,-0.785,0,0.770,0.070,-0.070,0,73.10090,15.89150,-15.89150,0,0.23000,0.05000,-0.05000,0,,,,,0.030000,0.040000,-0.040000,0,,,,,,,,,,,,,1.000000,0.040000,-0.040000,0,,,,,,4800.00,150.00,-150.00,0,0.79,0.07,-0.07,0,0.77,0.25,-0.25,0,0.110,,,0
WASP-29 b,1,1,Transit,2010,SuperWASP,Published Confirmed,3.92271860,0.00000680,-0.00000680,0,0.045650,0.000600,-0.000620,0,8.698,0.482,-0.482,0,0.776,0.043,-0.043,0,77.55052,6.35660,-6.35660,0,0.24400,0.02000,-0.02000,0,0.70000,0.15000,-0.12000,0,,,,,,,,,970,32,-31,0,0.1400,0.1100,-0.0900,0,,,,,0.09820,0.00150,-0.00150,0,,,,,,0.81,0.04,-0.04,0,,,,,,,,
WASP-3 b,3,1,Transit,2007,SuperWASP,Published Confirmed,1.84683500,0.00000200,-0.00000200,0,0.031510,0.001500,-0.000987,0,14.500,0.600,-0.800,0,1.290,0.050,-0.070,0,559.35700,25.42500,-44.49400,0,1.76000,0.08000,-0.14000,0,1.03700,0.37200,-0.12000,0,0.000000,,,0,,,,,,,,,,,,,1.026000,0.029000,-0.026000,0,,,,,,6352.00,103.22,-185.11,0,1.36,0.07,-0.07,0,1.26,0.18,-0.21,0,-0.040,0.100,-0.100,0
WASP-3 b,3,1,Transit,2007,SuperWASP,Published Confirmed,1.84683500,0.00000200,-0.00000200,0,0.031870,0.000880,-0.000880,0,16.298,0.930,-0.930,0,1.454,0.083,-0.083,0,654.72980,41.31790,-41.31790,0,2.06000,0.13000,-0.13000,0,0.89000,0.15000,-0.15000,0,,,,,,,,,2028,59,-59,0,,,,,,,,,,,,,,6400.00,100.00,-100.00,0,1.38,0.09,-0.09,0,1.26,0.10,-0.10,0,0.000,0.200,-0.200,0
WASP-3 b,3,1,Transit,2007,SuperWASP,Published Confirmed,1.84683400,0.00000200,-0.00000200,0,0.031700,0.000500,-0.001000,0,14.684,0.785,-1.569,0,1.310,0.070,-0.140,0,559.38080,25.42640,-44.49620,0,1.76000,0.08000,-0.14000,0,1.03000,0.37000,-0.12000,0,,,,,,,,,1960,33,-76,0,0.5050,0.0510,-0.1660,0,1.060000,0.020000,-0.040000,0,,,,,,6400.00,100.00,,0,1.31,0.05,-0.12,0,1.24,0.06,-0.11,0,0.000,0.200,-0.200,0
WASP-3 b,3,1,Transit,2007,SuperWASP,Published Confirmed,1.84683730,0.00000140,-0.00000140,0,,,,,15.524,0.673,-0.673,0,1.385,0.060,-0.060,0,559.36000,25.43000,-44.49000,0,1.76000,0.08000,-0.14000,0,,,,,0.000000,,,0,,,,,,,,,,,,,,,,,0.10510,0.01240,-0.01240,0,,,,,,1.35,0.06,-0.06,0,1.24,0.06,-0.11,0,,,,
WASP-3 b,3,1,Transit,2007,SuperWASP,Published Confirmed,1.84683510,0.00000040,-0.00000040,0,0.031820,0.000800,-0.000850,0,15.872,0.527,-0.527,0,1.416,0.047,-0.047,0,600.69870,38.13960,-38.13960,0,1.89000,0.12000,-0.12000,0,0.82200,0.10000,-0.08900,0,0.005800,,,1,,,,,,,,,,,,,,,,,,,,,,6400.00,100.00,-100.00,0,1.37,0.04,-0.04,0,1.26,0.10,-0.10,0,0.000,0.200,-0.200,0
WASP-3 b,3,1,Transit,2007,SuperWASP,Published Confirmed,1.84683000,0.00000200,-0.00000200,0,,,,,15.917,1.906,-1.906,0,1.420,0.170,-0.170,0,772.32690,168.44990,-168.44990,0,2.43000,0.53000,-0.53000,0,,,,,0.000000,,,0,,,,,,,,,,,,,1.100000,0.180000,-0.180000,0,,,,,,6400.00,100.00,-100.00,0,1.44,0.12,-0.12,0,1.62,0.53,-0.53,0,0.000,,,0
WASP-3 b,3,1,Transit,2007,SuperWASP,Published Confirmed,1.84683550,0.00000070,-0.00000070,0,0.031500,0.000300,-0.000300,0,15.693,0.336,-0.336,0,1.400,0.030,-0.030,0,629.30340,19.06980,-19.06980,0,1.98000,0.06000,-0.06000,0,0.95000,0.07000,-0.07000,0,0.003000,0.013000,-0.002000,0,,,,,,,,,0.5110,0.0200,-0.0200,0,1.110000,0.050000,-0.050000,0,,,,,,6400.00,100.00,-100.00,0,1.36,0.02,-0.02,0,1.23,0.03,-0.03,0,0.000,0.200,-0.200,0
WASP-3 b,3,1,Transit,2007,SuperWASP,Published Confirmed,1.84683730,0.00000140,-0.00000140,0,0.031850,0.000880,-0.000880,0,15.872,0.538,-0.538,0,1.416,0.048,-0.048,0,645.19490,38.13960,-38.13960,0,2.03000,0.12000,-0.12000,0,0.89000,0.06300,-0.06300,0,,,,,,,,,2020,35,-35,0,,,,,,,,,,,,,,6400.00,100.00,-100.00,0,1.37,0.04,-0.04,0,1.26,0.10,-0.10,0,0.000,0.200,-0.200,0
WASP-31 b,1,1,Transit,2010,SuperWASP,Published Confirmed,3.40588600,0.00000078,-0.00000078,0,0.046630,0.000340,-0.000340,0,17.363,0.560,-0.560,0,1.549,0.050,-0.050,0,155.41887,7.94575,-7.94575,0,0.48900,0.02500,-0.02500,0,0.16300,0.01900,-0.01700,0,0.047000,,,1,,,,,,,,,,,,,,,,,,,,,,6300.00,100.00,-100.00,0,1.25,0.03,-0.03,0,1.17,0.03,-0.03,0,0.200,0.090,-0.090,0
WASP-31 b,1,1,Transit,2010,SuperWASP,Published Confirmed,3.40590960,0.00000500,-0.00000500,0,0.046590,0.000350,-0.000350,0,17.363,0.560,-0.560,0,1.549,0.050,-0.050,0,151.91600,9.21700,-9.21700,0,0.47800,0.02900,-0.02900,0,0.17200,0.01900,-0.01900,0,0.000000,,,0,,,,,,,,,,,,,1.615000,0.027000,-0.027000,0,,,,,,6302.00,102.00,,0,1.25,0.03,,0,1.16,0.03,,0,,,,
WASP-31 b,1,1,Transit,2010,SuperWASP,Published Confirmed,3.40590900,0.00000500,-0.00000500,0,0.046570,0.000340,-0.000340,0,17.228,0.673,-0.673,0,1.537,0.060,-0.060,0,151.92274,9.53490,-9.53490,0,0.47800,0.03000,-0.03000,0,,,,,0.000000,,,0,,,,,,,,,0.7700,0.0100,-0.0200,0,,,,,,,,,,6300.00,100.00,-100.00,0,1.24,0.04,-0.04,0,1.16,0.03,-0.03,0,,,,
WASP-31 b,1,1,Transit,2010,SuperWASP,Published Confirmed,3.40000000,,,0,,,,,17.374,,,0,1.550,,,0,152.55840,,,0,0.48000,,,0,,,,,,,,,,,,,1580,,,0,,,,,,,,,,,,,,6217.00,83.08,-121.38,0,1.27,0.05,-0.06,0,1.20,0.22,-0.12,0,-0.080,0.100,-0.100,0
WASP-32 b,1,1,Transit,2010,SuperWASP,Published Confirmed,2.71866000,0.00000200,-0.00000200,0,,,,,10.761,1.681,-1.681,0,0.960,0.150,-0.150,0,835.89290,260.62060,-260.62060,0,2.63000,0.82000,-0.82000,0,,,,,0.000000,,,0,,,,,,,,,,,,,1.100000,0.010000,-0.010000,0,,,,,,6140.00,95.00,-95.00,0,0.95,0.15,-0.15,0,0.72,0.34,-0.34,0,-0.130,,,0
WASP-32 b,1,1,Transit,2010,SuperWASP,Published Confirmed,2.71865900,0.00000800,-0.00000800,0,0.039400,0.000300,-0.000300,0,13.227,0.785,-0.785,0,1.180,0.070,-0.070,0,1144.14000,22.24700,-22.24700,0,3.60000,0.07000,-0.07000,0,2.92600,0.53200,-0.53200,0,0.018000,0.006500,-0.006500,0,,,,,,,,,,,,,1.240000,0.040000,-0.040000,0,,,,,,6100.00,100.00,,0,1.11,0.05,,0,1.10,0.03,,0,,,,
WASP-32 b,1,1,Transit,2010,SuperWASP,Published Confirmed,2.71865900,0.00000800,-0.00000800,0,,,,,13.339,0.673,-0.673,0,1.190,0.060,-0.060,0,1144.18800,22.24810,-22.24810,0,3.60000,0.07000,-0.07000,0,,,,,0.018000,0.006500,-0.006500,0,,,,,,,,,,,,,,,,,0.10910,0.00100,-0.00100,0,,6100.00,100.00,-100.00,0,,,,,1.10,0.03,-0.03,0,-0.130,,,0
WASP-32 b,1,1,Transit,2010,SuperWASP,Published Confirmed,2.71865910,0.00000240,-0.00000240,0,0.039040,0.000620,-0.000610,0,12.330,0.448,-0.448,0,1.100,0.040,-0.040,0,1109.22670,38.13960,-34.96130,0,3.49000,0.12000,-0.11000,0,3.24000,0.40000,-0.34000,0,0.004000,,,1,,,,,,,,,,,,,,,,,,,,,,6140.00,90.00,-100.00,0,1.09,0.03,-0.03,0,1.07,0.05,-0.05,0,0.130,0.100,-0.100,0
WASP-33 b,2,1,Transit,2010,SuperWASP,Published Confirmed,1.21986690,0.00000120,-0.00000120,0,0.025550,0.000170,-0.000170,0,16.780,0.504,-0.504,0,1.497,0.045,-0.045,0,1303.00000,,,1,4.10000,,,1,,,,,,,,,,,,,,,,,0.1550,0.1000,-0.1200,0,1.372000,,,0,0.10660,0.00090,-0.00090,0,,7430.00,100.00,,0,1.44,0.03,,0,1.50,0.03,,0,,,,
WASP-33 b,2,1,Transit,2010,SuperWASP,Published Confirmed,1.21987000,0.00000100,-0.00000100,0,0.023900,0.000630,-0.000630,0,17.856,0.829,-0.829,0,1.593,0.074,-0.074,0,665.21819,44.17837,-44.17837,0,2.09300,0.13900,-0.13900,0,0.68900,0.07400,-0.07400,0,,,,,,,,,2782,41,-41,0,0.2100,0.0020,-0.0020,0,,,,,0.11180,0.00020,-0.00020,0,,7430.00,100.00,-100.00,0,1.44,0.03,-0.03,0,1.50,0.03,-0.03,0,,,,
WASP-33 b,2,1,Transit,2010,SuperWASP,Published Confirmed,1.21986983,0.00000045,-0.00000045,0,,,,,17.934,0.673,-0.673,0,1.600,0.060,-0.060,0,371.86110,368.68280,-368.68280,0,1.17000,1.16000,-1.16000,0,,,,,0.000000,,,0,,,,,,,,,,,,,1.100000,0.019000,-0.019000,0,,,,,,7308.00,71.00,-71.00,0,1.55,0.05,-0.05,0,1.85,0.25,-0.25,0,0.000,,,0
WASP-33 b,2,1,Transit,2010,SuperWASP,Published Confirmed,1.21987016,0.00014000,-0.00014000,0,0.025900,0.000500,-0.000500,0,18.820,0.213,-0.336,0,1.679,0.019,-0.030,0,1042.48240,232.01590,-232.01590,0,3.28000,0.73000,-0.73000,0,0.86000,0.19000,-0.19000,0,0.000000,,,0,,,,,2723,37,-37,0,,,,,,,,,0.11430,0.00020,-0.00020,0,,7430.00,,,0,,,,,,,,,0.100,,,0
WASP-34 b,1,1,Transit,2010,SuperWASP,Published Confirmed,4.31768000,0.00000500,-0.00000500,0,,,,,11.209,0.897,-0.897,0,1.000,0.080,-0.080,0,177.98480,54.03110,-54.03110,0,0.56000,0.17000,-0.17000,0,,,,,0.040000,0.010000,-0.010000,0,,,,,,,,,,,,,1.300000,0.026000,-0.026000,0,,,,,,5700.00,100.00,-100.00,0,0.91,0.08,-0.08,0,0.96,0.45,-0.45,0,-0.020,,,0
WASP-34 b,1,1,Transit,2010,SuperWASP,Published Confirmed,4.31767820,0.00000450,-0.00000450,0,0.052400,0.000400,-0.000400,0,13.675,1.233,-0.897,0,1.220,0.110,-0.080,0,187.51000,3.18000,-3.18000,0,0.59000,0.01000,-0.01000,0,0.45000,0.11000,-0.11000,0,0.038000,0.012000,-0.012000,0,,,,,1250,30,-30,0,0.9040,0.0170,-0.0140,0,1.261000,0.026000,-0.026000,0,,,,,,5700.00,100.00,,0,0.93,0.12,,0,1.01,0.07,,0,,,,
WASP-34 b,1,1,Transit,2010,SuperWASP,Published Confirmed,4.31767820,0.00000450,-0.00000450,0,0.052100,0.001200,-0.001200,0,13.675,1.233,-0.897,0,1.220,0.110,-0.080,0,185.29489,9.53490,-9.85273,0,0.58300,0.03000,-0.03100,0,0.41200,0.10000,-0.08700,0,0.025000,,,1,,,,,,,,,,,,,,,,,,,,,,5700.00,100.00,-100.00,0,0.93,0.12,-0.12,0,1.01,0.07,-0.07,0,0.020,0.100,-0.100,0
WASP-35 b,1,1,Transit,2011,SuperWASP,Published Confirmed,3.16157500,0.00000200,-0.00000200,0,0.043130,0.000400,-0.000410,0,14.796,0.560,-0.560,0,1.320,0.050,-0.050,0,222.79883,6.03877,-6.03877,0,0.70100,0.01900,-0.01900,0,0.37800,0.04900,-0.04100,0,0.028000,,,1,,,,,,,,,,,,,,,,,,,,,,5990.00,90.00,-90.00,0,1.09,0.02,-0.02,0,1.07,0.03,-0.03,0,0.150,0.090,-0.090,0
WASP-35 b,1,1,Transit,2011,SuperWASP,Published Confirmed,3.16157500,0.00000200,-0.00000200,0,0.043170,0.000330,-0.000330,0,14.796,0.560,-0.560,0,1.320,0.050,-0.050,0,228.82800,19.06900,-19.06900,0,0.72000,0.06000,-0.06000,0,0.42600,0.05300,-0.05300,0,0.000000,,,0,,,,,,,,,,,,,1.540000,0.020000,-0.020000,0,,,,,,5990.00,90.00,,0,1.09,0.03,,0,1.07,0.03,,0,,,,
WASP-35 b,1,1,Transit,2011,SuperWASP,Published Confirmed,3.16158000,0.00000200,-0.00000200,0,,,,,14.572,0.785,-0.785,0,1.300,0.070,-0.070,0,225.65930,31.78300,-31.78300,0,0.71000,0.10000,-0.10000,0,,,,,0.000000,,,0,,,,,,,,,,,,,1.500000,0.010000,-0.010000,0,,,,,,5990.00,80.00,-80.00,0,1.08,0.06,-0.06,0,1.05,0.19,-0.19,0,-0.150,,,0
WASP-36 b,2,1,Transit,2011,SuperWASP,Published Confirmed,1.53736530,0.00000260,-0.00000260,0,0.026430,0.000250,-0.000270,0,14.359,0.325,-0.325,0,1.281,0.029,-0.029,0,729.73768,21.61244,-21.29461,0,2.29600,0.06800,-0.06700,0,1.35400,0.10000,-0.09800,0,0.019000,,,1,,,,,,,,,,,,,,,,,,,,,,5900.00,150.00,-150.00,0,0.95,0.02,-0.02,0,1.04,0.03,-0.03,0,0.260,0.100,-0.100,0
WASP-36 b,2,1,Transit,2011,SuperWASP,Published Confirmed,1.53736390,0.00000140,-0.00000140,0,0.026410,0.000260,-0.000260,0,14.908,0.336,-0.325,0,1.330,0.030,-0.029,0,729.41985,18.43414,-18.43414,0,2.29500,0.05800,-0.05800,0,1.29800,0.09300,-0.09000,0,,,,,,,,,,,,,0.6570,0.0290,-0.0330,0,,,,,0.13910,0.00110,-0.00120,0,,,,,,0.96,0.02,-0.02,0,,,,,,,,
WASP-36 b,2,1,Transit,2011,SuperWASP,Published Confirmed,1.53736596,0.00000024,-0.00000024,0,0.026770,0.000280,-0.000280,0,14.874,0.235,-0.235,0,1.327,0.021,-0.021,0,750.39663,22.24810,-22.24810,0,2.36100,0.07000,-0.07000,0,1.26000,0.06000,-0.06000,0,,,,,,,,,1733,19,-19,0,,,,,,,,,0.13677,0.00056,-0.00056,0,,5959.00,134.00,-134.00,0,0.98,0.01,-0.01,0,1.08,0.03,-0.03,0,-0.260,0.100,-0.100,0
WASP-36 b,2,1,Transit,2011,SuperWASP,Published Confirmed,1.53736530,0.00000260,-0.00000260,0,0.026430,0.000260,-0.000260,0,14.359,0.325,-0.325,0,1.281,0.029,-0.029,0,731.93200,21.61200,-21.61200,0,2.30300,0.06800,-0.06800,0,1.45800,0.08900,-0.08900,0,0.000000,,,0,,,,,,,,,,,,,1.916000,0.020000,-0.020000,0,,,,,,5959.00,134.00,,0,0.95,0.02,,0,1.04,0.03,,0,,,,
WASP-36 b,2,1,Transit,2011,SuperWASP,Published Confirmed,1.53736423,0.00000057,-0.00000057,0,0.026430,0.000260,-0.000260,0,14.359,0.291,-0.291,0,1.281,0.026,-0.026,0,726.55938,20.97678,-20.97678,0,2.28600,0.06600,-0.06600,0,1.35300,0.09000,-0.09000,0,0.000000,,,0,,,,,1724,39,-39,0,,,,,,,,,0.13850,0.00071,-0.00082,0,,5880.00,,,0,,,,,,,,,-0.310,,,0
WASP-37 b,1,1,Transit,2010,SuperWASP,Published Confirmed,3.57746900,0.00001100,-0.00001100,0,0.044700,0.001800,-0.002000,0,13.002,0.785,-0.673,0,1.160,0.070,-0.060,0,546.66760,54.03110,-54.03110,0,1.72000,0.17000,-0.17000,0,1.43000,0.30000,-0.24000,0,0.052000,,,1,,,,,,,,,,,,,,,,,,,,,,5800.00,150.00,-150.00,0,1.00,0.05,-0.05,0,0.93,0.12,-0.12,0,0.400,0.120,-0.120,0
WASP-37 b,1,1,Transit,2010,SuperWASP,Published Confirmed,3.57746900,0.00001100,-0.00001100,0,0.044600,0.001900,-0.001900,0,13.002,0.785,-0.673,0,1.160,0.070,-0.060,0,572.07000,54.02900,-54.02900,0,1.80000,0.17000,-0.17000,0,1.53000,0.16000,-0.20000,0,0.000000,,,0,,,,,,,,,,,,,1.427000,0.030000,-0.023000,0,,,,,,5800.00,150.00,,0,1.00,0.05,,0,0.93,0.12,,0,,,,
WASP-38 b,1,1,Transit,2010,SuperWASP,Published Confirmed,6.87181500,0.00004500,-0.00004500,0,0.075840,0.000800,-0.000820,0,12.218,0.224,-0.224,0,1.090,0.020,-0.020,0,841.61384,18.11631,-18.43414,0,2.64800,0.05700,-0.05800,0,2.54000,0.15000,-0.14000,0,0.027800,0.003000,-0.002800,0,,,,,,,,,,,,,,,,,,,,,,6180.00,40.00,-60.00,0,1.35,0.02,-0.02,0,1.23,0.04,-0.04,0,0.020,0.070,-0.070,0
WASP-38 b,1,1,Transit,2010,SuperWASP,Published Confirmed,6.90000000,,,0,0.076000,,,0,12.300,,,0,1.100,,,0,858.10000,,,0,2.70000,,,0,2.10000,,,0,0.000000,,,0,,,,,1250,,,0,,,,,,,,,,,,,F8 V,6200.00,,,0,,,,,,,,,,,,
WASP-38 b,1,1,Transit,2010,SuperWASP,Published Confirmed,6.87188000,0.00001000,-0.00001000,0,,,,,13.787,0.673,-0.673,0,1.230,0.060,-0.060,0,1093.33520,114.41880,-114.41880,0,3.44000,0.36000,-0.36000,0,,,,,0.030000,0.000000,0.000000,0,,,,,,,,,,,,,0.690000,0.010000,-0.010000,0,,,,,,6180.00,50.00,-50.00,0,1.52,0.07,-0.07,0,1.76,0.28,-0.28,0,-0.020,,,0
WASP-38 b,1,1,Transit,2010,SuperWASP,Published Confirmed,6.87188000,0.00001000,-0.00001000,0,0.075800,0.000800,-0.000800,0,12.218,0.224,-0.224,0,1.090,0.020,-0.020,0,861.31930,22.24810,-22.24810,0,2.71000,0.07000,-0.07000,0,,,,,0.028000,0.003000,-0.003000,0,,,,,,,,,0.1200,0.0800,-0.0700,0,0.690000,0.010000,-0.010000,0,0.08300,0.00200,-0.00200,0,,,,,,1.35,0.02,-0.02,0,1.23,0.04,-0.04,0,-0.020,0.070,-0.070,0
WASP-38 b,1,1,Transit,2010,SuperWASP,Published Confirmed,6.87181500,0.00004500,-0.00004200,0,0.075220,0.000740,-0.000750,0,12.263,0.325,-0.314,0,1.094,0.029,-0.028,0,855.24500,18.43300,-18.43300,0,2.69100,0.05800,-0.05800,0,2.74000,0.18600,-0.18600,0,0.031400,0.004600,-0.004100,0,,,,,,,,,,,,,0.712000,0.018000,-0.018000,0,,,,,,6150.00,80.00,,0,1.33,0.03,,0,1.20,0.04,,0,,,,
WASP-39 b,1,1,Transit,2011,SuperWASP,Published Confirmed,4.05527650,0.00000350,-0.00000350,0,0.048580,0.000520,-0.000520,0,14.930,0.381,-0.347,0,1.332,0.034,-0.031,0,89.94589,13.03103,-13.03103,0,0.28300,0.04100,-0.04100,0,0.16000,0.02700,-0.02500,0,,,,,,,,,,,,,0.4470,0.0410,-0.0550,0,,,,,0.14570,0.00150,-0.00160,0,,,,,,0.92,0.02,-0.02,0,,,,,,,,
WASP-39 b,1,1,Transit,2011,SuperWASP,Published Confirmed,4.05529410,0.00000340,-0.00000340,0,0.048280,0.000820,-0.000820,0,14.336,0.448,-0.448,0,1.279,0.040,-0.040,0,89.31023,10.17056,-10.17056,0,0.28100,0.03200,-0.03200,0,0.16700,0.02300,-0.02300,0,,,,,,,,,1166,14,-14,0,,,,,,,,,,,,,,5485.00,50.00,-50.00,0,0.94,0.02,-0.02,0,0.91,0.05,-0.05,0,0.010,0.090,-0.090,0
WASP-39 b,1,1,Transit,2011,SuperWASP,Published Confirmed,4.06000000,,,0,,,,,14.235,,,0,1.270,,,0,88.99240,,,0,0.28000,,,0,,,,,,,,,,,,,1120,,,0,,,,,,,,,,,,,,5326.60,154.53,-123.41,0,1.01,0.07,-0.06,0,0.92,0.15,-0.08,0,-0.030,0.100,-0.100,0
WASP-39 b,1,1,Transit,2011,SuperWASP,Published Confirmed,4.05529470,0.00000097,-0.00000097,0,0.048590,0.000510,-0.000530,0,14.235,0.448,-0.448,0,1.270,0.040,-0.040,0,87.40325,13.34886,-13.66669,0,0.27500,0.04200,-0.04300,0,0.16600,0.03200,-0.02900,0,0.048000,,,1,,,,,,,,,,,,,,,,,,,,,,5400.00,150.00,-150.00,0,0.90,0.02,-0.02,0,0.93,0.03,-0.03,0,0.120,0.100,-0.100,0
WASP-39 b,1,1,Transit,2011,SuperWASP,Published Confirmed,4.05525900,0.00000900,-0.00000900,0,0.048600,0.000500,-0.000500,0,14.235,0.448,-0.448,0,1.270,0.040,-0.040,0,88.98900,9.53500,-9.53500,0,0.28000,0.03000,-0.03000,0,0.18600,0.02700,-0.02700,0,0.000000,,,0,,,,,,,,,,,,,2.110000,0.030000,-0.040000,0,,,,,,5400.00,150.00,,0,0.90,0.02,,0,0.93,0.03,,0,,,,
WASP-4 b,1,1,Transit,2007,SuperWASP,Published Confirmed,1.33823162,0.00000007,-0.00000007,0,0.022870,0.000090,-0.000090,0,14.908,1.793,-1.793,0,1.330,0.160,-0.160,0,371.86110,4.76745,-4.76745,0,1.17000,0.01500,-0.01500,0,0.61000,0.30000,-0.18000,0,0.003300,,,1,,,,,,,,,,,,,,,,,,,,,,5436.00,34.00,-34.00,0,0.92,0.06,-0.06,0,0.89,0.01,-0.01,0,0.050,0.040,-0.040,0
WASP-4 b,1,1,Transit,2007,SuperWASP,Published Confirmed,1.33823144,0.00000032,-0.00000032,0,0.023180,0.000460,-0.000460,0,15.289,0.325,-0.325,0,1.364,0.029,-0.029,0,396.96967,16.52716,-16.52716,0,1.24900,0.05200,-0.05200,0,0.61200,0.02000,-0.02000,0,,,,,,,,,1673,17,-17,0,,,,,,,,,,,,,,5540.00,55.00,-55.00,0,0.91,0.02,-0.02,0,0.93,0.06,-0.06,0,-0.030,0.090,-0.090,0
WASP-4 b,1,1,Transit,2007,SuperWASP,Published Confirmed,1.33823150,0.00000061,-0.00000061,0,0.023290,0.000770,-0.000350,0,15.368,0.426,-0.392,0,1.371,0.038,-0.035,0,409.68287,31.14734,-23.20159,0,1.28900,0.09800,-0.07300,0,0.66500,0.03200,-0.02200,0,,,,,,,,,1662,46,-46,0,,,,,,,,,0.15399,0.00068,-0.00065,0,,5500.00,100.00,-100.00,0,0.91,0.02,-0.02,0,0.94,0.07,-0.07,0,-0.030,0.090,-0.090,0
WASP-4 b,1,1,Transit,2007,SuperWASP,Published Confirmed,1.33823187,0.00000025,-0.00000025,0,0.023120,0.000330,-0.000330,0,15.838,0.224,-0.224,0,1.413,0.020,-0.020,0,393.13900,20.34000,-20.34000,0,1.23700,0.06400,-0.06400,0,0.77400,0.04800,-0.04800,0,0.000000,,,0,,,,,,,,,,,,,2.384000,0.028000,-0.028000,0,,,,,,5504.00,125.77,-154.20,0,0.89,0.05,-0.06,0,0.97,0.15,-0.09,0,-0.010,0.100,-0.100,0
WASP-4 b,1,1,Transit,2007,SuperWASP,Published Confirmed,1.33823150,0.00000061,-0.00000061,0,0.023070,0.000590,-0.000590,0,15.211,0.404,-0.392,0,1.357,0.036,-0.035,0,393.15571,20.65895,-20.97678,0,1.23700,0.06500,-0.06600,0,0.65835,0.02128,-0.02527,0,,,,,,,,,1661,30,-30,0,,,,,,,,,,,,,,5500.00,100.00,-100.00,0,0.91,0.02,-0.02,0,0.91,0.07,-0.07,0,-0.030,0.090,-0.090,0
WASP-4 b,1,1,Transit,2007,SuperWASP,Published Confirmed,1.33823000,0.00000220,-0.00000220,0,,,,,14.908,3.026,-3.026,0,1.330,0.270,-0.270,0,375.03940,152.55840,-152.55840,0,1.18000,0.48000,-0.48000,0,,,,,0.000000,,,0,,,,,,,,,,,,,2.300000,0.005800,-0.005800,0,,,,,,5500.00,150.00,-150.00,0,0.90,0.18,-0.18,0,0.87,0.53,-0.53,0,0.000,,,0
WASP-4 b,1,1,Transit,2007,SuperWASP,Published Confirmed,1.33822990,0.00000230,-0.00000210,0,0.023200,0.000440,-0.000450,0,15.031,0.258,-0.325,0,1.341,0.023,-0.029,0,397.28750,15.89150,-16.20933,0,1.25000,0.05000,-0.05100,0,,,,,0.018200,,,1,,,,,,,,,0.0510,0.0230,-0.0490,0,2.333400,0.004400,-0.007200,0,0.15275,0.00014,-0.00024,0,G8,5500.00,100.00,-100.00,0,0.90,0.02,-0.02,0,0.93,0.05,-0.05,0,-0.030,0.090,-0.090,0
