pl_name,default_flag,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,sy_dist,sy_disterr1,sy_disterr2,sy_jmag,sy_jmagerr1,sy_jmagerr2
K2-8 b,1,Published Confirmed,10.35239000,0.00086000,-0.00086000,0,0.085600,0.001400,-0.001400,0,3.580,0.710,-0.710,0,0.319,0.063,-0.063,0,,,,,,,,,,,,,,,,,,37.70,4.40,-4.40,0,631,18,-18,0,86.420,2.560,-1.370,0,0.8800,0.0400,-0.3600,0,4870.00,60.00,-60.00,0,0.74,0.04,-0.04,0,0.78,0.04,-0.04,0,-0.020,0.040,-0.040,0,,,,,4.52,0.10,-0.10,0,,,,,,,,,403.5130000,11.6715000,-11.6715000,12.8290000,0.0260000,-0.0260000
K2-8 c,1,Published Confirmed,5.06416000,0.00041000,-0.00041000,0,0.053200,0.000900,-0.000900,0,2.410,0.330,-0.330,0,0.215,0.029,-0.029,0,,,,,,,,,,,,,,,,,,97.80,11.40,-11.40,0,801,23,-23,0,86.700,2.480,-2.480,0,0.7800,0.1200,-0.4200,0,4870.00,60.00,-60.00,0,0.74,0.04,-0.04,0,0.78,0.04,-0.04,0,-0.020,0.040,-0.040,0,,,,,4.52,0.10,-0.10,0,,,,,,,,,403.5130000,11.6715000,-11.6715000,12.8290000,0.0260000,-0.0260000
K2-80 b,1,Published Confirmed,19.09180000,0.00640000,-0.00640000,0,0.135000,0.004000,-0.004000,0,2.010,0.300,-0.300,0,0.179,0.027,-0.027,0,,,,,,,,,,,,,,,,,,32.50,9.80,-9.80,0,,,,,,,,,,,,,5441.00,249.00,-249.00,0,0.87,0.10,-0.10,0,0.90,0.08,-0.08,0,,,,,,,,,4.52,0.07,-0.07,0,,,,,,,,,200.8020000,1.7680000,-1.7380000,10.8740000,0.0210000,-0.0210000
K2-80 c,1,Published Confirmed,5.60500000,0.00110000,-0.00110000,0,0.059600,0.001800,-0.001800,0,1.470,0.230,-0.230,0,0.131,0.021,-0.021,0,,,,,,,,,,,,,,,,,,166.00,50.00,-50.00,0,,,,,,,,,,,,,5441.00,249.00,-249.00,0,0.87,0.10,-0.10,0,0.90,0.08,-0.08,0,,,,,,,,,4.52,0.07,-0.07,0,,,,,,,,,200.8020000,1.7680000,-1.7380000,10.8740000,0.0210000,-0.0210000
K2-80 d,1,Published Confirmed,28.86725300,0.00514000,-0.00462500,0,,,,,2.552,0.276,-0.140,0,0.228,0.025,-0.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,89.397,0.429,-0.768,0,,,,,5377.00,50.00,-50.00,0,0.84,0.03,-0.02,0,0.91,0.02,-0.02,0,0.070,0.080,-0.080,0,,,,,4.65,0.10,-0.10,0,,,,,,,,,200.8020000,1.7680000,-1.7380000,10.8740000,0.0210000,-0.0210000
K2-81 b,1,Published Confirmed,6.10232500,0.00039000,-0.00040700,0,0.059000,0.002000,-0.002000,0,1.970,0.130,-0.110,0,0.176,0.012,-0.010,0,,,,,,,,,,,,,,0.060000,0.144406,-0.051854,0,62.90,9.20,-8.40,0,,,,,89.290,0.490,-0.570,0,,,,,4674.13,140.71,-131.16,0,0.63,0.04,-0.03,0,0.75,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,252.3180000,2.7310000,-2.6730000,12.0480000,0.0220000,-0.0220000
K2-83 b,1,Published Confirmed,2.74697000,0.00018000,-0.00018000,0,0.030140,0.000410,-0.000410,0,1.244,0.098,-0.098,0,0.111,0.009,-0.009,0,,,,,,,,,,,,,,,,,,41.50,3.90,-3.90,0,,,,,,,,,,,,,3910.00,49.00,-49.00,0,0.42,0.02,-0.02,0,0.48,0.02,-0.02,0,,,,,,,,,4.86,0.05,-0.05,0,,,,,,,,,125.5290000,0.5160000,-0.5120000,11.5990000,0.0210000,-0.0210000
K2-83 c,1,Published Confirmed,9.99767000,0.00081000,-0.00081000,0,0.071310,0.000960,-0.000960,0,1.483,0.099,-0.099,0,0.132,0.009,-0.009,0,,,,,,,,,,,,,,,,,,7.42,0.70,-0.70,0,,,,,,,,,,,,,3910.00,49.00,-49.00,0,0.42,0.02,-0.02,0,0.48,0.02,-0.02,0,,,,,,,,,4.86,0.05,-0.05,0,,,,,,,,,125.5290000,0.5160000,-0.5120000,11.5990000,0.0210000,-0.0210000
K2-84 b,1,Published Confirmed,6.42150000,0.00056000,-0.00056000,0,0.066500,0.001600,-0.001600,0,2.410,0.350,-0.350,0,0.215,0.031,-0.031,0,,,,,,,,,,,,,,,,,,178.00,51.00,-51.00,0,,,,,,,,,,,,,5652.00,154.00,-154.00,0,0.93,0.12,-0.12,0,0.95,0.07,-0.07,0,,,,,,,,,4.48,0.09,-0.09,0,,,,,,,,,284.8760000,2.2640000,-2.2290000,11.6130000,0.0220000,-0.0220000
K2-84 c,1,Published Confirmed,27.86000000,0.00520000,-0.00520000,0,0.176800,0.004300,-0.004300,0,2.030,0.320,-0.320,0,0.181,0.029,-0.029,0,,,,,,,,,,,,,,,,,,25.30,7.20,-7.20,0,,,,,,,,,,,,,5652.00,154.00,-154.00,0,0.93,0.12,-0.12,0,0.95,0.07,-0.07,0,,,,,,,,,4.48,0.09,-0.09,0,,,,,,,,,284.8760000,2.2640000,-2.2290000,11.6130000,0.0220000,-0.0220000
K2-85 b,1,Published Confirmed,0.68455900,0.00001000,-0.00001000,0,,,,,1.200,0.080,-0.070,0,0.107,0.007,-0.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,89.400,6.000,-4.000,0,,,,,4427.00,48.00,-48.00,0,0.68,0.03,-0.03,0,,,,,-0.360,0.050,-0.050,0,,,,,4.30,0.10,-0.10,0,,,,,,,,,97.2179000,0.3824000,-0.3794000,10.2290000,0.0240000,-0.0240000
K2-86 b,1,Published Confirmed,8.77683000,0.00098000,-0.00098000,0,0.077000,0.002600,-0.002600,0,1.960,0.270,-0.270,0,0.175,0.024,-0.024,0,,,,,,,,,,,,,,,,,,78.00,24.00,-24.00,0,,,,,,,,,,,,,5482.00,248.00,-248.00,0,0.76,0.09,-0.09,0,0.79,0.08,-0.08,0,,,,,,,,,4.58,0.07,-0.07,0,,,,,,,,,258.6990000,3.0040000,-2.9370000,11.4400000,0.0210000,-0.0210000
K2-87 b,1,Published Confirmed,9.72661800,0.00005500,-0.00005500,0,0.094000,0.001000,-0.001000,0,7.600,0.400,-0.400,0,0.678,0.036,-0.036,0,,,,,,,,,,,,,,,,,,,,,,979,28,-28,0,87.740,0.170,-0.170,0,0.5700,0.0300,-0.0300,0,5747.00,58.00,-49.00,0,1.40,0.08,-0.06,0,1.16,0.04,-0.04,0,0.328,0.051,-0.045,0,,,,,4.21,0.03,-0.04,0,,,,,,,,,491.2420000,7.0540000,-6.8610000,11.8110000,0.0200000,-0.0200000
K2-88 b,1,Published Confirmed,4.61220000,0.00018000,-0.00018000,0,0.034500,0.003000,-0.003000,0,1.230,0.250,-0.250,0,0.110,0.022,-0.022,0,,,,,,,,,,,,,,,,,,7.80,3.50,-3.50,0,,,,,,,,,,,,,3537.00,93.00,-93.00,0,0.26,0.05,-0.05,0,0.26,0.07,-0.07,0,,,,,,,,,5.02,0.07,-0.07,0,,,,,,,,,110.5610000,0.8280000,-0.8150000,12.0370000,0.0210000,-0.0210000
K2-89 b,1,Published Confirmed,1.09602600,0.00006500,-0.00006500,0,0.014620,0.000510,-0.000510,0,0.615,0.080,-0.080,0,0.055,0.007,-0.007,0,,,,,,,,,,,,,,,,,,78.00,17.00,-17.00,0,,,,,,,,,,,,,3691.00,51.00,-51.00,0,0.32,0.03,-0.03,0,0.35,0.04,-0.04,0,,,,,,,,,4.96,0.05,-0.05,0,,,,,,,,,86.0386000,0.3114000,-0.3093000,10.9330000,0.0200000,-0.0200000
K2-9 b,1,Published Confirmed,18.44980000,0.00150000,-0.00150000,0,0.091000,0.013000,-0.016000,0,2.250,0.530,-0.960,0,0.201,0.047,-0.086,0,,,,,,,,,,,,,,,,,,1.36,1.59,-0.81,0,314,67,-64,0,87.983,1.593,-0.080,0,0.9261,0.0080,-0.4929,0,3390.00,150.00,-150.00,0,0.31,0.11,-0.11,0,0.30,0.14,-0.14,0,-0.250,0.200,-0.200,0,-1.921,0.263,-0.778,0,,,,,1.000,,,-1,,,,,82.9631000,0.3747000,-0.3714000,12.4510000,0.0240000,-0.0240000
K2-90 b,1,Published Confirmed,13.73331400,0.00008300,-0.00009900,0,0.096000,0.001000,-0.001000,0,2.600,0.100,-0.100,0,0.232,0.009,-0.009,0,,,,,,,,,,,,,,,,,,,,,,502,8,-8,0,89.240,0.090,-0.090,0,0.4400,0.0500,-0.0500,0,4484.00,58.00,-50.00,0,0.62,0.01,-0.01,0,0.63,0.02,-0.02,0,-0.225,0.053,-0.053,0,,,,,4.65,0.02,-0.01,0,,,,,,,,,134.1880000,0.4210000,-0.4190000,11.1680000,0.0230000,-0.0230000
K2-90 c,1,Published Confirmed,2.90070600,0.00033100,-0.00031900,0,0.035000,0.001000,-0.001000,0,1.300,0.130,-0.110,0,0.116,0.012,-0.010,0,,,,,,,,,,,,,,0.190000,0.211462,-0.153189,0,80.80,13.20,-11.10,0,,,,,86.940,1.460,-0.670,0,,,,,4421.98,93.48,-91.15,0,0.63,0.03,-0.03,0,0.70,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,134.1880000,0.4210000,-0.4190000,11.1680000,0.0230000,-0.0230000
K2-91 b,1,Published Confirmed,1.41954900,0.00007100,-0.00007100,0,0.016400,0.001100,-0.001100,0,1.100,0.180,-0.180,0,0.098,0.016,-0.016,0,,,,,,,,,,,,,,,,,,46.00,15.00,-15.00,0,,,,,,,,,,,,,3622.00,104.00,-104.00,0,0.28,0.04,-0.04,0,0.29,0.06,-0.06,0,,,,,,,,,5.00,0.05,-0.05,0,,,,,,,,,62.5785000,0.2828000,-0.2803000,11.4330000,0.0210000,-0.0210000
K2-95 b,1,Published Confirmed,10.13464540,0.00001210,-0.00001230,0,0.052500,0.005900,-0.010800,0,3.310,0.200,-0.140,0,0.295,0.018,-0.012,0,,,,,,,,,,,,,,,,,,,,,,474,8,-24,0,,,,,0.4600,0.2500,-0.3100,0,3566.00,34.00,-37.00,0,0.40,0.01,-0.01,0,0.41,0.01,-0.01,0,0.100,0.060,-0.060,0,,,,,4.85,0.01,-0.01,0,,,,,,,,,179.8540000,4.0440000,-3.8730000,13.3120000,0.0210000,-0.0210000
K2-97 b,1,Published Confirmed,8.40672600,0.00186300,-0.00182700,0,0.086000,0.001100,-0.001100,0,10.610,0.950,-0.950,0,0.947,0.085,-0.085,0,,,,,,,,,,,,,,,,,,,,,,1499,39,-39,0,,,,,0.4400,0.3300,-0.3000,0,4717.00,73.00,-73.00,0,4.47,0.18,-0.18,0,1.20,0.05,-0.05,0,0.330,0.040,-0.040,0,,,,,3.22,0.04,-0.04,0,,,,,,,,,878.4300000,49.9400000,-49.9400000,10.6940000,0.0230000,-0.0230000
K2-98 b,1,Published Confirmed,10.13644800,0.00060900,-0.00059100,0,0.097400,0.000900,-0.000900,0,5.200,0.190,-0.190,0,0.464,0.017,-0.017,0,,,,,,,,,,,,,,,,,,,,,,1092,21,-21,0,,,,,0.3300,0.2800,-0.2200,0,6172.00,82.00,-82.00,0,1.57,0.04,-0.04,0,1.20,0.03,-0.03,0,-0.060,0.050,-0.050,0,,,,,4.13,0.02,-0.02,0,,,,,,,,,518.6250000,11.5180000,-11.0370000,11.1240000,0.0220000,-0.0220000
K2-99 b,1,Published Confirmed,18.25198500,0.00139900,-0.00139900,0,0.159700,0.001200,-0.001200,0,11.730,0.420,-0.420,0,1.046,0.037,-0.037,0,,,,,,,,,,,,,,,,,,,,,,1113,21,-21,0,,,,,0.3900,0.2200,-0.2400,0,6217.00,78.00,-78.00,0,2.63,0.07,-0.07,0,1.63,0.04,-0.04,0,0.210,0.060,-0.060,0,,,,,3.81,0.02,-0.02,0,,,,,,,,,519.2290000,12.9980000,-12.3890000,10.0240000,0.0220000,-0.0220000
KELT-1 b,1,Published Confirmed,1.21751400,0.00001500,-0.00001500,0,0.024660,0.000160,-0.000160,0,12.442,0.359,-0.247,0,1.110,0.032,-0.022,0,8654.15000,158.90800,-152.55200,0,27.23000,0.50000,-0.48000,0,Mass,24.70000,1.40000,-1.90000,0,0.009900,0.010000,-0.006900,0,,,,,,,,,87.800,1.300,-1.900,0,,,,,6518.00,50.00,,0,1.46,0.04,,0,1.32,0.03,,0,,,,,0.542,0.027,,0,,,,,,,,,,,,,268.4300000,3.0570000,-2.9890000,9.6820000,0.0220000,-0.0220000
KELT-10 b,1,Published Confirmed,4.16627390,0.00000630,-0.00000630,0,0.052500,0.000860,-0.000970,0,15.681,0.773,-0.549,0,1.399,0.069,-0.049,0,215.80657,12.39537,-12.07754,0,0.67900,0.03900,-0.03800,0,Mass,0.30800,0.03300,-0.04000,0,,,,,600.00,50.00,-40.00,0,1377,28,-23,0,88.610,0.860,-0.740,0,0.2300,0.1100,-0.1400,0,5948.00,74.00,-74.00,0,1.21,0.05,-0.04,0,1.11,0.06,-0.06,0,0.090,0.110,-0.100,0,0.217,0.043,-0.039,0,4.32,0.02,-0.03,0,4.500,0.700,-0.700,0,,,,,188.4040000,2.1820000,-2.1320000,9.6930000,0.0230000,-0.0230000
KELT-11 b,1,Published Confirmed,4.73610000,0.00003000,-0.00003000,0,,,,,15.132,1.121,-1.121,0,1.350,0.100,-0.100,0,54.34893,4.76745,-4.76745,0,0.17100,0.01500,-0.01500,0,Mass,,,,,0.000700,0.002000,-0.000500,0,,,,,,,,,85.300,0.200,-0.200,0,0.4040,0.0130,-0.0180,0,5375.00,25.00,-25.00,0,2.69,0.04,-0.04,0,1.44,0.07,-0.07,0,0.170,0.070,-0.070,0,,,,,3.70,0.10,-0.10,0,,,,,,,,,99.1596000,0.5210500,-0.5210500,6.6160000,0.0240000,-0.0240000
KELT-12 b,1,Published Confirmed,5.03162300,0.00003200,-0.00003100,0,0.067080,0.000970,-0.001300,0,19.952,1.906,-1.793,0,1.780,0.170,-0.160,0,301.93850,44.49620,-44.49620,0,0.95000,0.14000,-0.14000,0,Mass,0.20900,0.07100,-0.05300,0,0.000000,,,0,1749.00,235.00,-213.00,0,1800,57,-57,0,84.470,1.100,-0.950,0,0.5860,0.0600,-0.0820,0,6279.00,51.00,-51.00,0,2.37,0.17,-0.17,0,1.59,0.07,-0.09,0,0.190,0.084,-0.085,0,0.892,0.062,-0.066,0,3.89,0.05,-0.05,0,2.200,0.100,-0.100,0,,,,,368.0300000,3.1570000,-3.1060000,9.6310000,0.0220000,-0.0220000
KELT-14 b,1,Published Confirmed,1.71005660,0.00000320,-0.00000260,0,0.030050,0.000310,-0.000310,0,19.537,0.527,-0.527,0,1.743,0.047,-0.047,0,408.09372,10.17056,-10.17056,0,1.28400,0.03200,-0.03200,0,Mass,0.32200,0.02500,-0.02500,0,0.000000,,,0,,,,,1970,50,-50,0,78.300,0.300,-0.300,0,0.8622,0.0071,-0.0071,0,5720.00,130.00,-130.00,0,1.52,0.03,-0.03,0,1.24,0.04,-0.04,0,0.320,0.090,-0.090,0,,,,,4.17,0.02,-0.02,0,5.110,0.800,-0.800,0,,,,,250.1210000,1.5490000,-1.5290000,9.8080000,0.0240000,-0.0240000
KELT-15 b,1,Published Confirmed,3.32944000,0.00001600,-0.00001600,0,,,,,19.504,2.242,-2.242,0,1.740,0.200,-0.200,0,416.35730,136.66690,-136.66690,0,1.31000,0.43000,-0.43000,0,Mass,,,,,0.000000,,,0,,,,,,,,,88.300,1.450,-1.450,0,,,,,6003.00,54.00,-54.00,0,1.78,0.21,-0.21,0,2.06,0.75,-0.75,0,0.050,,,0,,,,,4.17,0.03,-0.03,0,,,,,,,,,324.6830000,2.4790000,-2.4420000,10.2050000,0.0240000,-0.0240000
KELT-16 b,1,Published Confirmed,0.96899510,0.00000240,-0.00000240,0,0.020440,0.000240,-0.000260,0,15.861,0.942,-0.751,0,1.415,0.084,-0.067,0,874.03250,50.85280,-47.67450,0,2.75000,0.16000,-0.15000,0,Mass,1.20000,0.18000,-0.18000,0,0.000000,,,0,,,,,2453,55,-47,0,84.400,3.000,-2.300,0,0.3200,0.1100,-0.1600,0,6236.00,54.00,-54.00,0,1.36,0.06,-0.05,0,1.21,0.04,-0.05,0,-0.002,0.086,-0.085,0,0.401,0.044,-0.040,0,4.25,0.03,-0.04,0,3.100,0.300,-0.300,0,,,,,444.5860000,5.5740000,-5.4410000,10.9280000,0.0230000,-0.0230000
KELT-17 b,1,Published Confirmed,3.08017160,0.00000530,-0.00000520,0,0.048810,0.000650,-0.000610,0,17.094,0.729,-0.673,0,1.525,0.065,-0.060,0,416.35730,88.99240,-92.17070,0,1.31000,0.28000,-0.29000,0,Mass,0.46000,0.12000,-0.11000,0,,,,,,,,,2087,32,-33,0,84.870,0.450,-0.430,0,0.5700,0.0310,-0.0350,0,7454.00,49.00,-49.00,0,1.65,0.06,-0.06,0,1.64,0.07,-0.06,0,-0.018,0.074,-0.072,0,0.876,0.034,-0.033,0,4.22,0.02,-0.02,0,0.650,0.150,-0.150,0,,,,,226.5000000,2.5060000,-2.4530000,8.7450000,0.0270000,-0.0270000
KELT-18 b,1,Published Confirmed,2.87175180,0.00000280,-0.00000280,0,0.045500,0.000670,-0.000690,0,17.598,0.471,-0.404,0,1.570,0.042,-0.036,0,375.03940,34.96130,-34.96130,0,1.18000,0.11000,-0.11000,0,Mass,0.37700,0.04000,-0.04000,0,0.000000,,,0,3152.00,242.00,-220.00,0,2085,39,-38,0,88.860,0.790,-1.200,0,0.1020,0.1000,-0.0710,0,6670.00,120.00,-120.00,0,1.91,0.04,-0.04,0,1.52,0.07,-0.07,0,0.090,0.130,-0.130,0,0.813,0.041,-0.041,0,4.06,0.01,-0.01,0,1.900,0.200,-0.200,0,,,,,321.3760000,2.5090000,-2.4700000,9.4540010,0.0310000,-0.0310000
KELT-19 A b,1,Published Confirmed,4.61170930,0.00000880,-0.00000880,0,0.063700,0.003100,-0.002700,0,21.409,1.233,-1.233,0,1.910,0.110,-0.110,0,1293.56810,,,1,4.07000,,,1,Mass,0.74400,,,1,,,,,2340.00,184.00,-184.00,0,1935,38,-38,0,85.410,0.340,-0.310,0,0.6010,0.0260,-0.0300,0,7500.00,110.00,-110.00,0,1.83,0.10,-0.10,0,1.62,0.25,-0.20,0,-0.120,0.510,-0.510,0,0.978,0.052,-0.053,0,4.13,0.03,-0.03,0,,,,,,,,,300.2760000,4.6840000,-4.5440000,9.3430000,0.0260000,-0.0260000
KELT-2 A b,1,Published Confirmed,4.11379000,0.00001000,-0.00001000,0,,,,,15.132,0.897,-0.897,0,1.350,0.080,-0.080,0,540.31100,69.92260,-69.92260,0,1.70000,0.22000,-0.22000,0,Mass,,,,,0.000000,,,0,,,,,,,,,88.600,1.200,-1.200,0,,,,,6327.00,80.00,-80.00,0,1.93,0.10,-0.10,0,1.54,0.28,-0.28,0,0.000,,,0,,,,,4.50,,,0,,,,,,,,,134.0580000,0.8020000,-0.7930000,7.6690000,0.0210000,-0.0210000
KELT-20 b,1,Published Confirmed,3.47410850,0.00000190,-0.00000190,0,0.054200,0.001400,-0.002100,0,19.515,0.773,-0.829,0,1.741,0.069,-0.074,0,1074.90106,,,1,3.38200,,,1,Mass,0.80600,,,1,,,,,4362.50,595.20,-536.40,0,2262,73,-73,0,86.120,0.280,-0.270,0,0.5030,0.0250,-0.0280,0,8720.00,250.00,-260.00,0,1.56,0.06,-0.06,0,1.76,0.14,-0.19,0,-0.290,0.220,-0.360,0,1.104,0.069,-0.070,0,4.29,0.02,-0.02,0,0.600,,,1,,,,,136.4260000,0.8160000,-0.8070000,7.4240000,0.0240000,-0.0240000
KELT-21 b,1,Published Confirmed,3.61276470,0.00000330,-0.00000330,0,0.052240,0.000350,-0.000340,0,17.777,0.437,-0.448,0,1.586,0.039,-0.040,0,1242.71530,,,1,3.91000,,,1,Mass,1.24000,,,1,0.000000,,,0,2950.00,169.00,-169.00,0,2051,29,-30,0,86.460,0.380,-0.340,0,0.4230,0.0330,-0.0390,0,7598.00,81.00,-84.00,0,1.64,0.03,-0.03,0,1.46,0.03,-0.03,0,-0.405,0.032,-0.033,0,0.905,0.028,-0.030,0,4.17,0.01,-0.01,0,1.600,0.100,-0.100,0,,,,,470.8780000,6.4710000,-6.3000000,10.1490000,0.0220000,-0.0220000
KELT-23 A b,1,Published Confirmed,2.25525100,0.00001100,-0.00001200,0,0.033020,0.000680,-0.000640,0,14.830,0.280,-0.280,0,1.323,0.025,-0.025,0,298.12454,15.25584,-13.98452,0,0.93800,0.04800,-0.04400,0,Mass,0.50300,0.03900,-0.03600,0,0.000000,,,0,991.18,51.43,-49.23,0,1561,20,-20,0,85.370,0.310,-0.300,0,0.5760,0.0240,-0.0270,0,5899.00,49.00,-49.00,0,1.00,0.01,-0.01,0,0.94,0.06,-0.05,0,-0.105,0.078,-0.077,0,0.034,0.020,-0.020,0,4.42,0.03,-0.03,0,6.400,3.500,-3.200,0,,,,,126.2610000,0.3520000,-0.3510000,9.2080000,0.0320000,-0.0320000
KELT-24 b,1,Published Confirmed,5.55149260,0.00000810,-0.00000800,0,0.069690,0.000870,-0.000960,0,14.258,0.235,-0.235,0,1.272,0.021,-0.021,0,1646.35940,66.74430,-69.92260,0,5.18000,0.21000,-0.22000,0,Mass,3.13000,0.19000,-0.19000,0,0.077000,0.024000,-0.025000,0,750.90,31.60,-30.90,0,1459,16,-16,0,89.170,0.590,-0.750,0,0.1340,0.1300,-0.0960,0,6509.00,50.00,-49.00,0,1.51,0.02,-0.02,0,1.46,0.06,-0.06,0,0.186,0.077,-0.076,0,0.565,0.019,-0.018,0,4.25,0.02,-0.02,0,0.780,0.610,-0.420,0,,,,,96.5173000,0.3132000,-0.3113000,7.4080000,0.0240000,-0.0240000
KELT-3 b,1,Published Confirmed,2.70339000,0.00001000,-0.00001000,0,,,,,17.486,1.233,-1.233,0,1.560,0.110,-0.110,0,616.59020,104.88390,-104.88390,0,1.94000,0.33000,-0.33000,0,Mass,,,,,0.000000,,,0,,,,,,,,,84.140,0.570,-0.570,0,,,,,6304.00,49.00,-49.00,0,1.70,0.12,-0.12,0,1.96,0.50,-0.50,0,0.050,,,0,,,,,4.20,0.03,-0.03,0,,,,,,,,,210.2520000,5.5440000,-5.2710000,8.9630000,0.0190000,-0.0190000
KELT-4 A b,1,Published Confirmed,2.98959320,0.00000490,-0.00000490,0,0.043170,0.000790,-0.000740,0,19.044,0.516,-0.504,0,1.699,0.046,-0.045,0,286.68266,19.06980,-18.75197,0,0.90200,0.06000,-0.05900,0,Mass,0.22800,0.01900,-0.01800,0,0.000000,,,0,1840.00,110.00,-110.00,0,1823,27,-27,0,83.160,0.220,-0.210,0,0.6890,0.0110,-0.0120,0,6206.00,75.00,-75.00,0,1.60,0.04,-0.04,0,1.20,0.07,-0.06,0,-0.116,0.065,-0.069,0,0.535,0.034,-0.036,0,4.11,0.01,-0.01,0,4.440,0.780,-0.890,0,,,,,218.0500000,2.1060000,-2.0670000,9.0170000,0.0210000,-0.0210000
KELT-6 b,1,Published Confirmed,7.84570000,0.00020000,-0.00020000,0,,,,,14.572,1.009,-1.009,0,1.300,0.090,-0.090,0,165.27160,38.13960,-38.13960,0,0.52000,0.12000,-0.12000,0,Mass,,,,,0.220000,0.110000,-0.110000,0,,,,,,,,,88.810,0.850,-0.850,0,,,,,6102.00,43.00,-43.00,0,1.73,0.12,-0.12,0,1.42,0.46,-0.46,0,-0.280,,,0,,,,,4.07,0.06,-0.06,0,,,,,,,,,240.7260000,1.9870000,-1.9550000,9.3020000,0.0210000,-0.0210000
KELT-6 c,1,Published Confirmed,1276.00000000,81.00000000,-67.00000000,0,2.390000,0.110000,-0.110000,0,,,,,,,,,,,,,,,,,Msini,,,,,0.210000,0.039000,-0.036000,0,,,,,,,,,,,,,,,,,6272.00,61.00,-61.00,0,1.53,0.14,-0.14,0,1.13,0.06,-0.06,0,-0.270,0.060,-0.060,0,,,,,4.12,0.07,-0.07,0,4.900,0.660,-0.460,0,,,,,240.7260000,1.9870000,-1.9550000,9.3020000,0.0210000,-0.0210000
KELT-7 b,1,Published Confirmed,2.73477000,0.00000400,-0.00000400,0,,,,,17.934,0.673,-0.673,0,1.600,0.060,-0.060,0,441.78370,69.92260,-69.92260,0,1.39000,0.22000,-0.22000,0,Mass,,,,,0.000000,,,0,,,,,,,,,83.760,0.380,-0.380,0,,,,,6768.00,7.00,-7.00,0,1.81,0.07,-0.07,0,1.76,0.25,-0.25,0,0.000,,,0,,,,,4.50,,,0,,,,,,,,,136.6810000,0.9380000,-0.9240000,7.7390000,0.0210000,-0.0210000
KELT-8 b,1,Published Confirmed,3.24406000,0.00016000,-0.00016000,0,,,,,18.159,1.121,-1.121,0,1.620,0.100,-0.100,0,209.76780,38.13960,-38.13960,0,0.66000,0.12000,-0.12000,0,Mass,,,,,0.040000,0.050000,-0.050000,0,,,,,,,,,82.650,0.900,-0.900,0,,,,,5754.00,54.00,-54.00,0,1.46,0.08,-0.08,0,0.81,0.21,-0.21,0,0.270,,,0,,,,,4.08,0.05,-0.05,0,,,,,,,,,197.5720000,1.0050000,-0.9950000,9.5860000,0.0260000,-0.0260000
KELT-9 b,1,Published Confirmed,1.48112350,0.00000110,-0.00000110,0,0.034620,0.001100,-0.000930,0,21.196,0.684,-0.594,0,1.891,0.061,-0.053,0,915.35040,266.97720,-266.97720,0,2.88000,0.84000,-0.84000,0,Mass,0.53000,0.15000,-0.15000,0,0.000000,,,0,44900.00,8100.00,-7200.00,0,4050,180,-180,0,86.790,0.250,-0.250,0,0.1770,0.0140,-0.0140,0,10170.00,450.00,-450.00,0,2.36,0.07,-0.06,0,2.52,0.25,-0.20,0,-0.030,0.200,-0.200,0,1.724,0.095,-0.101,0,4.09,0.01,-0.01,0,0.300,,,0,,,,,204.4550000,1.5820000,-1.5580000,7.4580000,0.0180000,-0.0180000
KIC 10001893 b,1,Published Confirmed,0.21970000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27500.00,200.00,-500.00,0,,,,,,,,,,,,,,,,,5.35,0.05,-0.05,0,,,,,,,,,1672.9400000,149.7000000,-149.7000000,16.3630000,0.1030000,-0.1030000
KIC 10001893 c,1,Published Confirmed,0.32528000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27500.00,200.00,-500.00,0,,,,,,,,,,,,,,,,,5.35,0.05,-0.05,0,,,,,,,,,1672.9400000,149.7000000,-149.7000000,16.3630000,0.1030000,-0.1030000
